Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.074716,3.17625,[3 3] ; [ 2 13],[1.42857143 4.57142857] ; [ 3.57142857 11.42857143],0
d3,1,0.096791,2.757639,[5 1] ; [7 9],[3.27272727 2.72727273] ; [8.72727273 7.27272727],0
a3,1,0.132391,2.264245,[2 4] ; [11  5],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
v3,1,0.142715,2.148437,[3 3] ; [ 3 13],[1.63636364 4.36363636] ; [ 4.36363636 11.63636364],0
v4,1,0.156709,2.005698,[5 1] ; [8 8],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
p6,1,0.169202,1.89,[3 3] ; [ 3 12],[1.71428571 4.28571429] ; [ 4.28571429 10.71428571],0
b4,1,0.221099,1.497222,[4 2] ; [ 6 10],[2.72727273 3.27272727] ; [7.27272727 8.72727273],0
d2,1,0.262193,1.257143,[3 3] ; [ 4 12],[1.90909091 4.09090909] ; [ 5.09090909 10.90909091],0
r1,1,0.262193,1.257143,[3 3] ; [ 4 12],[1.90909091 4.09090909] ; [ 5.09090909 10.90909091],0
p10,1,0.338352,0.916667,[4 2] ; [7 9],[3. 3.] ; [8. 8.],0
a6,1,0.338352,0.916667,[2 4] ; [9 7],[3. 3.] ; [8. 8.],0
s6,1,0.350122,0.873016,[5 1] ; [10  6],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
p3,1,0.407094,0.687273,[2 4] ; [8 7],[2.85714286 3.14285714] ; [7.14285714 7.85714286],0
s8,1,0.415522,0.662946,[3 3] ; [ 5 11],[2.18181818 3.81818182] ; [ 5.81818182 10.18181818],0
v2,1,0.415522,0.662946,[3 3] ; [ 5 11],[2.18181818 3.81818182] ; [ 5.81818182 10.18181818],0
d1,1,0.467267,0.528431,[2 4] ; [ 3 13],[1.36363636 4.63636364] ; [ 3.63636364 12.36363636],0
p5,1,0.480659,0.497368,[1 5] ; [ 1 14],[0.57142857 5.42857143] ; [ 1.42857143 13.57142857],0
n6,1,0.484423,0.488889,[4 2] ; [8 8],[3.27272727 2.72727273] ; [8.72727273 7.27272727],0
s2,1,0.59536,0.282051,[3 3] ; [10  6],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
p9,1,0.59536,0.282051,[3 3] ; [10  6],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
p2,1,0.59536,0.282051,[3 3] ; [10  6],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
a7,1,0.59536,0.282051,[3 3] ; [ 6 10],[2.45454545 3.54545455] ; [6.54545455 9.45454545],0
b1,1,0.59536,0.282051,[3 3] ; [10  6],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
u2,1,0.635256,0.225,[3 1] ; [3 2],[2.66666667 1.33333333] ; [3.33333333 1.66666667],0
d5,1,0.658076,0.195869,[4 2] ; [9 7],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
p8,1,0.675706,0.175,[3 3] ; [6 9],[2.57142857 3.42857143] ; [6.42857143 8.57142857],0
s4,1,0.677856,0.172549,[1 5] ; [ 4 12],[1.36363636 4.63636364] ; [ 3.63636364 12.36363636],0
p7,1,0.695895,0.152778,[4 2] ; [12  4],[4.36363636 1.63636364] ; [11.63636364  4.36363636],0
u3,1,0.764177,0.09,[2 2] ; [3 2],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
p12,1,0.799782,0.064327,[1 5] ; [ 2 14],[0.81818182 5.18181818] ; [ 2.18181818 13.81818182],0
s5,1,0.799782,0.064327,[1 5] ; [ 2 14],[0.81818182 5.18181818] ; [ 2.18181818 13.81818182],0
n5,1,0.856417,0.032738,[4 2] ; [10  6],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
b5,1,0.856417,0.032738,[4 2] ; [10  6],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
p11,1,0.856417,0.032738,[4 2] ; [10  6],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
n4,1,0.856417,0.032738,[4 2] ; [10  6],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
p4,1,0.925558,0.00873,[4 2] ; [11  5],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
d4,1,0.925558,0.00873,[4 2] ; [11  5],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
