Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,4.3e-05,16.715281,[24 49] ; [20  5],[32.7755102 40.2244898] ; [11.2244898 13.7755102],1
p5,1,0.001306,10.333411,[ 4 72] ; [ 8 21],[ 8.68571429 67.31428571] ; [ 3.31428571 25.68571429],0
s6,1,0.00177,9.773889,[36 41] ; [22  5],[42.94230769 34.05769231] ; [15.05769231 11.94230769],0
s8,1,0.00219,9.383117,[24 53] ; [18 10],[30.8 46.2] ; [11.2 16.8],0
s2,1,0.002409,9.208263,[23 54] ; [18 11],[29.78301887 47.21698113] ; [11.21698113 17.78301887],0
r1,1,0.008166,6.996707,[44 32] ; [24  4],[49.69230769 26.30769231] ; [18.30769231  9.69230769],0
s4,1,0.021917,5.252382,[11 65] ; [10 19],[15.2 60.8] ; [ 5.8 23.2],0
p8,1,0.030222,4.696617,[42 34] ; [22  6],[46.76923077 29.23076923] ; [17.23076923 10.76923077],0
b5,1,0.033113,4.539911,[47 30] ; [11 18],[42.13207547 34.86792453] ; [15.86792453 13.13207547],0
r4,1,0.053203,3.737527,[59 18] ; [27  2],[62.47169811 14.52830189] ; [23.52830189  5.47169811],0
v3,1,0.061645,3.492565,[20 57] ; [13 16],[23.97169811 53.02830189] ; [ 9.02830189 19.97169811],0
p12,1,0.067387,3.345557,[ 3 74] ; [ 4 25],[ 5.08490566 71.91509434] ; [ 1.91509434 27.08490566],0
p1,1,0.07023,3.27764,[ 8 69] ; [ 7 22],[10.89622642 66.10377358] ; [ 4.10377358 24.89622642],0
p10,1,0.077804,3.110181,[52 24] ; [24  4],[55.53846154 20.46153846] ; [20.46153846  7.53846154],0
n5,1,0.084258,2.980798,[53 23] ; [25  4],[56.45714286 19.54285714] ; [21.54285714  7.45714286],0
r2,1,0.086036,2.947029,[64 12] ; [28  1],[66.59047619  9.40952381] ; [25.40952381  3.59047619],0
b3,1,0.088492,2.901597,[10 43] ; [6 9],[12.47058824 40.52941176] ; [ 3.52941176 11.47058824],0
