Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,4.3e-05,16.715281,[24 49] ; [20  5],[32.7755102 40.2244898] ; [11.2244898 13.7755102],1
b2,1,0.088492,2.901597,[10 43] ; [6 9],[12.47058824 40.52941176] ; [ 3.52941176 11.47058824],0
n4,1,0.090269,2.869561,[50 27] ; [23  5],[53.53333333 23.46666667] ; [19.46666667  8.53333333],0
u1,1,0.093485,2.813312,[ 2 75] ; [ 3 26],[ 3.63207547 73.36792453] ; [ 1.36792453 27.63207547],0
a8,1,0.097319,2.748933,[ 5 68] ; [ 5 23],[ 7.22772277 65.77227723] ; [ 2.77227723 25.22772277],0
p6,1,0.103955,2.643798,[29 48] ; [16 13],[32.68867925 44.31132075] ; [12.31132075 16.68867925],0
p9,1,0.106143,2.610723,[54 23] ; [24  4],[57.2 19.8] ; [20.8  7.2],0
n2,1,0.144377,2.130682,[13  7] ; [9 1],[14.66666667  5.33333333] ; [7.33333333 2.66666667],0
n6,1,0.181591,1.784555,[57 20] ; [25  4],[59.56603774 17.43396226] ; [22.43396226  6.56603774],0
v2,1,0.20944,1.57529,[32 42] ; [16 12],[34.82352941 39.17647059] ; [13.17647059 14.82352941],0
n1,1,0.233297,1.420648,[ 7 12] ; [6 4],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
d1,1,0.300436,1.072258,[ 2 75] ; [ 2 27],[ 2.90566038 74.09433962] ; [ 1.09433962 27.90566038],0
a6,1,0.347627,0.882102,[45 32] ; [14 15],[42.85849057 34.14150943] ; [16.14150943 12.85849057],0
s3,1,0.36237,0.829664,[37 39] ; [17 12],[39.08571429 36.91428571] ; [14.91428571 14.08571429],0
p3,1,0.372022,0.7969,[42 35] ; [13 16],[39.95283019 37.04716981] ; [15.04716981 13.95283019],0
b1,1,0.394461,0.725145,[39 38] ; [12 17],[37.04716981 39.95283019] ; [13.95283019 15.04716981],0
a7,1,0.423596,0.640317,[46 30] ; [20  9],[47.77142857 28.22857143] ; [18.22857143 10.77142857],0
n3,1,0.447521,0.576923,[18  2] ; [8 2],[17.33333333  2.66666667] ; [8.66666667 1.33333333],0
a1,1,0.46837,0.525819,[ 1 76] ; [ 1 28],[ 1.45283019 75.54716981] ; [ 0.54716981 28.45283019],0
r3,1,0.470808,0.520078,[68  9] ; [27  2],[69.00943396  7.99056604] ; [25.99056604  3.00943396],0
b4,1,0.485977,0.485422,[34 43] ; [15 14],[35.59433962 41.40566038] ; [13.40566038 15.59433962],0
a5,1,0.539037,0.377328,[40 37] ; [17 12],[41.40566038 35.59433962] ; [15.59433962 13.40566038],0
d2,1,0.551492,0.354652,[17 60] ; [ 8 21],[18.16037736 58.83962264] ; [ 6.83962264 22.16037736],0
d5,1,0.552147,0.353485,[39 37] ; [13 16],[37.63809524 38.36190476] ; [14.36190476 14.63809524],0
a2,1,0.717857,0.130555,[ 7 70] ; [ 2 27],[ 6.53773585 70.46226415] ; [ 2.46226415 26.53773585],0
d3,1,0.758099,0.09485,[23 52] ; [ 8 21],[22.35576923 52.64423077] ; [ 8.64423077 20.35576923],0
p11,1,0.846632,0.037411,[57 20] ; [22  7],[57.38679245 19.61320755] ; [21.61320755  7.38679245],0
u3,1,0.853802,0.033955,[18 23] ; [7 8],[18.30357143 22.69642857] ; [6.69642857 8.30357143],0
u2,1,0.888509,0.019653,[21 20] ; [8 7],[21.23214286 19.76785714] ; [7.76785714 7.23214286],0
a3,1,0.888665,0.019598,[36 41] ; [14 15],[36.32075472 40.67924528] ; [13.67924528 15.32075472],0
a4,1,0.890205,0.019056,[22 54] ; [ 8 21],[21.71428571 54.28571429] ; [ 8.28571429 20.71428571],0
s1,1,0.920216,0.010032,[ 3 72] ; [ 1 27],[ 2.91262136 72.08737864] ; [ 1.08737864 26.91262136],0
p4,1,0.92267,0.009423,[47 30] ; [18 11],[47.21698113 29.78301887] ; [17.78301887 11.21698113],0
v1,1,0.962159,0.002251,[31 43] ; [12 17],[30.89320388 43.10679612] ; [12.10679612 16.89320388],0
p2,1,0.965068,0.001918,[64 13] ; [24  5],[63.9245283 13.0754717] ; [24.0754717  4.9245283],0
