Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.018958,5.505377,[20 12] ; [ 7 16],[15.70909091 16.29090909] ; [11.29090909 11.70909091],0
r3,1,0.033971,4.49615,[23  9] ; [10 13],[19.2 12.8] ; [13.8  9.2],0
r4,1,0.06589,3.382553,[13 19] ; [ 4 19],[ 9.89090909 22.10909091] ; [ 7.10909091 15.89090909],0
v4,1,0.079089,3.083524,[24  8] ; [12 11],[20.94545455 11.05454545] ; [15.05454545  7.94545455],0
p3,1,0.087504,2.919704,[11 21] ; [ 3 19],[ 8.2962963 23.7037037] ; [ 5.7037037 16.2962963],0
d2,1,0.10706,2.59709,[12 19] ; [14  9],[14.92592593 16.07407407] ; [11.07407407 11.92592593],0
n2,1,0.115582,2.47619,[9 4] ; [5 8],[7. 6.] ; [7. 6.],0
u2,1,0.141929,2.156918,[ 4 11] ; [7 6],[5.89285714 9.10714286] ; [5.10714286 7.89285714],0
p1,1,0.162362,1.952093,[ 1 31] ; [ 3 20],[ 2.32727273 29.67272727] ; [ 1.67272727 21.32727273],0
p4,1,0.179211,1.804154,[14 18] ; [ 6 17],[11.63636364 20.36363636] ; [ 8.36363636 14.63636364],0
b3,1,0.180476,1.793698,[ 4 14] ; [7 9],[ 5.82352941 12.17647059] ; [ 5.17647059 10.82352941],0
b2,1,0.180476,1.793698,[ 4 14] ; [7 9],[ 5.82352941 12.17647059] ; [ 5.17647059 10.82352941],0
a4,1,0.187842,1.734462,[ 7 24] ; [ 9 14],[ 9.18518519 21.81481481] ; [ 6.81481481 16.18518519],0
r2,1,0.190106,1.716798,[23  9] ; [12 10],[20.74074074 11.25925926] ; [14.25925926  7.74074074],0
s2,1,0.244496,1.354482,[10 22] ; [ 4 19],[ 8.14545455 23.85454545] ; [ 5.85454545 17.14545455],0
a6,1,0.261663,1.259935,[16 16] ; [15  8],[18.03636364 13.96363636] ; [12.96363636 10.03636364],0
p2,1,0.261663,1.259935,[16 16] ; [ 8 15],[13.96363636 18.03636364] ; [10.03636364 12.96363636],0
v2,1,0.263395,1.250824,[13 19] ; [ 6 17],[11.05454545 20.94545455] ; [ 7.94545455 15.05454545],0
s6,1,0.263395,1.250824,[13 19] ; [ 6 17],[11.05454545 20.94545455] ; [ 7.94545455 15.05454545],0
s5,1,0.303728,1.057755,[ 6 25] ; [ 2 20],[ 4.67924528 26.32075472] ; [ 3.32075472 18.67924528],0
a7,1,0.305174,1.051448,[17 15] ; [ 9 14],[15.12727273 16.87272727] ; [10.87272727 12.12727273],0
a5,1,0.315183,1.008832,[11 21] ; [11 12],[12.8 19.2] ; [ 9.2 13.8],0
d4,1,0.315183,1.008832,[21 11] ; [12 11],[19.2 12.8] ; [13.8  9.2],0
s3,1,0.327488,0.958807,[ 9 23] ; [ 9 13],[10.66666667 21.33333333] ; [ 7.33333333 14.66666667],0
n4,1,0.350013,0.873411,[18 14] ; [10 13],[16.29090909 15.70909091] ; [11.70909091 11.29090909],0
