Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.018958,5.505377,[20 12] ; [ 7 16],[15.70909091 16.29090909] ; [11.29090909 11.70909091],0
v1,1,0.355374,0.854174,[ 9 23] ; [ 4 19],[ 7.56363636 24.43636364] ; [ 5.43636364 17.56363636],0
a1,1,0.387338,0.747283,[ 2 30] ; [ 3 20],[ 2.90909091 29.09090909] ; [ 2.09090909 20.90909091],0
u3,1,0.435819,0.607265,[ 4 12] ; [5 8],[ 4.96551724 11.03448276] ; [4.03448276 8.96551724],0
n1,1,0.475512,0.509138,[ 3 10] ; [4 7],[3.79166667 9.20833333] ; [3.20833333 7.79166667],0
d3,1,0.480254,0.498287,[17 15] ; [10 13],[15.70909091 16.29090909] ; [11.29090909 11.70909091],0
p8,1,0.492056,0.472028,[10 22] ; [ 5 17],[ 8.88888889 23.11111111] ; [ 6.11111111 15.88888889],0
d5,1,0.50311,0.44837,[18 14] ; [15  8],[19.2 12.8] ; [13.8  9.2],0
d1,1,0.544357,0.367523,[10 22] ; [ 9 14],[11.05454545 20.94545455] ; [ 7.94545455 15.05454545],0
p10,1,0.572566,0.318407,[ 6 26] ; [ 3 20],[ 5.23636364 26.76363636] ; [ 3.76363636 19.23636364],0
s8,1,0.611792,0.257574,[ 4 28] ; [ 4 19],[ 4.65454545 27.34545455] ; [ 3.34545455 19.65454545],0
b1,1,0.632752,0.228347,[16 16] ; [13 10],[16.87272727 15.12727273] ; [12.12727273 10.87272727],0
a3,1,0.632752,0.228347,[16 16] ; [10 13],[15.12727273 16.87272727] ; [10.87272727 12.12727273],0
p11,1,0.660004,0.193519,[13 19] ; [ 8 15],[12.21818182 19.78181818] ; [ 8.78181818 14.21818182],0
v3,1,0.681771,0.168139,[ 7 25] ; [ 4 19],[ 6.4 25.6] ; [ 4.6 18.4],0
s1,1,0.695299,0.153409,[ 2 30] ; [ 2 20],[ 2.37037037 29.62962963] ; [ 1.62962963 20.37037037],0
s7,1,0.69954,0.14895,[ 6 25] ; [ 5 16],[ 6.55769231 24.44230769] ; [ 4.44230769 16.55769231],0
s4,1,0.716854,0.131527,[ 7 25] ; [ 6 17],[ 7.56363636 24.43636364] ; [ 5.43636364 17.56363636],0
p7,1,0.802938,0.062274,[15 17] ; [10 13],[14.54545455 17.45454545] ; [10.45454545 12.54545455],0
n5,1,0.87361,0.025305,[16 16] ; [12 11],[16.29090909 15.70909091] ; [11.70909091 11.29090909],0
b4,1,0.87361,0.025305,[16 16] ; [11 12],[15.70909091 16.29090909] ; [11.29090909 11.70909091],0
a2,1,0.931112,0.007473,[ 3 29] ; [ 2 21],[ 2.90909091 29.09090909] ; [ 2.09090909 20.90909091],0
p6,1,0.989973,0.000158,[ 7 24] ; [ 5 17],[ 7.01886792 23.98113208] ; [ 4.98113208 17.01886792],0
n3,1,1.0,0.0,[7 6] ; [7 6],[7. 6.] ; [7. 6.],0
