Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.004619,8.022857,[19  6] ; [16 24],[13.46153846 11.53846154] ; [21.53846154 18.46153846],0
p8,1,0.026176,4.944351,[14 11] ; [11 28],[ 9.765625 15.234375] ; [15.234375 23.765625],0
s8,1,0.045229,4.010081,[17  8] ; [17 23],[13.07692308 11.92307692] ; [20.92307692 19.07692308],0
s3,1,0.054485,3.697778,[22  3] ; [26 13],[18.75  6.25] ; [29.25  9.75],0
p6,1,0.05506,3.680274,[13 11] ; [12 28],[ 9.375 14.625] ; [15.625 24.375],0
p1,1,0.057703,3.602217,[ 5 20] ; [ 2 38],[ 2.69230769 22.30769231] ; [ 4.30769231 35.69230769],0
p5,1,0.057703,3.602217,[ 5 20] ; [ 2 38],[ 2.69230769 22.30769231] ; [ 4.30769231 35.69230769],0
d2,1,0.073226,3.209183,[11 14] ; [26 13],[14.453125 10.546875] ; [22.546875 16.453125],0
b1,1,0.076679,3.133929,[15 10] ; [15 25],[11.53846154 13.46153846] ; [18.46153846 21.53846154],0
p7,1,0.087303,2.923421,[14 11] ; [13 25],[10.71428571 14.28571429] ; [16.28571429 21.71428571],0
v3,1,0.088222,2.906527,[ 5 17] ; [17 21],[ 8.06666667 13.93333333] ; [13.93333333 24.06666667],0
a6,1,0.089421,2.884772,[12 13] ; [27 12],[15.234375  9.765625] ; [23.765625 15.234375],0
u1,1,0.095828,2.773641,[ 4 21] ; [14 26],[ 6.92307692 18.07692308] ; [11.07692308 28.92307692],0
p2,1,0.136958,2.211806,[20  5] ; [25 15],[17.30769231  7.69230769] ; [27.69230769 12.30769231],0
a2,1,0.140849,2.168658,[ 4 21] ; [13 27],[ 6.53846154 18.46153846] ; [10.46153846 29.53846154],0
n4,1,0.172645,1.859829,[17  7] ; [34  6],[19.125  4.875] ; [31.875  8.125],0
a8,1,0.190787,1.711527,[ 3 19] ; [10 25],[ 5.01754386 16.98245614] ; [ 7.98245614 27.01754386],0
b3,1,0.208156,1.584207,[9 8] ; [11 21],[ 6.93877551 10.06122449] ; [13.06122449 18.93877551],0
b2,1,0.208156,1.584207,[9 8] ; [11 21],[ 6.93877551 10.06122449] ; [13.06122449 18.93877551],0
s5,1,0.219638,1.506736,[10 13] ; [11 28],[ 7.79032258 15.20967742] ; [13.20967742 25.79032258],0
p9,1,0.233456,1.419677,[16  9] ; [18 19],[13.70967742 11.29032258] ; [20.29032258 16.70967742],0
v1,1,0.235799,1.405534,[10 15] ; [21 17],[12.3015873 12.6984127] ; [18.6984127 19.3015873],0
r3,1,0.249407,1.326624,[24  1] ; [35  5],[22.69230769  2.30769231] ; [36.30769231  3.69230769],0
v4,1,0.249407,1.326624,[24  1] ; [35  5],[22.69230769  2.30769231] ; [36.30769231  3.69230769],0
a7,1,0.2508,1.318841,[14 11] ; [28 12],[16.15384615  8.84615385] ; [25.84615385 14.15384615],0
p11,1,0.38813,0.744792,[11 14] ; [22 18],[12.69230769 12.30769231] ; [20.30769231 19.69230769],0
a4,1,0.38813,0.744792,[11 14] ; [22 18],[12.69230769 12.30769231] ; [20.30769231 19.69230769],0
d1,1,0.4033,0.698465,[13 12] ; [25 15],[14.61538462 10.38461538] ; [23.38461538 16.61538462],0
s2,1,0.431006,0.620111,[18  7] ; [25 15],[16.53846154  8.46153846] ; [26.46153846 13.53846154],0
