Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8.7e-05,15.405929,[30  5] ; [31 37],[20.72815534 14.27184466] ; [40.27184466 27.72815534],1
a2,1,0.193421,1.691366,[ 1 34] ; [ 7 63],[ 2.66666667 32.33333333] ; [ 5.33333333 64.66666667],0
a8,1,0.193749,1.688879,[ 7 27] ; [ 7 57],[ 4.85714286 29.14285714] ; [ 9.14285714 54.85714286],0
s8,1,0.209482,1.575,[18 17] ; [27 43],[15. 20.] ; [30. 40.],0
n3,1,0.238149,1.391519,[1 2] ; [15  7],[1.92 1.08] ; [14.08  7.92],0
p10,1,0.31498,1.009676,[29  5] ; [53 16],[27.06796117  6.93203883] ; [54.93203883 14.06796117],0
u3,1,0.38646,0.750052,[11  7] ; [17 18],[9.50943396 8.49056604] ; [18.49056604 16.50943396],0
p11,1,0.404159,0.695917,[29  6] ; [53 17],[27.33333333  7.66666667] ; [54.66666667 15.33333333],0
a5,1,0.405896,0.690789,[21 14] ; [36 34],[19. 16.] ; [38. 32.],0
a6,1,0.472761,0.515515,[24 11] ; [43 27],[22.33333333 12.66666667] ; [44.66666667 25.33333333],0
r2,1,0.499978,0.454982,[32  3] ; [60  9],[30.96153846  4.03846154] ; [61.03846154  7.96153846],0
s2,1,0.511416,0.431169,[22 12] ; [40 29],[20.46601942 13.53398058] ; [41.53398058 27.46601942],0
s3,1,0.542601,0.370741,[25  9] ; [46 22],[23.66666667 10.33333333] ; [47.33333333 20.66666667],0
v4,1,0.593633,0.284706,[32  3] ; [65  4],[32.64423077  2.35576923] ; [64.35576923  4.64423077],0
a1,1,0.613678,0.254854,[ 1 34] ; [ 1 69],[ 0.66666667 34.33333333] ; [ 1.33333333 68.66666667],0
d2,1,0.622008,0.243056,[ 7 28] ; [17 53],[ 8. 27.] ; [16. 54.],0
s4,1,0.622008,0.243056,[ 7 28] ; [17 53],[ 8. 27.] ; [16. 54.],0
p2,1,0.635738,0.224359,[25 10] ; [53 17],[26.  9.] ; [52. 18.],0
b2,1,0.635795,0.224284,[ 7 11] ; [13 27],[ 6.20689655 11.79310345] ; [13.79310345 26.20689655],0
b3,1,0.635795,0.224284,[ 7 11] ; [13 27],[ 6.20689655 11.79310345] ; [13.79310345 26.20689655],0
b5,1,0.675706,0.175,[21 14] ; [39 31],[20. 15.] ; [40. 30.],0
d3,1,0.677726,0.172697,[15 20] ; [33 37],[16. 19.] ; [32. 38.],0
d4,1,0.677726,0.172697,[18 17] ; [39 31],[19. 16.] ; [38. 32.],0
p9,1,0.725238,0.123529,[29  6] ; [56 14],[28.33333333  6.66666667] ; [56.66666667 13.33333333],0
d1,1,0.782055,0.076531,[ 2 33] ; [ 5 65],[ 2.33333333 32.66666667] ; [ 4.66666667 65.33333333],0
n1,1,0.865215,0.028812,[1 2] ; [ 6 15],[0.875 2.125] ; [ 6.125 14.875],0
v1,1,0.884243,0.021197,[17 18] ; [32 36],[16.65048544 18.34951456] ; [32.34951456 35.65048544],0
v3,1,0.919026,0.010335,[12 23] ; [24 44],[12.23300971 22.76699029] ; [23.76699029 44.23300971],0
a3,1,0.945901,0.004604,[17 18] ; [34 35],[17.16346154 17.83653846] ; [33.83653846 35.16346154],0
u2,1,0.963239,0.002124,[11  7] ; [21 13],[11.07692308  6.92307692] ; [20.92307692 13.07692308],0
b4,1,1.0,0.0,[20 15] ; [40 30],[20. 15.] ; [40. 30.],0
s1,1,1.0,0.0,[ 2 32] ; [ 4 64],[ 2. 32.] ; [ 4. 64.],0
