Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2.3e-05,17.920581,[39 26] ; [58  5],[49.2578125 15.7421875] ; [47.7421875 15.2578125],1
p2,1,5.4e-05,16.306424,[22 44] ; [44 20],[33.50769231 32.49230769] ; [32.49230769 31.50769231],1
r4,1,0.000464,12.256685,[32 34] ; [50 14],[41.63076923 24.36923077] ; [40.36923077 23.63076923],1
p7,1,0.002723,8.984244,[16 48] ; [32 31],[24.18897638 39.81102362] ; [23.81102362 39.18897638],0
p10,1,0.005396,7.741841,[ 9 56] ; [22 41],[15.7421875 49.2578125] ; [15.2578125 47.7421875],0
v4,1,0.006936,7.289552,[43 21] ; [55  8],[49.38582677 14.61417323] ; [48.61417323 14.38582677],0
n3,1,0.020921,5.333344,[14 19] ; [15  5],[18.05660377 14.94339623] ; [10.94339623  9.05660377],0
n6,1,0.022054,5.241543,[34 31] ; [46 18],[40.31007752 24.68992248] ; [39.68992248 24.31007752],0
b4,1,0.028201,4.815742,[34 32] ; [45 19],[40.10769231 25.89230769] ; [38.89230769 25.10769231],0
p6,1,0.028866,4.775604,[ 6 59] ; [15 49],[10.58139535 54.41860465] ; [10.41860465 53.58139535],0
a1,1,0.031945,4.601467,[ 7 59] ; [ 1 63],[ 4.06153846 61.93846154] ; [ 3.93846154 60.06153846],0
b1,1,0.03566,4.413298,[40 26] ; [27 37],[34.01538462 31.98461538] ; [32.98461538 31.01538462],0
u3,1,0.165205,1.925926,[10 15] ; [16 11],[12.5 12.5] ; [13.5 13.5],0
s2,1,0.174637,1.842684,[14 52] ; [20 43],[17.39534884 48.60465116] ; [16.60465116 46.39534884],0
s3,1,0.180639,1.792356,[21 44] ; [28 36],[24.68992248 40.31007752] ; [24.31007752 39.68992248],0
n2,1,0.19023,1.715832,[18 18] ; [13  6],[20.29090909 15.70909091] ; [10.70909091  8.29090909],0
s4,1,0.212836,1.552032,[10 56] ; [ 5 57],[ 7.734375 58.265625] ; [ 7.265625 54.734375],0
b3,1,0.233873,1.417149,[14 25] ; [10 32],[11.55555556 27.44444444] ; [12.44444444 29.55555556],0
b2,1,0.233873,1.417149,[14 25] ; [10 32],[11.55555556 27.44444444] ; [12.44444444 29.55555556],0
p4,1,0.238185,1.391304,[15 49] ; [21 43],[18. 46.] ; [18. 46.],0
s1,1,0.27024,1.215526,[ 5 60] ; [ 2 60],[ 3.58267717 61.41732283] ; [ 3.41732283 58.58267717],0
p8,1,0.280201,1.166117,[13 52] ; [18 46],[15.62015504 49.37984496] ; [15.37984496 48.62015504],0
s7,1,0.308176,1.038475,[14 47] ; [19 42],[16.5 44.5] ; [16.5 44.5],0
s6,1,0.331241,0.944039,[23 42] ; [28 36],[25.69767442 39.30232558] ; [25.30232558 38.69767442],0
u2,1,0.331382,0.943488,[12 13] ; [16 10],[13.7254902 11.2745098] ; [14.2745098 11.7254902],0
a6,1,0.362707,0.8285,[35 31] ; [39 25],[37.56923077 28.43076923] ; [36.43076923 27.56923077],0
n4,1,0.401947,0.702494,[38 27] ; [42 22],[40.31007752 24.68992248] ; [39.68992248 24.31007752],0
r2,1,0.449594,0.571676,[51 12] ; [55  9],[52.58267717 10.41732283] ; [53.41732283 10.58267717],0
d3,1,0.466086,0.531241,[35 31] ; [38 26],[37.06153846 28.93846154] ; [35.93846154 28.06153846],0
b5,1,0.475302,0.509622,[33 33] ; [36 28],[35.03076923 30.96923077] ; [33.96923077 30.03076923],0
u1,1,0.476174,0.507612,[10 56] ; [ 7 57],[ 8.63076923 57.36923077] ; [ 8.36923077 55.63076923],0
s8,1,0.476821,0.506125,[11 54] ; [14 50],[12.59689922 52.40310078] ; [12.40310078 51.59689922],0
r1,1,0.482414,0.493401,[43 22] ; [46 18],[44.84496124 20.15503876] ; [44.15503876 19.84496124],0
v1,1,0.49077,0.474838,[18 48] ; [21 43],[19.8 46.2] ; [19.2 44.8],0
a3,1,0.540903,0.373869,[41 24] ; [37 27],[39.30232558 25.69767442] ; [38.69767442 25.30232558],0
a8,1,0.542802,0.37037,[ 5 55] ; [ 7 53],[ 6. 54.] ; [ 6. 54.],0
d1,1,0.60979,0.26048,[28 38] ; [30 34],[29.44615385 36.55384615] ; [28.55384615 35.44615385],0
a7,1,0.6127,0.256262,[40 25] ; [36 27],[38.59375 26.40625] ; [37.40625 25.59375],0
a2,1,0.697501,0.151085,[12 54] ; [10 54],[11.16923077 54.83076923] ; [10.83076923 53.16923077],0
a5,1,0.736791,0.112967,[37 29] ; [34 30],[36.04615385 29.95384615] ; [34.95384615 29.04615385],0
v2,1,0.747692,0.103481,[23 41] ; [24 38],[23.87301587 40.12698413] ; [23.12698413 38.87301587],0
v3,1,0.757476,0.095355,[17 45] ; [16 48],[16.23809524 45.76190476] ; [16.76190476 47.23809524],0
n1,1,0.784176,0.075011,[13 22] ; [ 6 12],[12.54716981 22.45283019] ; [ 6.45283019 11.54716981],0
n5,1,0.799538,0.064488,[38 27] ; [36 28],[37.28682171 27.71317829] ; [36.71317829 27.28682171],0
a4,1,0.813393,0.05572,[24 41] ; [22 41],[23.359375 41.640625] ; [22.640625 40.359375],0
d2,1,0.859667,0.031258,[32 33] ; [32 31],[32.5 32.5] ; [31.5 31.5],0
d5,1,0.903535,0.014689,[45 21] ; [43 21],[44.67692308 21.32307692] ; [43.32307692 20.67692308],0
s5,1,0.935804,0.006487,[11 54] ; [11 52],[11.171875 53.828125] ; [10.828125 52.171875],0
d4,1,0.945718,0.004636,[44 21] ; [43 20],[44.1796875 20.8203125] ; [42.8203125 20.1796875],0
p1,1,0.945837,0.004615,[ 4 62] ; [ 4 59],[ 4.09302326 61.90697674] ; [ 3.90697674 59.09302326],0
p12,1,0.97355,0.001099,[ 1 65] ; [ 1 62],[ 1.02325581 64.97674419] ; [ 0.97674419 62.02325581],0
