Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000278,13.211113,[ 3 32] ; [7 5],[ 7.44680851 27.55319149] ; [2.55319149 9.44680851],1
p7,1,0.005714,7.638402,[ 8 27] ; [8 4],[11.91489362 23.08510638] ; [4.08510638 7.91489362],0
d3,1,0.008429,6.93996,[11 24] ; [9 3],[14.89361702 20.10638298] ; [5.10638298 6.89361702],0
s3,1,0.014564,5.968444,[ 7 27] ; [7 5],[10.34782609 23.65217391] ; [3.65217391 8.34782609],0
s2,1,0.021602,5.27752,[ 4 31] ; [5 7],[ 6.70212766 28.29787234] ; [2.29787234 9.70212766],0
p2,1,0.04633,3.969567,[ 9 25] ; [7 5],[11.82608696 22.17391304] ; [4.17391304 7.82608696],0
p8,1,0.051575,3.789488,[ 5 29] ; [5 7],[ 7.39130435 26.60869565] ; [2.60869565 9.39130435],0
a6,1,0.054586,3.694682,[15 20] ; [9 3],[17.87234043 17.12765957] ; [6.12765957 5.87234043],0
p10,1,0.064082,3.428455,[10 25] ; [7 5],[12.65957447 22.34042553] ; [4.34042553 7.65957447],0
d1,1,0.076026,3.147866,[ 8 27] ; [6 6],[10.42553191 24.57446809] ; [3.57446809 8.42553191],0
a5,1,0.079349,3.078195,[16 19] ; [9 3],[18.61702128 16.38297872] ; [6.38297872 5.61702128],0
s6,1,0.107382,2.592333,[ 5 30] ; [4 7],[ 6.84782609 28.15217391] ; [2.15217391 8.84782609],0
b5,1,0.110138,2.552242,[14 21] ; [8 4],[16.38297872 18.61702128] ; [5.61702128 6.38297872],0
n6,1,0.140562,2.171791,[13 21] ; [7 4],[15.11111111 18.88888889] ; [4.88888889 6.11111111],0
d5,1,0.154499,2.02726,[15 20] ; [8 4],[17.12765957 17.87234043] ; [5.87234043 6.12765957],0
b3,1,0.154833,2.023979,[11 11] ; [2 7],[ 9.22580645 12.77419355] ; [3.77419355 5.22580645],0
b2,1,0.154833,2.023979,[11 11] ; [2 7],[ 9.22580645 12.77419355] ; [3.77419355 5.22580645],0
p9,1,0.200123,1.641477,[13 22] ; [7 5],[14.89361702 20.10638298] ; [5.10638298 6.89361702],0
a4,1,0.22795,1.453606,[12 22] ; [ 2 10],[10.34782609 23.65217391] ; [3.65217391 8.34782609],0
p11,1,0.247925,1.334958,[11 24] ; [6 6],[12.65957447 22.34042553] ; [4.34042553 7.65957447],0
p5,1,0.25435,1.299253,[ 2 32] ; [ 2 10],[ 2.95652174 31.04347826] ; [ 1.04347826 10.95652174],0
s4,1,0.254488,1.298495,[ 4 31] ; [3 9],[ 5.21276596 29.78723404] ; [ 1.78723404 10.21276596],0
p6,1,0.268913,1.222284,[ 2 31] ; [ 2 10],[ 2.93333333 30.06666667] ; [ 1.06666667 10.93333333],0
d4,1,0.272152,1.20587,[20 15] ; [9 3],[21.59574468 13.40425532] ; [7.40425532 4.59574468],0
v1,1,0.34651,0.886195,[ 7 28] ; [4 8],[ 8.19148936 26.80851064] ; [2.80851064 9.19148936],0
a7,1,0.359542,0.839491,[17 18] ; [4 8],[15.63829787 19.36170213] ; [5.36170213 6.63829787],0
