Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2.8e-05,17.562512,[66 12] ; [21 22],[56.08264463 21.91735537] ; [30.91735537 12.08264463],1
r4,1,3.1e-05,17.374369,[59 19] ; [16 27],[48.34710744 29.65289256] ; [26.65289256 16.34710744],1
r3,1,6.2e-05,16.044365,[65 13] ; [21 22],[55.43801653 22.56198347] ; [30.56198347 12.43801653],1
p11,1,0.000162,14.22442,[46 32] ; [10 33],[36.09917355 41.90082645] ; [19.90082645 23.09917355],1
s6,1,0.004151,8.216767,[30 47] ; [ 6 37],[23.1 53.9] ; [12.9 30.1],0
n5,1,0.005537,7.695029,[57 21] ; [20 22],[50.05 27.95] ; [26.95 15.05],0
p10,1,0.007969,7.040442,[41 35] ; [12 30],[34.13559322 41.86440678] ; [18.86440678 23.13559322],0
r2,1,0.011845,6.333995,[66  9] ; [29 13],[60.8974359 14.1025641] ; [34.1025641  7.8974359],0
s8,1,0.016278,5.772561,[19 58] ; [ 3 40],[14.11666667 62.88333333] ; [ 7.88333333 35.11666667],0
n4,1,0.018216,5.575259,[55 23] ; [21 22],[48.99173554 29.00826446] ; [27.00826446 15.99173554],0
v2,1,0.026984,4.891854,[35 41] ; [10 30],[29.48275862 46.51724138] ; [15.51724138 24.48275862],0
d4,1,0.030528,4.679312,[60 18] ; [25 18],[54.79338843 23.20661157] ; [30.20661157 12.79338843],0
n2,1,0.032636,4.564748,[21  7] ; [10 12],[17.36 10.64] ; [13.64  8.36],0
s7,1,0.044827,4.025139,[20 56] ; [ 4 35],[15.86086957 60.13913043] ; [ 8.13913043 30.86086957],0
s4,1,0.07004,3.282089,[12 64] ; [ 2 41],[ 8.94117647 67.05882353] ; [ 5.05882353 37.94117647],0
a1,1,0.082151,3.021834,[ 5 73] ; [ 7 36],[ 7.73553719 70.26446281] ; [ 4.26446281 38.73553719],0
s5,1,0.098473,2.730107,[14 61] ; [ 3 38],[10.99137931 64.00862069] ; [ 6.00862069 34.99137931],0
s1,1,0.099189,2.718535,[ 3 75] ; [ 5 38],[ 5.15702479 72.84297521] ; [ 2.84297521 40.15702479],0
p3,1,0.121867,2.393162,[23 55] ; [ 7 35],[19.5 58.5] ; [10.5 31.5],0
a4,1,0.155053,2.021826,[27 49] ; [21 22],[30.65546218 45.34453782] ; [17.34453782 25.65546218],0
n3,1,0.166802,1.91145,[17  9] ; [ 9 11],[14.69565217 11.30434783] ; [11.30434783  8.69565217],0
p1,1,0.167137,1.908438,[ 5 73] ; [ 6 37],[ 7.09090909 70.90909091] ; [ 3.90909091 39.09090909],0
p5,1,0.167255,1.907378,[ 7 71] ; [ 1 41],[ 5.2 72.8] ; [ 2.8 39.2],0
b5,1,0.197648,1.659669,[44 34] ; [19 24],[40.61157025 37.38842975] ; [22.38842975 20.61157025],0
v3,1,0.206795,1.593721,[26 51] ; [ 9 31],[23.03418803 53.96581197] ; [11.96581197 28.03418803],0
r1,1,0.2126,1.55363,[49 29] ; [22 21],[45.76859504 32.23140496] ; [25.23140496 17.76859504],0
p7,1,0.214936,1.537866,[21 56] ; [ 7 34],[18.27118644 58.72881356] ; [ 9.72881356 31.27118644],0
p6,1,0.247791,1.335714,[11 66] ; [ 3 39],[ 9.05882353 67.94117647] ; [ 4.94117647 37.05882353],0
a6,1,0.268615,1.223806,[48 30] ; [22 21],[45.12396694 32.87603306] ; [24.87603306 18.12396694],0
p9,1,0.323007,0.976731,[37 37] ; [17 25],[34.44827586 39.55172414] ; [19.55172414 22.44827586],0
d1,1,0.33156,0.942795,[38 40] ; [17 26],[35.45454545 42.54545455] ; [19.54545455 23.45454545],0
s3,1,0.360489,0.836188,[13 64] ; [10 32],[14.88235294 62.11764706] ; [ 8.11764706 33.88235294],0
d3,1,0.377658,0.778312,[41 37] ; [19 24],[38.67768595 39.32231405] ; [21.32231405 21.67768595],0
b4,1,0.407142,0.687132,[46 32] ; [22 21],[43.83471074 34.16528926] ; [24.16528926 18.83471074],0
u2,1,0.409343,0.680707,[13 19] ; [9 8],[14.36734694 17.63265306] ; [7.63265306 9.36734694],0
v1,1,0.42359,0.640333,[19 57] ; [ 8 35],[17.24369748 58.75630252] ; [ 9.75630252 33.24369748],0
a8,1,0.452022,0.565576,[ 8 63] ; [ 3 40],[ 6.85087719 64.14912281] ; [ 4.14912281 38.85087719],0
p4,1,0.560686,0.338518,[18 58] ; [ 8 34],[16.74576271 59.25423729] ; [ 9.25423729 32.74576271],0
u3,1,0.623298,0.241259,[16 17] ; [ 7 10],[15.18 17.82] ; [7.82 9.18],0
a7,1,0.634795,0.225614,[47 31] ; [24 19],[45.76859504 32.23140496] ; [25.23140496 17.76859504],0
d2,1,0.666477,0.185751,[34 42] ; [21 22],[35.12605042 40.87394958] ; [19.87394958 23.12605042],0
u4,1,0.666531,0.185687,[ 1 77] ; [ 1 42],[ 1.2892562 76.7107438] ; [ 0.7107438 42.2892562],0
n1,1,0.698322,0.150223,[12 15] ; [11 11],[12.67346939 14.32653061] ; [10.32653061 11.67346939],0
a3,1,0.712858,0.135439,[45 32] ; [26 16],[45.94117647 31.05882353] ; [25.05882353 16.94117647],0
b1,1,0.713298,0.135005,[39 39] ; [23 20],[39.96694215 38.03305785] ; [22.03305785 20.96694215],0
a2,1,0.787614,0.072582,[13 65] ; [ 8 35],[13.53719008 64.46280992] ; [ 7.46280992 35.53719008],0
b3,1,0.835269,0.043243,[19 29] ; [13 18],[19.44303797 28.55696203] ; [12.55696203 18.44303797],0
b2,1,0.835269,0.043243,[19 29] ; [13 18],[19.44303797 28.55696203] ; [12.55696203 18.44303797],0
p8,1,0.84822,0.03663,[16 62] ; [ 8 34],[15.6 62.4] ; [ 8.4 33.6],0
d5,1,0.885833,0.020615,[50 28] ; [27 16],[49.63636364 28.36363636] ; [27.36363636 15.63636364],0
a5,1,0.928876,0.007967,[46 32] ; [25 18],[45.76859504 32.23140496] ; [25.23140496 17.76859504],0
