Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.010792,6.499324,[91 16] ; [25 13],[85.6 21.4] ; [30.4  7.6],0
a5,1,0.361551,0.8325,[81 27] ; [27 13],[78.81081081 29.18918919] ; [29.18918919 10.81081081],0
p3,1,0.389399,0.740818,[32 76] ; [ 9 31],[29.91891892 78.08108108] ; [11.08108108 28.91891892],0
d4,1,0.574643,0.314975,[87 21] ; [33  6],[88.16326531 19.83673469] ; [31.83673469  7.16326531],0
d1,1,0.608692,0.262083,[57 51] ; [23 17],[58.37837838 49.62162162] ; [21.62162162 18.37837838],0
s8,1,0.635724,0.224378,[72 36] ; [25 15],[70.78378378 37.21621622] ; [26.21621622 13.78378378],0
a8,1,0.636252,0.223678,[19 77] ; [ 6 31],[18.04511278 77.95488722] ; [ 6.95488722 30.04511278],0
b5,1,0.646589,0.210227,[63 45] ; [25 15],[64.21621622 43.78378378] ; [23.78378378 16.21621622],0
n2,1,0.662889,0.190034,[20  5] ; [17  3],[20.55555556  4.44444444] ; [16.44444444  3.55555556],0
s5,1,0.675726,0.174977,[40 66] ; [15 21],[41.05633803 64.94366197] ; [13.94366197 22.05633803],0
n3,1,0.679126,0.171111,[17  7] ; [13  7],[16.36363636  7.63636364] ; [13.63636364  6.36363636],0
r4,1,0.688839,0.160345,[92 16] ; [33  7],[91.21621622 16.78378378] ; [33.78378378  6.21621622],0
p1,1,0.750398,0.101197,[ 9 99] ; [ 4 36],[ 9.48648649 98.51351351] ; [ 3.51351351 36.48648649],0
b3,1,0.776408,0.080658,[35 44] ; [ 9 13],[34.41584158 44.58415842] ; [ 9.58415842 12.41584158],0
b2,1,0.776408,0.080658,[35 44] ; [ 9 13],[34.41584158 44.58415842] ; [ 9.58415842 12.41584158],0
a4,1,0.792906,0.068926,[46 62] ; [18 22],[46.7027027 61.2972973] ; [17.2972973 22.7027027],0
d2,1,0.795063,0.067466,[50 58] ; [19 20],[50.69387755 57.30612245] ; [18.30612245 20.69387755],0
a3,1,0.797557,0.065798,[85 22] ; [31  9],[84.43537415 22.56462585] ; [31.56462585  8.43537415],0
b4,1,0.817412,0.053303,[59 49] ; [21 19],[58.37837838 49.62162162] ; [21.62162162 18.37837838],0
d5,1,0.824525,0.049164,[84 24] ; [31  8],[84.48979592 23.51020408] ; [30.51020408  8.48979592],0
v2,1,0.840728,0.040386,[61 43] ; [23 15],[61.52112676 42.47887324] ; [22.47887324 15.52112676],0
n1,1,0.841132,0.040179,[12 13] ; [ 9 11],[11.66666667 13.33333333] ; [ 9.33333333 10.66666667],0
v4,1,0.845897,0.037775,[97  9] ; [37  3],[97.28767123  8.71232877] ; [36.71232877  3.28767123],0
s3,1,0.862025,0.030205,[78 28] ; [30 10],[78.4109589 27.5890411] ; [29.5890411 10.4109589],0
v1,1,0.875739,0.024452,[53 50] ; [20 20],[52.58041958 50.41958042] ; [20.41958042 19.58041958],0
s6,1,0.940155,0.005636,[85 22] ; [32  8],[85.16326531 21.83673469] ; [31.83673469  8.16326531],0
r2,1,0.961666,0.00231,[99  5] ; [38  2],[98.94444444  5.05555556] ; [38.05555556  1.94444444],0
