Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,23.684435,[116  35] ; [37 45],[99.15450644 51.84549356] ; [53.84549356 28.15450644],1
p10,1,1e-06,23.24007,[105  44] ; [32 52],[87.60944206 61.39055794] ; [49.39055794 34.60944206],1
v4,1,3e-06,21.719703,[140  10] ; [61 25],[127.75423729  22.24576271] ; [73.24576271 12.75423729],1
p7,1,2.6e-05,17.722103,[65 83] ; [14 70],[50.39655172 97.60344828] ; [28.60344828 55.39655172],1
r3,1,0.000156,14.303752,[134  16] ; [60 26],[123.30508475  26.69491525] ; [70.69491525 15.30508475],1
p11,1,0.000192,13.905546,[104  47] ; [38 48],[90.47257384 60.52742616] ; [51.52742616 34.47257384],1
p4,1,0.000226,13.599484,[71 80] ; [19 65],[57.82978723 93.17021277] ; [32.17021277 51.82978723],1
a1,1,0.001722,9.824043,[  3 148] ; [10 76],[  8.28270042 142.71729958] ; [ 4.71729958 81.28270042],0
p6,1,0.003095,8.750381,[ 33 117] ; [ 6 79],[ 24.89361702 125.10638298] ; [14.10638298 70.89361702],0
s6,1,0.00373,8.410799,[86 64] ; [32 53],[75.31914894 74.68085106] ; [42.68085106 42.31914894],0
r4,1,0.004901,7.915579,[123  28] ; [56 30],[114.0464135  36.9535865] ; [64.9535865 21.0464135],0
d3,1,0.006389,7.437081,[94 55] ; [38 47],[84.05128205 64.94871795] ; [47.94871795 37.05128205],0
s3,1,0.007492,7.151153,[86 65] ; [33 52],[76.13983051 74.86016949] ; [42.86016949 42.13983051],0
s5,1,0.013942,6.045457,[ 46 103] ; [13 68],[ 38.22173913 110.77826087] ; [20.77826087 60.22173913],0
s2,1,0.017451,5.65043,[69 81] ; [26 60],[60.38135593 89.61864407] ; [34.61864407 51.38135593],0
a7,1,0.027286,4.872651,[97 53] ; [43 43],[88.98305085 61.01694915] ; [51.01694915 34.98305085],0
b1,1,0.051505,3.791785,[61 90] ; [46 40],[68.17299578 82.82700422] ; [38.82700422 47.17299578],0
a6,1,0.05201,3.775432,[101  50] ; [46 39],[94.05508475 56.94491525] ; [52.94491525 32.05508475],0
d5,1,0.052984,3.744408,[110  40] ; [52 33],[103.40425532  46.59574468] ; [58.59574468 26.40425532],0
s1,1,0.053556,3.726496,[  6 142] ; [ 9 77],[  9.48717949 138.51282051] ; [ 5.51282051 80.48717949],0
s7,1,0.056061,3.650232,[58 88] ; [21 57],[51.49107143 94.50892857] ; [27.50892857 50.49107143],0
v3,1,0.062723,3.463882,[ 22 127] ; [20 61],[ 27.20869565 121.79130435] ; [14.79130435 66.20869565],0
n6,1,0.06321,3.451089,[113  37] ; [55 31],[106.77966102  43.22033898] ; [61.22033898 24.77966102],0
p1,1,0.079553,3.074011,[  8 142] ; [10 76],[ 11.44067797 138.55932203] ; [ 6.55932203 79.44067797],0
