Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.2e-05,17.283628,[12 47] ; [53 45],[24.42675159 34.57324841] ; [40.57324841 57.42675159],1
r4,1,0.000111,14.946656,[40 19] ; [90  8],[48.85350318 10.14649682] ; [81.14649682 16.85350318],1
r2,1,0.000182,14.005252,[45 14] ; [94  4],[52.23566879  6.76433121] ; [86.76433121 11.23566879],1
r1,1,0.000652,11.621836,[31 28] ; [77 21],[40.58598726 18.41401274] ; [67.41401274 30.58598726],1
a5,1,0.000909,11.004113,[20 39] ; [60 38],[30.06369427 28.93630573] ; [49.93630573 48.06369427],1
v4,1,0.001681,9.868763,[50  9] ; [96  2],[54.86624204  4.13375796] ; [91.13375796  6.86624204],0
v2,1,0.002552,9.102888,[16 38] ; [53 43],[24.84 29.16] ; [44.16 51.84],0
p10,1,0.005019,7.872438,[35 23] ; [77 18],[42.45751634 15.54248366] ; [69.54248366 25.45751634],0
n2,1,0.007563,7.1341,[11  8] ; [18  1],[14.5  4.5] ; [14.5  4.5],0
v3,1,0.010546,6.54032,[12 45] ; [40 57],[19.24675325 37.75324675] ; [32.75324675 64.24675325],0
s2,1,0.014167,6.017249,[17 41] ; [47 48],[24.26143791 33.73856209] ; [39.73856209 55.26143791],0
r3,1,0.015451,5.8643,[48 11] ; [91  6],[52.57051282  6.42948718] ; [86.42948718 10.57051282],0
v1,1,0.023031,5.16618,[19 39] ; [49 46],[25.77777778 32.22222222] ; [42.22222222 52.77777778],0
a6,1,0.023899,5.101968,[29 30] ; [66 32],[35.70063694 23.29936306] ; [59.29936306 38.70063694],0
u3,1,0.024396,5.066277,[11 25] ; [24 19],[15.94936709 20.05063291] ; [19.05063291 23.94936709],0
p4,1,0.025543,4.986712,[22 37] ; [53 42],[28.73376623 30.26623377] ; [46.26623377 48.73376623],0
s7,1,0.030733,4.667802,[18 40] ; [45 47],[24.36 33.64] ; [38.64 53.36],0
a2,1,0.04307,4.092665,[ 1 58] ; [10 88],[ 4.13375796 54.86624204] ; [ 6.86624204 91.13375796],0
s6,1,0.050091,3.838397,[27 31] ; [59 35],[32.81578947 25.18421053] ; [53.18421053 40.81578947],0
a3,1,0.053639,3.723885,[23 35] ; [54 43],[28.81290323 29.18709677] ; [48.18709677 48.81290323],0
p2,1,0.056905,3.625371,[38 21] ; [76 21],[43.11538462 15.88461538] ; [70.88461538 26.11538462],0
p6,1,0.065729,3.386592,[14 44] ; [37 59],[19.20779221 38.79220779] ; [31.79220779 64.20779221],0
d4,1,0.066732,3.361642,[23 36] ; [53 45],[28.56050955 30.43949045] ; [47.43949045 50.56050955],0
p11,1,0.091143,2.85407,[42 17] ; [81 17],[46.22292994 12.77707006] ; [76.77707006 21.22292994],0
d1,1,0.091294,2.851416,[ 1 58] ; [ 8 90],[ 3.38216561 55.61783439] ; [ 5.61783439 92.38216561],0
b5,1,0.108191,2.580453,[29 30] ; [61 37],[33.82165605 25.17834395] ; [56.17834395 41.82165605],0
p7,1,0.114325,2.493399,[29 30] ; [59 36],[33.71428571 25.28571429] ; [54.28571429 40.71428571],0
s3,1,0.115422,2.478369,[24 33] ; [52 42],[28.68874172 28.31125828] ; [47.31125828 46.68874172],0
s5,1,0.115456,2.4779,[12 45] ; [31 63],[16.23178808 40.76821192] ; [26.76821192 67.23178808],0
n3,1,0.12871,2.307992,[10  8] ; [15  4],[12.16216216  5.83783784] ; [12.83783784  6.16216216],0
p9,1,0.138719,2.192108,[41 17] ; [77 18],[44.73202614 13.26797386] ; [73.26797386 21.73202614],0
p3,1,0.210195,1.570086,[19 40] ; [41 56],[22.69230769 36.30769231] ; [37.30769231 59.69230769],0
n1,1,0.248286,1.332921,[ 5 14] ; [ 8 10],[ 6.67567568 12.32432432] ; [ 6.32432432 11.67567568],0
p5,1,0.288368,1.127223,[ 6 52] ; [16 81],[ 8.23225806 49.76774194] ; [13.76774194 83.23225806],0
u2,1,0.325319,0.967442,[14 22] ; [21 21],[16.15384615 19.84615385] ; [18.84615385 23.15384615],0
n5,1,0.347153,0.883838,[46 13] ; [69 28],[43.49358974 15.50641026] ; [71.50641026 25.49358974],0
a4,1,0.357342,0.847215,[ 8 50] ; [19 78],[10.10322581 47.89677419] ; [16.89677419 80.10322581],0
b1,1,0.389305,0.741111,[27 32] ; [38 60],[24.42675159 34.57324841] ; [40.57324841 57.42675159],0
u1,1,0.409448,0.680403,[ 1 58] ; [ 4 94],[ 1.87898089 57.12101911] ; [ 3.12101911 94.87898089],0
a1,1,0.409448,0.680403,[ 1 58] ; [ 4 94],[ 1.87898089 57.12101911] ; [ 3.12101911 94.87898089],0
s1,1,0.453069,0.562963,[ 4 53] ; [ 4 91],[ 3. 54.] ; [ 5. 90.],0
p8,1,0.499864,0.455225,[29 30] ; [52 43],[31.03246753 27.96753247] ; [49.96753247 45.03246753],0
b2,1,0.616589,0.250691,[14 27] ; [20 31],[15.15217391 25.84782609] ; [18.84782609 32.15217391],0
b3,1,0.616589,0.250691,[14 27] ; [20 31],[15.15217391 25.84782609] ; [18.84782609 32.15217391],0
p1,1,0.747207,0.103893,[ 9 50] ; [13 84],[ 8.32051282 50.67948718] ; [13.67948718 83.32051282],0
s4,1,0.777208,0.080066,[10 49] ; [18 78],[10.65806452 48.34193548] ; [17.34193548 78.65806452],0
d2,1,0.781856,0.076674,[15 44] ; [23 75],[14.28025478 44.71974522] ; [23.71974522 74.28025478],0
n4,1,0.885578,0.020708,[42 17] ; [68 29],[41.6025641 17.3974359] ; [68.3974359 28.6025641],0
p12,1,0.943755,0.004977,[ 6 53] ; [10 85],[ 6.12987013 52.87012987] ; [ 9.87012987 85.12987013],0
s8,1,0.95156,0.00369,[20 39] ; [33 63],[20.17419355 38.82580645] ; [32.82580645 63.17419355],0
a8,1,0.976377,0.000877,[ 6 49] ; [10 83],[ 5.94594595 49.05405405] ; [10.05405405 82.94594595],0
b4,1,0.986367,0.000292,[35 24] ; [58 40],[34.94904459 24.05095541] ; [58.05095541 39.94904459],0
