Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,52.724705,[258   8] ; [60 25],[240.99145299  25.00854701] ; [77.00854701  7.99145299],1
v4,1,0.0,36.299174,[253  12] ; [62 23],[238.5  26.5] ; [76.5  8.5],1
p7,1,0.0,29.615302,[150 112] ; [18 62],[128.70175439 133.29824561] ; [39.29824561 40.70175439],1
p10,1,0.0,29.12904,[212  54] ; [41 42],[192.83094556  73.16905444] ; [60.16905444 22.83094556],1
p11,1,0.0,27.615162,[219  50] ; [45 40],[200.61016949  68.38983051] ; [63.38983051 21.61016949],1
r4,1,0.0,25.676983,[240  29] ; [56 29],[224.92655367  44.07344633] ; [71.07344633 13.92655367],1
p8,1,0.0,25.531534,[116 144] ; [12 73],[ 96.46376812 163.53623188] ; [31.53623188 53.46376812],1
p4,1,1e-06,23.567594,[121 146] ; [13 70],[102.22285714 164.77714286] ; [31.77714286 51.22285714],1
p9,1,7e-06,20.169481,[217  46] ; [48 34],[202.01449275  60.98550725] ; [62.98550725 19.01449275],1
d5,1,0.000782,11.28337,[220  49] ; [54 30],[208.79886686  60.20113314] ; [65.20113314 18.79886686],1
r1,1,0.002007,9.542735,[216  51] ; [55 30],[205.55965909  61.44034091] ; [65.44034091 19.55965909],0
b1,1,0.00227,9.317419,[ 84 185] ; [42 43],[ 95.74576271 173.25423729] ; [30.25423729 54.74576271],0
a1,1,0.00268,9.013534,[  9 260] ; [10 75],[ 14.43785311 254.56214689] ; [ 4.56214689 80.43785311],0
v1,1,0.003012,8.800183,[135 125] ; [28 56],[123.19767442 136.80232558] ; [39.80232558 44.19767442],0
s6,1,0.004033,8.268674,[175  89] ; [41 43],[163.86206897 100.13793103] ; [52.13793103 31.86206897],0
n6,1,0.005058,7.858726,[229  37] ; [62 23],[220.52991453  45.47008547] ; [70.47008547 14.52991453],0
p6,1,0.006228,7.483031,[ 78 186] ; [12 71],[ 68.47262248 195.52737752] ; [21.52737752 61.47262248],0
s3,1,0.007475,7.155126,[148 114] ; [32 49],[137.49271137 124.50728863] ; [42.50728863 38.49271137],0
b5,1,0.020025,5.40969,[174  95] ; [43 42],[164.89548023 104.10451977] ; [52.10451977 32.89548023],0
a5,1,0.027252,4.874804,[201  68] ; [53 32],[193.01129944  75.98870056] ; [60.98870056 24.01129944],0
n3,1,0.031104,4.647234,[49 17] ; [15 14],[44.46315789 21.53684211] ; [19.53684211  9.46315789],0
r2,1,0.039522,4.238293,[247  17] ; [70 11],[242.57391304  21.42608696] ; [74.42608696  6.57391304],0
s2,1,0.048539,3.891215,[129 137] ; [30 53],[121.18624642 144.81375358] ; [37.81375358 45.18624642],0
u4,1,0.057776,3.600108,[  2 267] ; [ 3 82],[  3.79943503 265.20056497] ; [ 1.20056497 83.79943503],0
n1,1,0.058452,3.580776,[24 40] ; [18 13],[28.29473684 35.70526316] ; [13.70526316 17.29473684],0
s5,1,0.080453,3.055727,[ 76 183] ; [16 66],[ 69.87683284 189.12316716] ; [22.12316716 59.87683284],0
p1,1,0.113345,2.50695,[ 15 252] ; [ 9 76],[ 18.20454545 248.79545455] ; [ 5.79545455 79.20454545],0
d4,1,0.119205,2.427729,[216  52] ; [61 23],[210.89772727  57.10227273] ; [66.10227273 17.89772727],0
a7,1,0.121073,2.403391,[191  77] ; [53 32],[185.24645892  82.75354108] ; [58.75354108 26.24645892],0
s1,1,0.139684,2.181436,[  9 253] ; [ 6 77],[ 11.39130435 250.60869565] ; [ 3.60869565 79.39130435],0
v2,1,0.148152,2.091179,[134 122] ; [34 45],[128.38208955 127.61791045] ; [39.61791045 39.38208955],0
d3,1,0.170333,1.880013,[182  87] ; [50 34],[176.79320113  92.20679887] ; [55.20679887 28.79320113],0
p12,1,0.246362,1.343818,[ 13 253] ; [ 7 78],[ 15.15669516 250.84330484] ; [ 4.84330484 80.15669516],0
a8,1,0.261278,1.261973,[ 46 195] ; [11 70],[ 42.66149068 198.33850932] ; [14.33850932 66.66149068],0
u1,1,0.284712,1.144459,[ 35 234] ; [15 70],[ 37.99435028 231.00564972] ; [12.00564972 72.99435028],0
u3,1,0.319956,0.989127,[41 40] ; [12 18],[38.67567568 42.32432432] ; [14.32432432 15.67567568],0
s7,1,0.338215,0.917185,[118 141] ; [32 49],[114.26470588 144.73529412] ; [35.73529412 45.26470588],0
a6,1,0.360429,0.836396,[178  91] ; [51 33],[174.50708215  94.49291785] ; [54.49291785 29.50708215],0
n2,1,0.364076,0.823786,[51 15] ; [22 10],[49.16326531 16.83673469] ; [23.83673469  8.16326531],0
s8,1,0.36901,0.806997,[106 162] ; [29 56],[102.49291785 165.50708215] ; [32.50708215 52.49291785],0
n5,1,0.413629,0.668345,[223  43] ; [68 17],[220.52991453  45.47008547] ; [70.47008547 14.52991453],0
s4,1,0.417707,0.656759,[ 32 233] ; [13 71],[ 34.16905444 230.83094556] ; [10.83094556 73.16905444],0
v3,1,0.486054,0.48525,[ 88 173] ; [30 49],[ 90.58235294 170.41764706] ; [27.41764706 51.58235294],0
p5,1,0.507379,0.439469,[ 14 254] ; [ 6 78],[ 15.22727273 252.77272727] ; [ 4.77272727 79.22727273],0
b2,1,0.514001,0.425913,[ 54 102] ; [24 37],[56.07373272 99.92626728] ; [21.92626728 39.07373272],0
b3,1,0.514001,0.425913,[ 54 102] ; [24 37],[56.07373272 99.92626728] ; [21.92626728 39.07373272],0
d1,1,0.518598,0.41668,[150 119] ; [44 41],[147.4180791 121.5819209] ; [46.5819209 38.4180791],0
a3,1,0.53253,0.389562,[188  81] ; [55 28],[185.70170455  83.29829545] ; [57.29829545 25.70170455],0
b4,1,0.86632,0.028337,[161 108] ; [50 35],[160.33615819 108.66384181] ; [50.66384181 34.33615819],0
a2,1,0.877445,0.02378,[ 58 211] ; [19 66],[ 58.51129944 210.48870056] ; [18.48870056 66.51129944],0
a4,1,0.927209,0.008346,[121 147] ; [37 46],[120.63817664 147.36182336] ; [37.36182336 45.63817664],0
u2,1,0.942869,0.005136,[42 38] ; [15 14],[41.83486239 38.16513761] ; [15.16513761 13.83486239],0
d2,1,0.967896,0.00162,[128 139] ; [40 43],[128.16 138.84] ; [39.84 43.16],0
