Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,119.188442,[ 43 126] ; [115  14],[89.60402685 79.39597315] ; [68.39597315 60.60402685],1
s7,1,0.0,59.507801,[ 34 127] ; [84 43],[65.96527778 95.03472222] ; [52.03472222 74.96527778],1
s6,1,0.0,48.245577,[ 68 100] ; [104  25],[97.29292929 70.70707071] ; [74.70707071 54.29292929],1
s8,1,0.0,29.508244,[ 40 129] ; [71 60],[ 62.53 106.47] ; [48.47 82.53],1
s5,1,5.2e-05,16.38985,[ 31 136] ; [50 75],[ 46.32534247 120.67465753] ; [34.67465753 90.32534247],1
s4,1,0.000465,12.251127,[ 13 157] ; [ 28 101],[ 23.31103679 146.68896321] ; [ 17.68896321 111.31103679],1
s1,1,0.006346,7.449191,[  3 166] ; [ 11 118],[  7.93959732 161.06040268] ; [  6.06040268 122.93959732],0
u1,1,0.009025,6.817931,[ 16 155] ; [ 26 105],[ 23.78145695 147.21854305] ; [ 18.21854305 112.78145695],0
p6,1,0.011865,6.330858,[ 19 147] ; [ 29 101],[ 26.91891892 139.08108108] ; [ 21.08108108 108.91891892],0
p10,1,0.014945,5.922899,[109  60] ; [100  29],[118.52684564  50.47315436] ; [90.47315436 38.52684564],0
v3,1,0.019864,5.423846,[ 47 117] ; [53 74],[ 56.35738832 107.64261168] ; [43.64261168 83.35738832],0
a8,1,0.027263,4.874074,[ 19 141] ; [26 94],[ 25.71428571 134.28571429] ; [ 19.28571429 100.71428571],0
v2,1,0.032896,4.551162,[79 82] ; [76 47],[87.86971831 73.13028169] ; [67.13028169 55.86971831],0
p7,1,0.043391,4.080119,[73 94] ; [68 54],[81.47750865 85.52249135] ; [59.52249135 62.47750865],0
p9,1,0.055611,3.663658,[117  51] ; [101  26],[124.14915254  43.85084746] ; [93.85084746 33.14915254],0
r3,1,0.06356,3.44196,[154  16] ; [124   5],[158.06020067  11.93979933] ; [119.93979933   9.06020067],0
d2,1,0.064138,3.42702,[ 63 107] ; [62 68],[70.83333333 99.16666667] ; [54.16666667 75.83333333],0
n5,1,0.064847,3.408864,[101  69] ; [90 39],[108.59531773  61.40468227] ; [82.40468227 46.59531773],0
b3,1,0.075178,3.166191,[26 64] ; [32 44],[31.44578313 58.55421687] ; [26.55421687 49.44578313],0
b2,1,0.075178,3.166191,[26 64] ; [32 44],[31.44578313 58.55421687] ; [26.55421687 49.44578313],0
v1,1,0.07707,3.125638,[71 98] ; [67 61],[78.52525253 90.47474747] ; [59.47474747 68.52525253],0
u3,1,0.080538,3.054017,[26 26] ; [26 12],[30.04444444 21.95555556] ; [21.95555556 16.04444444],0
b4,1,0.104069,2.64206,[106  65] ; [69 62],[99.08940397 71.91059603] ; [75.91059603 55.08940397],0
a6,1,0.110775,2.54313,[121  50] ; [80 49],[114.57  56.43] ; [86.43 42.57],0
v4,1,0.203359,1.618083,[154  14] ; [124   6],[156.72483221  11.27516779] ; [121.27516779   8.72483221],0
r4,1,0.207912,1.585909,[152  19] ; [122   9],[155.14569536  15.85430464] ; [118.85430464  12.14569536],0
p5,1,0.269278,1.220423,[  8 161] ; [  3 127],[  6.2173913 162.7826087] ; [  4.7826087 125.2173913],0
n4,1,0.275684,1.188245,[115  56] ; [95 35],[119.30232558  51.69767442] ; [90.69767442 39.30232558],0
