Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.0,29.102383,[156  15] ; [97 48],[136.90822785  34.09177215] ; [116.09177215  28.90822785],1
v2,1,4e-06,21.418149,[122  50] ; [61 75],[102.19480519  69.80519481] ; [80.80519481 55.19480519],1
p9,1,2e-05,18.170951,[149  22] ; [96 47],[133.42356688  37.57643312] ; [111.57643312  31.42356688],1
p3,1,5.1e-05,16.420442,[98 73] ; [50 95],[80.08860759 90.91139241] ; [67.91139241 77.08860759],1
p4,1,6.6e-05,15.908124,[112  60] ; [61 82],[94.46349206 77.53650794] ; [78.53650794 64.46349206],1
p6,1,8.5e-05,15.45283,[70 98] ; [ 30 114],[ 53.84615385 114.15384615] ; [46.15384615 97.84615385],1
n5,1,0.000179,14.034479,[135  37] ; [85 59],[119.74683544  52.25316456] ; [100.25316456  43.74683544],1
p10,1,0.001024,10.78398,[143  28] ; [97 46],[130.70063694  40.29936306] ; [109.29936306  33.70063694],0
r3,1,0.001335,10.293079,[169   4] ; [128  16],[162.0851735  10.9148265] ; [134.9148265   9.0851735],0
p7,1,0.001424,10.174172,[114  55] ; [71 72],[100.20833333  68.79166667] ; [84.79166667 58.20833333],0
p8,1,0.002839,8.908363,[99 68] ; [60 82],[85.93203883 81.06796117] ; [73.06796117 68.93203883],0
b5,1,0.004026,8.272153,[118  55] ; [76 69],[105.5408805  67.4591195] ; [88.4591195 56.5408805],0
n4,1,0.006318,7.457226,[139  34] ; [97 48],[128.38993711  44.61006289] ; [107.61006289  37.38993711],0
b2,1,0.009842,6.663324,[47 63] ; [20 61],[38.58638743 71.41361257] ; [28.41361257 52.58638743],0
b3,1,0.009842,6.663324,[47 63] ; [20 61],[38.58638743 71.41361257] ; [28.41361257 52.58638743],0
u1,1,0.013615,6.087447,[ 37 136] ; [ 16 129],[ 28.83333333 144.16666667] ; [ 24.16666667 120.83333333],0
v3,1,0.01931,5.473187,[73 95] ; [42 96],[ 63.1372549 104.8627451] ; [51.8627451 86.1372549],0
p11,1,0.019462,5.45955,[140  33] ; [101  44],[131.11006289  41.88993711] ; [109.88993711  35.11006289],0
a5,1,0.019653,5.442484,[142  31] ; [103  42],[133.28616352  39.71383648] ; [111.71383648  33.28616352],0
s6,1,0.020202,5.394382,[86 83] ; [54 89],[75.83333333 93.16666667] ; [64.16666667 78.83333333],0
r4,1,0.027491,4.859737,[166   7] ; [130  15],[161.03144654  11.96855346] ; [134.96855346  10.03144654],0
a4,1,0.033005,4.545525,[87 85] ; [56 89],[77.58990536 94.41009464] ; [65.41009464 79.58990536],0
d5,1,0.055991,3.652329,[149  24] ; [113  32],[142.53459119  30.46540881] ; [119.46540881  25.53459119],0
s1,1,0.08847,2.901986,[  2 170] ; [  6 137],[  4.36825397 167.63174603] ; [  3.63174603 139.36825397],0
s7,1,0.092666,2.827439,[ 53 111] ; [ 32 104],[ 46.46666667 117.53333333] ; [38.53333333 97.46666667],0
