Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.055911,[ 3 24] ; [67 15],[17.33944954  9.66055046] ; [52.66055046 29.33944954],1
r3,1,0.0,38.988962,[ 7 20] ; [72 10],[19.56880734  7.43119266] ; [59.43119266 22.56880734],1
r2,1,1.1e-05,19.268224,[14 12] ; [75  7],[21.42592593  4.57407407] ; [67.57407407 14.42592593],1
p2,1,8.2e-05,15.510933,[ 5 22] ; [51 31],[13.87155963 13.12844037] ; [42.12844037 39.87155963],1
r1,1,0.000241,13.478154,[10 17] ; [62 20],[17.83486239  9.16513761] ; [54.16513761 27.83486239],1
u3,1,0.000872,11.080586,[ 2 12] ; [24 12],[7.28 6.72] ; [18.72 17.28],1
n6,1,0.00147,10.115543,[ 9 17] ; [57 25],[15.88888889 10.11111111] ; [50.11111111 31.88888889],0
p11,1,0.002074,9.483261,[ 5 22] ; [43 39],[11.88990826 15.11009174] ; [36.11009174 45.88990826],0
d5,1,0.002161,9.407101,[11 16] ; [60 22],[17.58715596  9.41284404] ; [53.41284404 28.58715596],0
s6,1,0.002182,9.389624,[ 4 23] ; [39 42],[10.75 16.25] ; [32.25 48.75],0
n2,1,0.008408,6.944457,[ 5 12] ; [22 10],[9.36734694 7.63265306] ; [17.63265306 14.36734694],0
p4,1,0.010486,6.550376,[ 4 23] ; [34 47],[ 9.5 17.5] ; [28.5 52.5],0
a7,1,0.022372,5.216608,[10 17] ; [51 31],[15.11009174 11.88990826] ; [45.88990826 36.11009174],0
a5,1,0.039893,4.222434,[10 17] ; [49 33],[14.6146789 12.3853211] ; [44.3853211 37.6146789],0
u2,1,0.044952,4.020434,[ 3 11] ; [19 17],[6.16 7.84] ; [15.84 20.16],0
s8,1,0.047354,3.932773,[ 1 26] ; [16 65],[ 4.25 22.75] ; [12.75 68.25],0
p10,1,0.050487,3.825213,[ 2 25] ; [20 60],[ 5.55140187 21.44859813] ; [16.44859813 63.55140187],0
p7,1,0.055405,3.669841,[ 7 20] ; [38 43],[11.25 15.75] ; [33.75 47.25],0
s3,1,0.063686,3.438685,[ 7 19] ; [39 43],[11.07407407 14.92592593] ; [34.92592593 47.07407407],0
n3,1,0.079304,3.079108,[ 6 11] ; [18 11],[8.86956522 8.13043478] ; [15.13043478 13.86956522],0
a1,1,0.085928,2.949055,[ 4 23] ; [ 4 78],[ 1.98165138 25.01834862] ; [ 6.01834862 75.98165138],0
s1,1,0.098301,2.732896,[ 5 22] ; [ 6 75],[ 2.75 24.25] ; [ 8.25 72.75],0
p6,1,0.102905,2.659935,[ 2 24] ; [18 64],[ 4.81481481 21.18518519] ; [15.18518519 66.81481481],0
s7,1,0.111182,2.53734,[ 3 21] ; [22 55],[ 5.94059406 18.05940594] ; [19.05940594 57.94059406],0
p8,1,0.129994,2.292573,[ 4 22] ; [25 57],[ 6.98148148 19.01851852] ; [22.01851852 59.98148148],0
v3,1,0.197617,1.659902,[ 3 24] ; [18 62],[ 5.29906542 21.70093458] ; [15.70093458 64.29906542],0
p3,1,0.214847,1.538462,[ 5 22] ; [25 56],[ 7.5 19.5] ; [22.5 58.5],0
a2,1,0.218345,1.515212,[ 2 25] ; [14 68],[ 3.96330275 23.03669725] ; [12.03669725 69.96330275],0
b3,1,0.224257,1.476923,[ 7 11] ; [13 41],[ 5. 13.] ; [15. 39.],0
b2,1,0.224257,1.476923,[ 7 11] ; [13 41],[ 5. 13.] ; [15. 39.],0
p1,1,0.250153,1.322449,[ 4 23] ; [ 6 75],[ 2.5 24.5] ; [ 7.5 73.5],0
b5,1,0.291655,1.111967,[11 16] ; [43 39],[13.37614679 13.62385321] ; [40.62385321 41.37614679],0
d3,1,0.291655,1.111967,[11 16] ; [43 39],[13.37614679 13.62385321] ; [40.62385321 41.37614679],0
a6,1,0.292545,1.107873,[12 15] ; [46 36],[14.36697248 12.63302752] ; [43.63302752 38.36697248],0
d4,1,0.335571,0.927277,[15 12] ; [54 28],[17.09174312  9.90825688] ; [51.90825688 30.09174312],0
s2,1,0.38998,0.739003,[ 6 21] ; [25 56],[ 7.75 19.25] ; [23.25 57.75],0
p12,1,0.409847,0.679245,[ 1 26] ; [ 1 80],[ 0.5 26.5] ; [ 1.5 79.5],0
s5,1,0.445619,0.581771,[ 3 24] ; [14 67],[ 4.25 22.75] ; [12.75 68.25],0
d1,1,0.522198,0.409551,[ 9 18] ; [33 49],[10.40366972 16.59633028] ; [31.59633028 50.40366972],0
v1,1,0.529057,0.396202,[ 5 22] ; [20 62],[ 6.19266055 20.80733945] ; [18.80733945 63.19266055],0
a3,1,0.586322,0.296125,[13 13] ; [46 36],[14.2037037 11.7962963] ; [44.7962963 37.2037037],0
n5,1,0.605283,0.267102,[17 10] ; [47 35],[15.85321101 11.14678899] ; [48.14678899 33.85321101],0
b4,1,0.700488,0.147964,[14 13] ; [46 36],[14.86238532 12.13761468] ; [45.13761468 36.86238532],0
b1,1,0.700488,0.147964,[14 13] ; [46 36],[14.86238532 12.13761468] ; [45.13761468 36.86238532],0
a4,1,0.737426,0.112401,[ 9 17] ; [31 50],[ 9.71962617 16.28037383] ; [30.28037383 50.71962617],0
n1,1,0.815163,0.054649,[ 6 11] ; [12 19],[ 6.375 10.625] ; [11.625 19.375],0
p5,1,0.82728,0.047607,[ 1 25] ; [ 4 78],[ 1.2037037 24.7962963] ; [ 3.7962963 78.2037037],0
s4,1,0.866903,0.028087,[ 5 22] ; [16 64],[ 5.29906542 21.70093458] ; [15.70093458 64.29906542],0
d2,1,0.91369,0.011747,[13 13] ; [42 40],[13.24074074 12.75925926] ; [41.75925926 40.24074074],0
a8,1,0.961642,0.002313,[ 2 25] ; [ 6 72],[ 2.05714286 24.94285714] ; [ 5.94285714 72.05714286],0
