Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.037892,4.309844,[10 21] ; [15 10],[13.83928571 17.16071429] ; [11.16071429 13.83928571],0
d5,1,0.041426,4.158504,[ 9 22] ; [14 11],[12.73214286 18.26785714] ; [10.26785714 14.73214286],0
r4,1,0.041839,4.141719,[ 4 27] ; [ 9 16],[ 7.19642857 23.80357143] ; [ 5.80357143 19.19642857],0
d3,1,0.046155,3.975937,[ 6 25] ; [11 14],[ 9.41071429 21.58928571] ; [ 7.58928571 17.41071429],0
u2,1,0.051181,3.802326,[ 8 10] ; [11  3],[10.6875  7.3125] ; [8.3125 5.6875],0
p10,1,0.06735,3.346444,[13 17] ; [17  8],[16.36363636 13.63636364] ; [13.63636364 11.36363636],0
p11,1,0.074171,3.188209,[15 16] ; [18  7],[18.26785714 12.73214286] ; [14.73214286 10.26785714],0
s2,1,0.074262,3.186206,[10 21] ; [ 3 22],[ 7.19642857 23.80357143] ; [ 5.80357143 19.19642857],0
r3,1,0.098111,2.735992,[18 13] ; [19  5],[20.85454545 10.14545455] ; [16.14545455  7.85454545],0
u3,1,0.102116,2.672188,[ 3 15] ; [6 8],[ 5.0625 12.9375] ; [ 3.9375 10.0625],0
p9,1,0.155949,2.013072,[16 14] ; [18  7],[18.54545455 11.45454545] ; [15.45454545  9.54545455],0
a8,1,0.157231,2.000653,[ 3 26] ; [ 6 18],[ 4.9245283 24.0754717] ; [ 4.0754717 19.9245283],0
a4,1,0.157479,1.998264,[ 4 27] ; [ 7 18],[ 6.08928571 24.91071429] ; [ 4.91071429 20.08928571],0
p3,1,0.202284,1.625806,[11 20] ; [ 5 20],[ 8.85714286 22.14285714] ; [ 7.14285714 17.85714286],0
s6,1,0.230493,1.43782,[10 21] ; [12 13],[12.17857143 18.82142857] ; [ 9.82142857 15.17857143],0
b1,1,0.230493,1.43782,[21 10] ; [13 12],[18.82142857 12.17857143] ; [15.17857143  9.82142857],0
a6,1,0.230493,1.43782,[10 21] ; [12 13],[12.17857143 18.82142857] ; [ 9.82142857 15.17857143],0
a1,1,0.25078,1.318951,[ 2 29] ; [ 4 21],[ 3.32142857 27.67857143] ; [ 2.67857143 22.32142857],0
v2,1,0.266575,1.234286,[ 6 24] ; [ 8 16],[ 7.77777778 22.22222222] ; [ 6.22222222 17.77777778],0
s7,1,0.272186,1.205699,[10 19] ; [ 5 19],[ 8.20754717 20.79245283] ; [ 6.79245283 17.20754717],0
n2,1,0.285049,1.142857,[10  5] ; [4 5],[8.75 6.25] ; [5.25 3.75],0
s3,1,0.311452,1.02451,[11 19] ; [ 6 19],[ 9.27272727 20.72727273] ; [ 7.72727273 17.27272727],0
d4,1,0.386358,0.750372,[15 16] ; [15 10],[16.60714286 14.39285714] ; [13.39285714 11.60714286],0
r1,1,0.388822,0.742624,[ 9 22] ; [10 15],[10.51785714 20.48214286] ; [ 8.48214286 16.51785714],0
s1,1,0.412162,0.672556,[ 3 28] ; [ 1 24],[ 2.21428571 28.78571429] ; [ 1.78571429 23.21428571],0
p6,1,0.498404,0.458333,[ 5 25] ; [ 6 19],[ 6. 24.] ; [ 5. 20.],0
n3,1,0.521245,0.411429,[8 7] ; [6 3],[8.75 6.25] ; [5.25 3.75],0
v4,1,0.530244,0.393923,[16 15] ; [15 10],[17.16071429 13.83928571] ; [13.83928571 11.16071429],0
b5,1,0.530244,0.393923,[16 15] ; [15 10],[17.16071429 13.83928571] ; [13.83928571 11.16071429],0
s4,1,0.537773,0.379683,[ 7 24] ; [ 4 21],[ 6.08928571 24.91071429] ; [ 4.91071429 20.08928571],0
n5,1,0.54779,0.36129,[21 10] ; [15 10],[19.92857143 11.07142857] ; [16.07142857  8.92857143],0
n6,1,0.551387,0.354839,[18 12] ; [13 12],[16.90909091 13.09090909] ; [14.09090909 10.90909091],0
n1,1,0.586214,0.296296,[ 5 10] ; [4 5],[5.625 9.375] ; [3.375 5.625],0
p8,1,0.63974,0.219082,[11 20] ; [10 14],[11.83636364 19.16363636] ; [ 9.16363636 14.83636364],0
s8,1,0.641509,0.216774,[ 7 24] ; [ 7 18],[ 7.75 23.25] ; [ 6.25 18.75],0
v3,1,0.660689,0.192688,[ 5 26] ; [ 3 22],[ 4.42857143 26.57142857] ; [ 3.57142857 21.42857143],0
v1,1,0.672487,0.178707,[ 9 22] ; [ 6 19],[ 8.30357143 22.69642857] ; [ 6.69642857 18.30357143],0
s5,1,0.706918,0.141374,[ 5 26] ; [ 5 20],[ 5.53571429 25.46428571] ; [ 4.46428571 20.53571429],0
