Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,59.134151,[97 65] ; [ 3 64],[70.74235808 91.25764192] ; [29.25764192 37.74235808],1
d3,1,0.0,58.952481,[120  42] ; [12 53],[94.20264317 67.79735683] ; [37.79735683 27.20264317],1
d5,1,0.0,40.103183,[131  31] ; [25 41],[110.84210526  51.15789474] ; [45.15789474 20.84210526],1
r1,1,4e-06,21.492329,[111  50] ; [24 43],[95.32894737 65.67105263] ; [39.67105263 27.32894737],1
a5,1,1.2e-05,19.136134,[111  51] ; [25 42],[96.20960699 65.79039301] ; [39.79039301 27.20960699],1
a3,1,0.000196,13.868853,[111  50] ; [28 38],[98.58590308 62.41409692] ; [40.41409692 25.58590308],1
a7,1,0.000867,11.091861,[114  48] ; [31 35],[103.02631579  58.97368421] ; [41.97368421 24.02631579],1
a4,1,0.000965,10.894339,[71 90] ; [14 53],[ 60.02192982 100.97807018] ; [24.97807018 42.02192982],1
a6,1,0.00232,9.277698,[112  50] ; [32 35],[101.86899563  60.13100437] ; [42.13100437 24.86899563],0
a2,1,0.003471,8.541712,[ 32 130] ; [ 3 64],[ 24.75982533 137.24017467] ; [10.24017467 56.75982533],0
s5,1,0.004705,7.98953,[ 22 135] ; [ 1 66],[ 16.12053571 140.87946429] ; [ 6.87946429 60.12053571],0
p9,1,0.005581,7.680778,[113  46] ; [33 31],[104.09865471  54.90134529] ; [41.90134529 22.09865471],0
d2,1,0.010847,6.490236,[72 88] ; [18 49],[63.43612335 96.56387665] ; [26.56387665 40.43612335],0
b4,1,0.015798,5.825207,[96 66] ; [28 39],[87.72052402 74.27947598] ; [36.27947598 30.72052402],0
r4,1,0.01722,5.673804,[118  44] ; [38 29],[110.3580786  51.6419214] ; [45.6419214 21.3580786],0
p10,1,0.02381,5.108418,[106  56] ; [32 33],[98.4845815 63.5154185] ; [39.5154185 25.4845815],0
r3,1,0.027757,4.843085,[138  24] ; [48 18],[132.15789474  29.84210526] ; [53.84210526 12.15789474],0
r2,1,0.038022,4.30406,[136  22] ; [50 17],[130.61333333  27.38666667] ; [55.38666667 11.61333333],0
u2,1,0.05181,3.781895,[27 23] ; [13 26],[22.47191011 27.52808989] ; [17.52808989 21.47191011],0
n4,1,0.09698,2.754517,[106  56] ; [36 31],[100.45414847  61.54585153] ; [41.54585153 25.45414847],0
p11,1,0.117561,2.449519,[114  48] ; [40 27],[108.94323144  53.05676856] ; [45.05676856 21.94323144],0
n3,1,0.13134,2.2766,[27 20] ; [23  8],[30.12820513 16.87179487] ; [19.87179487 11.12820513],0
v2,1,0.135042,2.23357,[ 57 102] ; [16 47],[ 52.28378378 106.71621622] ; [20.71621622 42.28378378],0
u3,1,0.213176,1.549723,[25 26] ; [14 25],[22.1 28.9] ; [16.9 22.1],0
s7,1,0.247791,1.335718,[ 32 122] ; [ 9 55],[ 28.96330275 125.03669725] ; [12.03669725 51.96330275],0
p8,1,0.283132,1.151993,[63 99] ; [20 44],[ 59.49557522 102.50442478] ; [23.50442478 40.49557522],0
a1,1,0.30691,1.043925,[  5 157] ; [ 4 63],[  6.36681223 155.63318777] ; [ 2.63318777 64.36681223],0
n5,1,0.329916,0.949226,[94 66] ; [44 23],[97.26872247 62.73127753] ; [40.73127753 26.26872247],0
p3,1,0.356817,0.849064,[ 54 107] ; [18 48],[ 51.0660793 109.9339207] ; [20.9339207 45.0660793],0
