Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.007222,7.216834,[11 12] ; [41 11],[15.94666667  7.05333333] ; [36.05333333 15.94666667],0
n5,1,0.47925,0.500569,[15  9] ; [28 24],[13.57894737 10.42105263] ; [29.42105263 22.57894737],0
s7,1,0.534925,0.385027,[ 7 14] ; [21 30],[ 8.16666667 12.83333333] ; [19.83333333 31.16666667],0
b1,1,0.547183,0.362387,[10 14] ; [26 27],[11.22077922 12.77922078] ; [24.77922078 28.22077922],0
b2,1,0.558526,0.342263,[ 5 11] ; [ 6 20],[ 4.19047619 11.80952381] ; [ 6.80952381 19.19047619],0
b3,1,0.558526,0.342263,[ 5 11] ; [ 6 20],[ 4.19047619 11.80952381] ; [ 6.80952381 19.19047619],0
p11,1,0.565756,0.329836,[17  7] ; [34 19],[15.8961039  8.1038961] ; [35.1038961 17.8961039],0
a1,1,0.577121,0.310912,[ 1 23] ; [ 4 49],[ 1.55844156 22.44155844] ; [ 3.44155844 49.55844156],0
p12,1,0.580174,0.305953,[ 1 23] ; [ 1 50],[ 0.64 23.36] ; [ 1.36 49.64],0
p4,1,0.580654,0.305179,[ 9 15] ; [23 29],[10.10526316 13.89473684] ; [21.89473684 30.10526316],0
p9,1,0.60171,0.272425,[14  8] ; [37 16],[14.96  7.04] ; [36.04 16.96],0
s5,1,0.609025,0.261597,[ 5 19] ; [ 8 42],[ 4.21621622 19.78378378] ; [ 8.78378378 41.21621622],0
d1,1,0.653286,0.201782,[10 14] ; [25 28],[10.90909091 13.09090909] ; [24.09090909 28.90909091],0
p5,1,0.659293,0.194383,[ 2 22] ; [ 3 50],[ 1.55844156 22.44155844] ; [ 3.44155844 49.55844156],0
p10,1,0.670202,0.181366,[15  8] ; [30 20],[14.17808219  8.82191781] ; [30.82191781 19.17808219],0
d4,1,0.677408,0.173058,[18  6] ; [42 11],[18.7012987  5.2987013] ; [41.2987013 11.7012987],0
p6,1,0.693089,0.155761,[ 7 16] ; [13 37],[ 6.30136986 16.69863014] ; [13.69863014 36.30136986],0
b5,1,0.739673,0.110414,[15  9] ; [31 22],[14.33766234  9.66233766] ; [31.66233766 21.33766234],0
u2,1,0.773117,0.083117,[4 6] ; [10 12],[4.375 5.625] ; [ 9.625 12.375],0
d5,1,0.782592,0.076144,[16  8] ; [37 16],[16.51948052  7.48051948] ; [36.48051948 16.51948052],0
n3,1,0.783758,0.075309,[6 3] ; [16 10],[5.65714286 3.34285714] ; [16.34285714  9.65714286],0
s8,1,0.801728,0.063057,[ 7 17] ; [14 39],[ 6.54545455 17.45454545] ; [14.45454545 38.54545455],0
a7,1,0.841891,0.039791,[13 11] ; [30 23],[13.4025974 10.5974026] ; [29.5974026 23.4025974],0
n1,1,0.853531,0.034083,[3 7] ; [ 7 19],[2.77777778 7.22222222] ; [ 7.22222222 18.77777778],0
v2,1,0.861271,0.03054,[13 11] ; [26 24],[12.64864865 11.35135135] ; [26.35135135 23.64864865],0
s2,1,0.873115,0.025505,[10 13] ; [22 31],[ 9.68421053 13.31578947] ; [22.31578947 30.68421053],0
p1,1,0.934198,0.006817,[ 1 23] ; [ 2 51],[ 0.93506494 23.06493506] ; [ 2.06493506 50.93506494],0
a3,1,0.958041,0.002768,[14 10] ; [30 22],[13.89473684 10.10526316] ; [30.10526316 21.89473684],0
n4,1,0.989654,0.000168,[14 10] ; [31 22],[14.02597403  9.97402597] ; [30.97402597 22.02597403],0
