Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,41.271492,[102  38] ; [ 2 25],[87.18562874 52.81437126] ; [16.81437126 10.18562874],1
d4,1,0.0,34.442715,[131   9] ; [14 13],[121.55688623  18.44311377] ; [23.44311377  3.55688623],1
d2,1,6e-06,20.40031,[82 58] ; [ 3 24],[71.25748503 68.74251497] ; [13.74251497 13.25748503],1
d3,1,0.000478,12.198835,[112  28] ; [13 14],[104.79041916  35.20958084] ; [20.20958084  6.79041916],1
v2,1,0.004211,8.190549,[82 52] ; [ 8 18],[75.375 58.625] ; [14.625 11.375],0
a4,1,0.010356,6.572593,[74 66] ; [ 7 20],[67.90419162 72.09580838] ; [13.09580838 13.90419162],0
a2,1,0.032438,4.575177,[ 37 103] ; [ 2 25],[ 32.69461078 107.30538922] ; [ 6.30538922 20.69461078],0
a7,1,0.05167,3.786412,[108  32] ; [16 11],[103.95209581  36.04790419] ; [20.04790419  6.95209581],0
p10,1,0.058354,3.583553,[98 41] ; [14 13],[93.78313253 45.21686747] ; [18.21686747  8.78313253],0
a3,1,0.099675,2.710735,[109  31] ; [17 10],[105.62874251  34.37125749] ; [20.37125749  6.62874251],0
r2,1,0.150967,2.062449,[127   9] ; [23  4],[125.15337423  10.84662577] ; [24.84662577  2.15337423],0
p12,1,0.156991,2.002973,[  6 132] ; [ 3 24],[  7.52727273 130.47272727] ; [ 1.47272727 25.52727273],0
p5,1,0.229114,1.446353,[  7 131] ; [ 3 24],[  8.36363636 129.63636364] ; [ 1.63636364 25.36363636],0
r1,1,0.239799,1.381774,[110  29] ; [24  3],[112.20481928  26.79518072] ; [21.79518072  5.20481928],0
b4,1,0.251443,1.31527,[89 51] ; [14 13],[86.34730539 53.65269461] ; [16.65269461 10.34730539],0
r4,1,0.294541,1.098748,[119  21] ; [25  2],[120.71856287  19.28143713] ; [23.28143713  3.71856287],0
p8,1,0.311383,1.024802,[57 81] ; [14 13],[59.38181818 78.61818182] ; [11.61818182 15.38181818],0
s6,1,0.36198,0.831012,[88 51] ; [14 12],[85.92727273 53.07272727] ; [16.07272727  9.92727273],0
n2,1,0.432058,0.617284,[28 17] ; [4 1],[28.8 16.2] ; [3.2 1.8],0
p9,1,0.439409,0.597826,[102  36] ; [18  9],[100.36363636  37.63636364] ; [19.63636364  7.36363636],0
p6,1,0.448341,0.574843,[40 96] ; [ 6 21],[38.3803681 97.6196319] ; [ 7.6196319 19.3803681],0
