Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3.2e-05,17.272004,[20 18] ; [13 68],[10.53781513 27.46218487] ; [22.46218487 58.53781513],1
p10,1,0.000332,12.879819,[18 20] ; [13 67],[ 9.98305085 28.01694915] ; [21.01694915 58.98305085],1
s2,1,0.000488,12.160335,[22 16] ; [20 60],[13.52542373 24.47457627] ; [28.47457627 51.52542373],1
s3,1,0.00326,8.655667,[26 12] ; [32 49],[18.5210084 19.4789916] ; [39.4789916 41.5210084],0
s6,1,0.007144,7.236422,[26 12] ; [34 47],[19.15966387 18.84033613] ; [40.84033613 40.15966387],0
v3,1,0.012394,6.253672,[19 19] ; [21 58],[12.99145299 25.00854701] ; [27.00854701 51.99145299],0
a1,1,0.017629,5.632639,[ 4 34] ; [ 1 81],[ 1.58333333 36.41666667] ; [ 3.41666667 78.58333333],0
d3,1,0.027628,4.851157,[28 10] ; [43 39],[22.48333333 15.51666667] ; [48.51666667 33.48333333],0
u1,1,0.032248,4.585267,[10 28] ; [ 9 73],[ 6.01666667 31.98333333] ; [12.98333333 69.01666667],0
n4,1,0.033721,4.508792,[31  7] ; [51 31],[25.96666667 12.03333333] ; [56.03333333 25.96666667],0
n6,1,0.050493,3.825015,[32  6] ; [55 27],[27.55 10.45] ; [59.45 22.55],0
p5,1,0.05864,3.575434,[ 4 34] ; [ 2 80],[ 1.9 36.1] ; [ 4.1 77.9],0
u2,1,0.071625,3.245378,[9 4] ; [14 21],[6.22916667 6.77083333] ; [16.77083333 18.22916667],0
s5,1,0.109352,2.563563,[11 27] ; [13 67],[ 7.72881356 30.27118644] ; [16.27118644 63.72881356],0
d5,1,0.112693,2.516046,[32  6] ; [58 24],[28.5  9.5] ; [61.5 20.5],0
a8,1,0.15649,2.007822,[ 6 26] ; [ 7 70],[ 3.81651376 28.18348624] ; [ 9.18348624 67.81651376],0
p11,1,0.160309,1.971307,[26 12] ; [45 37],[22.48333333 15.51666667] ; [48.51666667 33.48333333],0
n1,1,0.201421,1.632044,[5 3] ; [ 8 14],[3.46666667 4.53333333] ; [ 9.53333333 12.46666667],0
v1,1,0.210204,1.570024,[18 20] ; [29 53],[14.88333333 23.11666667] ; [32.11666667 49.88333333],0
n5,1,0.211127,1.563681,[25 13] ; [44 38],[21.85 16.15] ; [47.15 34.85],0
v2,1,0.216446,1.527781,[20 18] ; [32 47],[16.88888889 21.11111111] ; [35.11111111 43.88888889],0
a4,1,0.228965,1.447278,[16 22] ; [25 56],[13.09243697 24.90756303] ; [27.90756303 53.09243697],0
p8,1,0.266622,1.234042,[16 22] ; [26 56],[13.3 24.7] ; [28.7 53.3],0
b2,1,0.270357,1.214937,[11 20] ; [11 35],[ 8.85714286 22.14285714] ; [13.14285714 32.85714286],0
b3,1,0.270357,1.214937,[11 20] ; [11 35],[ 8.85714286 22.14285714] ; [13.14285714 32.85714286],0
p6,1,0.300381,1.0725,[11 26] ; [17 64],[ 8.77966102 28.22033898] ; [19.22033898 61.77966102],0
a2,1,0.302431,1.063444,[ 9 29] ; [13 69],[ 6.96666667 31.03333333] ; [15.03333333 66.96666667],0
a3,1,0.315002,1.009586,[25 13] ; [46 36],[22.48333333 15.51666667] ; [48.51666667 33.48333333],0
a7,1,0.324814,0.969466,[28 10] ; [53 29],[25.65 12.35] ; [55.35 26.65],0
n3,1,0.326687,0.961988,[6 3] ; [19  4],[7.03125 1.96875] ; [17.96875  5.03125],0
s1,1,0.338258,0.917023,[ 3 35] ; [ 3 77],[ 1.93220339 36.06779661] ; [ 4.06779661 75.93220339],0
d1,1,0.3726,0.794975,[20 18] ; [36 46],[17.73333333 20.26666667] ; [38.26666667 43.73333333],0
u3,1,0.389852,0.739405,[9 4] ; [20 16],[7.69387755 5.30612245] ; [21.30612245 14.69387755],0
p4,1,0.404163,0.695906,[20 18] ; [36 45],[17.88235294 20.11764706] ; [38.11764706 42.88235294],0
d4,1,0.415378,0.663354,[30  8] ; [59 23],[28.18333333  9.81666667] ; [60.81666667 21.18333333],0
p2,1,0.50821,0.437752,[26 12] ; [51 31],[24.38333333 13.61666667] ; [52.61666667 29.38333333],0
r1,1,0.53804,0.379184,[34  4] ; [70 12],[32.93333333  5.06666667] ; [71.06666667 10.93333333],0
b1,1,0.543698,0.368729,[20 18] ; [48 34],[21.53333333 16.46666667] ; [46.46666667 35.53333333],0
a6,1,0.592743,0.286081,[26 12] ; [52 30],[24.7 13.3] ; [53.3 28.7],0
a5,1,0.703885,0.144462,[25 13] ; [51 31],[24.06666667 13.93333333] ; [51.93333333 30.06666667],0
s4,1,0.708098,0.140184,[ 5 32] ; [ 9 72],[ 4.38983051 32.61016949] ; [ 9.61016949 71.38983051],0
d2,1,0.788519,0.07195,[18 20] ; [41 41],[18.68333333 19.31666667] ; [40.31666667 41.68333333],0
n2,1,0.820422,0.05153,[7 2] ; [17  6],[6.75 2.25] ; [17.25  5.75],0
p7,1,0.87022,0.026693,[20 17] ; [43 39],[19.58823529 17.41176471] ; [43.41176471 38.58823529],0
p3,1,0.878846,0.023236,[13 24] ; [30 52],[13.3697479 23.6302521] ; [29.6302521 52.3697479],0
v4,1,0.903141,0.01481,[35  2] ; [78  4],[35.13445378  1.86554622] ; [77.86554622  4.13445378],0
p1,1,0.911015,0.01249,[ 3 35] ; [ 6 76],[ 2.85 35.15] ; [ 6.15 75.85],0
b5,1,0.947106,0.004401,[22 16] ; [48 34],[22.16666667 15.83333333] ; [47.83333333 34.16666667],0
r3,1,0.949888,0.00395,[37  1] ; [80  2],[37.05  0.95] ; [79.95  2.05],0
b4,1,0.994498,4.8e-05,[25 13] ; [54 28],[25.01666667 12.98333333] ; [53.98333333 28.01666667],0
