Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.1e-05,16.846775,[43  5] ; [52 42],[32.11267606 15.88732394] ; [62.88732394 31.11267606],1
p3,1,0.181815,1.782723,[25 24] ; [37 57],[21.24475524 27.75524476] ; [40.75524476 53.24475524],0
v2,1,0.214968,1.537647,[26 23] ; [37 51],[22.53284672 26.46715328] ; [40.46715328 47.53284672],0
r4,1,0.233816,1.417497,[43  6] ; [75 19],[40.43356643  8.56643357] ; [77.56643357 16.43356643],0
d3,1,0.260033,1.26858,[36 13] ; [59 33],[33.0141844 15.9858156] ; [61.9858156 30.0141844],0
n2,1,0.312422,1.020408,[12  3] ; [23 12],[10.5  4.5] ; [24.5 10.5],0
v4,1,0.316882,1.001774,[47  2] ; [85  8],[45.54929577  3.45070423] ; [86.45070423  6.54929577],0
n5,1,0.319566,0.990721,[33 15] ; [56 37],[30.29787234 17.70212766] ; [58.70212766 34.29787234],0
n6,1,0.325718,0.965846,[37 10] ; [66 27],[34.57857143 12.42142857] ; [68.42142857 24.57857143],0
s1,1,0.370114,0.803282,[ 1 46] ; [ 5 88],[ 2.01428571 44.98571429] ; [ 3.98571429 89.01428571],0
p5,1,0.415741,0.662325,[ 5 44] ; [ 6 88],[ 3.76923077 45.23076923] ; [ 7.23076923 86.76923077],0
b1,1,0.416941,0.658922,[28 21] ; [47 47],[25.6993007 23.3006993] ; [49.3006993 44.6993007],0
a2,1,0.456598,0.554221,[12 37] ; [18 76],[10.27972028 38.72027972] ; [19.72027972 74.27972028],0
u2,1,0.475242,0.509762,[7 6] ; [17 23],[5.88679245 7.11320755] ; [18.11320755 21.88679245],0
p1,1,0.547261,0.362247,[ 5 43] ; [ 7 87],[ 4.05633803 43.94366197] ; [ 7.94366197 86.05633803],0
b2,1,0.561126,0.337758,[ 7 16] ; [10 32],[ 6.01538462 16.98461538] ; [10.98461538 31.01538462],0
b3,1,0.561126,0.337758,[ 7 16] ; [10 32],[ 6.01538462 16.98461538] ; [10.98461538 31.01538462],0
b5,1,0.653324,0.201735,[31 18] ; [63 31],[32.20979021 16.79020979] ; [61.79020979 32.20979021],0
a7,1,0.655299,0.199285,[33 16] ; [66 27],[34.16197183 14.83802817] ; [64.83802817 28.16197183],0
a1,1,0.692072,0.156852,[ 1 48] ; [ 3 91],[ 1.37062937 47.62937063] ; [ 2.62937063 91.37062937],0
r3,1,0.724161,0.124541,[43  5] ; [85  8],[43.57446809  4.42553191] ; [84.42553191  8.57446809],0
u3,1,0.750259,0.101313,[6 7] ; [21 20],[6.5 6.5] ; [20.5 20.5],0
a6,1,0.769655,0.085747,[29 20] ; [58 36],[29.81118881 19.18881119] ; [57.18881119 36.81118881],0
p8,1,0.780501,0.077655,[18 31] ; [36 56],[18.76595745 30.23404255] ; [35.23404255 56.76595745],0
p7,1,0.8013,0.063335,[29 20] ; [53 40],[28.29577465 20.70422535] ; [53.70422535 39.29577465],0
r1,1,0.85967,0.031256,[36 12] ; [71 22],[36.42553191 11.57446809] ; [70.57446809 22.42553191],0
n3,1,0.948057,0.004244,[10  5] ; [23 12],[9.9 5.1] ; [23.1 11.9],0
u4,1,0.972566,0.001183,[ 1 48] ; [ 2 92],[ 1.02797203 47.97202797] ; [ 1.97202797 92.02797203],0
