Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,30.753293,[28 16] ; [ 6 50],[14.96 29.04] ; [19.04 36.96],1
s2,1,1e-06,24.048278,[34 10] ; [16 41],[21.78217822 22.21782178] ; [28.21782178 28.78217822],1
s5,1,1.3e-05,19.015825,[24 17] ; [ 9 47],[13.94845361 27.05154639] ; [19.05154639 36.94845361],1
s6,1,6e-05,16.09962,[37  4] ; [29 27],[27.89690722 13.10309278] ; [38.10309278 17.89690722],1
p9,1,8.8e-05,15.377017,[39  5] ; [29 27],[29.92 14.08] ; [38.08 17.92],1
p6,1,0.001009,10.810324,[27 17] ; [16 40],[18.92 25.08] ; [24.08 31.92],0
p10,1,0.002991,8.812729,[33 10] ; [27 30],[25.8 17.2] ; [34.2 22.8],0
r1,1,0.0078,7.078757,[36  7] ; [33 23],[29.96969697 13.03030303] ; [39.03030303 16.96969697],0
a3,1,0.010547,6.540028,[35  8] ; [32 24],[29.1010101 13.8989899] ; [37.8989899 18.1010101],0
p4,1,0.011661,6.361754,[30 14] ; [24 32],[23.76 20.24] ; [30.24 25.76],0
u1,1,0.01174,6.349759,[11 33] ; [ 4 53],[ 6.53465347 37.46534653] ; [ 8.46534653 48.53465347],0
a5,1,0.012459,6.244359,[37  7] ; [35 22],[31.36633663 12.63366337] ; [40.63366337 16.36633663],0
s3,1,0.015998,5.803091,[31 13] ; [26 30],[25.08 18.92] ; [31.92 24.08],0
r4,1,0.01812,5.584517,[41  3] ; [43 14],[36.59405941  7.40594059] ; [47.40594059  9.59405941],0
n4,1,0.020184,5.395943,[33  9] ; [32 25],[27.57575758 14.42424242] ; [37.42424242 19.57575758],0
d1,1,0.026234,4.940497,[26 18] ; [21 36],[20.47524752 23.52475248] ; [26.52475248 30.47524752],0
a8,1,0.029211,4.755154,[10 28] ; [ 5 49],[ 6.19565217 31.80434783] ; [ 8.80434783 45.19565217],0
v2,1,0.029562,4.734575,[26 18] ; [20 34],[20.65306122 23.34693878] ; [25.34693878 28.65306122],0
v1,1,0.031765,4.611146,[26 18] ; [21 35],[20.68 23.32] ; [26.32 29.68],0
a4,1,0.032536,4.570047,[24 20] ; [19 38],[18.73267327 25.26732673] ; [24.26732673 32.73267327],0
b4,1,0.036234,4.386063,[27 17] ; [23 34],[21.78217822 22.21782178] ; [28.21782178 28.78217822],0
d3,1,0.050876,3.812335,[31 12] ; [29 26],[26.32653061 16.67346939] ; [33.67346939 21.32653061],0
r3,1,0.064798,3.41011,[43  1] ; [50  7],[40.51485149  3.48514851] ; [52.48514851  4.51485149],0
d2,1,0.069079,3.304774,[26 17] ; [24 33],[21.5 21.5] ; [28.5 28.5],0
b1,1,0.071784,3.241747,[28 16] ; [26 31],[23.52475248 20.47524752] ; [30.47524752 26.52475248],0
p3,1,0.080939,3.045955,[27 17] ; [25 32],[22.65346535 21.34653465] ; [29.34653465 27.65346535],0
d5,1,0.089707,2.87962,[35  8] ; [37 19],[31.27272727 11.72727273] ; [40.72727273 15.27272727],0
a1,1,0.091918,2.840457,[ 4 40] ; [ 1 56],[ 2.17821782 41.82178218] ; [ 2.82178218 54.17821782],0
s4,1,0.158525,1.988243,[12 32] ; [ 9 48],[ 9.14851485 34.85148515] ; [11.85148515 45.14851485],0
n5,1,0.166512,1.914071,[30 12] ; [33 24],[26.72727273 15.27272727] ; [36.27272727 20.72727273],0
n6,1,0.184229,1.763173,[35  7] ; [41 16],[32.24242424  9.75757576] ; [43.75757576 13.24242424],0
s1,1,0.227143,1.458661,[ 4 39] ; [ 2 55],[ 2.58 40.42] ; [ 3.42 53.58],0
a2,1,0.230249,1.439323,[13 31] ; [11 46],[10.45544554 33.54455446] ; [13.54455446 43.45544554],0
v4,1,0.248334,1.332649,[41  3] ; [49  8],[39.20792079  4.79207921] ; [50.79207921  6.20792079],0
v3,1,0.253989,1.301228,[16 25] ; [16 41],[13.3877551 27.6122449] ; [18.6122449 38.3877551],0
p5,1,0.271763,1.207827,[ 5 39] ; [ 3 53],[ 3.52 40.48] ; [ 4.48 51.52],0
u2,1,0.282041,1.15723,[5 4] ; [ 8 15],[3.65625 5.34375] ; [ 9.34375 13.65625],0
p2,1,0.333778,0.934183,[36  8] ; [42 15],[33.98019802 10.01980198] ; [44.01980198 12.98019802],0
u3,1,0.336929,0.92208,[6 3] ; [11 12],[4.78125 4.21875] ; [12.21875 10.78125],0
b3,1,0.37907,0.773715,[ 8 19] ; [ 5 21],[ 6.62264151 20.37735849] ; [ 6.37735849 19.62264151],0
b2,1,0.37907,0.773715,[ 8 19] ; [ 5 21],[ 6.62264151 20.37735849] ; [ 6.37735849 19.62264151],0
n3,1,0.512691,0.428571,[11  3] ; [14  2],[11.66666667  2.33333333] ; [13.33333333  2.66666667],0
b5,1,0.515372,0.423144,[29 15] ; [41 16],[30.4950495 13.5049505] ; [39.5049505 17.4950495],0
n1,1,0.588439,0.292788,[7 7] ; [6 9],[6.27586207 7.72413793] ; [6.72413793 8.27586207],0
a7,1,0.640917,0.217544,[31 13] ; [37 19],[29.92 14.08] ; [38.08 17.92],0
d4,1,0.705723,0.142587,[31 12] ; [43 14],[31.82 11.18] ; [42.18 14.82],0
n2,1,0.854813,0.033482,[11  3] ; [13  3],[11.2  2.8] ; [12.8  3.2],0
p8,1,0.891493,0.018609,[19 25] ; [23 32],[18.66666667 25.33333333] ; [23.33333333 31.66666667],0
a6,1,0.969964,0.001418,[27 16] ; [36 21],[27.09 15.91] ; [35.91 21.09],0
