Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,48.782204,[167 148] ; [ 27 119],[132.55965293 182.44034707] ; [61.44034707 84.55965293],1
a3,1,0.0,42.546153,[236  80] ; [63 82],[204.95444685 111.04555315] ; [94.04555315 50.95444685],1
d1,1,0.0,42.310384,[195 121] ; [ 43 104],[162.4362851 153.5637149] ; [75.5637149 71.4362851],1
d2,1,0.0,38.165045,[159 154] ; [ 30 117],[128.60217391 184.39782609] ; [60.39782609 86.60217391],1
a6,1,1e-06,24.598624,[243  72] ; [80 67],[220.22727273  94.77272727] ; [102.77272727  44.22727273],1
u1,1,3e-06,21.71177,[ 59 257] ; [  4 143],[ 42.99784017 273.00215983] ; [ 20.00215983 126.99784017],1
d5,1,1.5e-05,18.720312,[262  53] ; [95 51],[243.93709328  71.06290672] ; [113.06290672  32.93709328],1
d4,1,0.000105,15.044632,[267  48] ; [101  45],[251.45336226  63.54663774] ; [116.54663774  29.45336226],1
r1,1,0.000198,13.848752,[273  41] ; [107  40],[258.82863341  55.17136659] ; [121.17136659  25.82863341],1
n4,1,0.000215,13.693491,[245  71] ; [89 57],[228.45021645  87.54978355] ; [105.54978355  40.45021645],1
d3,1,0.001915,9.629607,[229  86] ; [85 61],[214.55531453 100.44468547] ; [99.44468547 46.55531453],0
v2,1,0.002744,8.97036,[174 129] ; [59 81],[159.36568849 143.63431151] ; [73.63431151 66.36568849],0
p10,1,0.007026,7.266339,[248  64] ; [97 46],[236.57142857  75.42857143] ; [108.42857143  34.57142857],0
p4,1,0.007696,7.102808,[181 132] ; [64 80],[167.80087527 145.19912473] ; [77.19912473 66.80087527],0
p2,1,0.009695,6.690013,[266  48] ; [109  37],[255.97826087  58.02173913] ; [119.02173913  26.97826087],0
p8,1,0.014223,6.010308,[161 149] ; [57 87],[148.85462555 161.14537445] ; [69.14537445 74.85462555],0
p3,1,0.046436,3.965717,[145 169] ; [53 93],[135.15652174 178.84347826] ; [62.84347826 83.15652174],0
n5,1,0.06617,3.375572,[228  87] ; [92 52],[219.60784314  95.39215686] ; [100.39215686  43.60784314],0
a7,1,0.076339,3.141162,[245  71] ; [102  44],[237.34199134  78.65800866] ; [109.65800866  36.34199134],0
r2,1,0.084826,2.969917,[308   6] ; [140   7],[305.14533623   8.85466377] ; [142.85466377   4.14533623],0
