Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.005497,7.708228,[ 8 50] ; [11 16],[12.96470588 45.03529412] ; [ 6.03529412 20.96470588],0
v3,1,0.008601,6.903889,[13 47] ; [13 13],[18.13953488 41.86046512] ; [ 7.86046512 18.13953488],0
s8,1,0.015878,5.816327,[ 6 57] ; [ 8 19],[ 9.8 53.2] ; [ 4.2 22.8],0
s3,1,0.016869,5.709976,[16 46] ; [14 13],[20.8988764 41.1011236] ; [ 9.1011236 17.8988764],0
s2,1,0.028389,4.80431,[13 50] ; [12 16],[17.30769231 45.69230769] ; [ 7.69230769 20.30769231],0
u1,1,0.03377,4.50631,[ 4 59] ; [ 6 22],[ 6.92307692 56.07692308] ; [ 3.07692308 24.92307692],0
s6,1,0.045933,3.984055,[23 40] ; [16 11],[27.3 35.7] ; [11.7 15.3],0
v2,1,0.062533,3.468894,[15 46] ; [12 15],[18.71590909 42.28409091] ; [ 8.28409091 18.71590909],0
d3,1,0.098712,2.726225,[26 36] ; [17 11],[29.62222222 32.37777778] ; [13.37777778 14.62222222],0
v4,1,0.110172,2.551746,[38 25] ; [21  6],[41.3 21.7] ; [17.7  9.3],0
u3,1,0.114623,2.489295,[13 16] ; [8 3],[15.225 13.775] ; [5.775 5.225],0
a1,1,0.131475,2.275,[ 9 54] ; [ 1 27],[ 6.92307692 56.07692308] ; [ 3.07692308 24.92307692],0
b5,1,0.141611,2.160368,[30 33] ; [18 10],[33.23076923 29.76923077] ; [14.76923077 13.23076923],0
r3,1,0.143235,2.142857,[39 24] ; [21  6],[42. 21.] ; [18.  9.],0
a2,1,0.144359,2.130872,[ 8 55] ; [ 7 21],[10.38461538 52.61538462] ; [ 4.61538462 23.38461538],0
r1,1,0.147276,2.10024,[34 29] ; [19  8],[37.1 25.9] ; [15.9 11.1],0
u2,1,0.169849,1.884276,[11 17] ; [7 4],[12.92307692 15.07692308] ; [5.07692308 5.92307692],0
p11,1,0.180906,1.790164,[18 45] ; [12 16],[20.76923077 42.23076923] ; [ 9.23076923 18.76923077],0
r4,1,0.21499,1.537501,[34 29] ; [19  9],[36.69230769 26.30769231] ; [16.30769231 11.69230769],0
a5,1,0.21499,1.537501,[34 29] ; [19  9],[36.69230769 26.30769231] ; [16.30769231 11.69230769],0
n3,1,0.242696,1.364867,[12 16] ; [7 4],[13.64102564 14.35897436] ; [5.35897436 5.64102564],0
p9,1,0.259881,1.269391,[11 50] ; [ 8 20],[13.02247191 47.97752809] ; [ 5.97752809 22.02247191],0
s4,1,0.278958,1.172161,[10 53] ; [ 2 25],[ 8.4 54.6] ; [ 3.6 23.4],0
a6,1,0.292479,1.108177,[28 34] ; [16 12],[30.31111111 31.68888889] ; [13.68888889 14.31111111],0
b1,1,0.358656,0.842593,[38 25] ; [14 14],[36. 27.] ; [16. 12.],0
n2,1,0.384295,0.756918,[15 16] ; [7 4],[16.23809524 14.76190476] ; [5.76190476 5.23809524],0
