Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000504,12.100604,[62  7] ; [80 39],[52.11702128 16.88297872] ; [89.88297872 29.11702128],1
p8,1,0.000557,11.913149,[54 15] ; [63 56],[42.94148936 26.05851064] ; [74.05851064 44.94148936],1
p7,1,0.003365,8.59796,[57 11] ; [75 43],[48.25806452 19.74193548] ; [83.74193548 34.25806452],0
p9,1,0.023058,5.164136,[62  7] ; [91 28],[56.15425532 12.84574468] ; [96.84574468 22.15425532],0
b1,1,0.038607,4.278059,[38 31] ; [47 72],[31.19680851 37.80319149] ; [53.80319149 65.19680851],0
p10,1,0.052515,3.7593,[59  9] ; [89 30],[53.81818182 14.18181818] ; [94.18181818 24.81818182],0
r3,1,0.074198,3.187625,[66  2] ; [107  12],[62.90909091  5.09090909] ; [110.09090909   8.90909091],0
r4,1,0.074925,3.171696,[65  4] ; [102  17],[61.29255319  7.70744681] ; [105.70744681  13.29255319],0
s6,1,0.07677,3.131988,[41 23] ; [60 59],[35.32240437 28.67759563] ; [65.67759563 53.32240437],0
p12,1,0.10196,2.674609,[ 7 61] ; [  5 114],[ 4.36363636 63.63636364] ; [  7.63636364 111.36363636],0
a2,1,0.110289,2.55007,[19 50] ; [21 98],[14.68085106 54.31914894] ; [25.31914894 93.68085106],0
p5,1,0.113735,2.501539,[11 58] ; [ 10 109],[ 7.70744681 61.29255319] ; [ 13.29255319 105.70744681],0
b2,1,0.115711,2.474429,[19 26] ; [19 49],[15.13274336 29.86725664] ; [22.86725664 45.13274336],0
b3,1,0.115711,2.474429,[19 26] ; [19 49],[15.13274336 29.86725664] ; [22.86725664 45.13274336],0
p2,1,0.125491,2.347409,[61  8] ; [94 24],[57.19251337 11.80748663] ; [97.80748663 20.19251337],0
u1,1,0.13966,2.181698,[15 54] ; [ 16 103],[11.37765957 57.62234043] ; [19.62234043 99.37765957],0
s8,1,0.14505,2.123552,[23 46] ; [28 91],[18.71808511 50.28191489] ; [32.28191489 86.71808511],0
r1,1,0.169495,1.887407,[56 12] ; [86 31],[52.19459459 15.80540541] ; [89.80540541 27.19459459],0
a5,1,0.205744,1.601126,[54 15] ; [83 36],[50.28191489 18.71808511] ; [86.71808511 32.28191489],0
a8,1,0.208826,1.579545,[ 9 52] ; [ 9 97],[ 6.5748503 54.4251497] ; [11.4251497 94.5748503],0
a7,1,0.23163,1.430824,[55 13] ; [87 32],[51.63636364 16.36363636] ; [90.36363636 28.63636364],0
a4,1,0.23354,1.419169,[34 35] ; [48 71],[30.09574468 38.90425532] ; [51.90425532 67.09574468],0
s5,1,0.249145,1.328091,[21 44] ; [28 87],[17.69444444 47.30555556] ; [31.30555556 83.69444444],0
a1,1,0.252822,1.307645,[ 4 65] ; [  3 116],[ 2.56914894 66.43085106] ; [  4.43085106 114.56914894],0
p1,1,0.279865,1.167743,[10 59] ; [ 11 107],[ 7.7486631 61.2513369] ; [ 13.2513369 104.7486631],0
v4,1,0.301884,1.065855,[65  3] ; [109  10],[63.27272727  4.72727273] ; [110.72727273   8.27272727],0
s4,1,0.314554,1.011458,[12 54] ; [ 15 103],[ 9.68478261 56.31521739] ; [ 17.31521739 100.68478261],0
d4,1,0.316236,1.004451,[56 13] ; [89 30],[53.21808511 15.78191489] ; [91.78191489 27.21808511],0
n4,1,0.316236,1.004451,[56 13] ; [89 30],[53.21808511 15.78191489] ; [91.78191489 27.21808511],0
d2,1,0.320446,0.987127,[35 34] ; [51 67],[31.73262032 37.26737968] ; [54.26737968 63.73262032],0
p11,1,0.326187,0.963977,[58 11] ; [93 26],[55.42021277 13.57978723] ; [95.57978723 23.42021277],0
