Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5e-06,20.867924,[13 22] ; [44  8],[22.93103448 12.06896552] ; [34.06896552 17.93103448],1
n1,1,0.20082,1.636401,[11 10] ; [9 3],[12.72727273  8.27272727] ; [7.27272727 4.72727273],0
p4,1,0.240706,1.376455,[10 26] ; [20 30],[12.55813953 23.44186047] ; [17.44186047 32.55813953],0
s7,1,0.252447,1.309711,[16 16] ; [32 19],[18.5060241 13.4939759] ; [29.4939759 21.5060241],0
n3,1,0.257899,1.28,[14  6] ; [6 6],[12.5  7.5] ; [7.5 4.5],0
d2,1,0.315887,1.005899,[21 14] ; [25 26],[18.72093023 16.27906977] ; [27.27906977 23.72093023],0
u3,1,0.3869,0.748663,[6 5] ; [12  5],[7.07142857 3.92857143] ; [10.92857143  6.07142857],0
b5,1,0.389538,0.740385,[21 15] ; [35 17],[22.90909091 13.09090909] ; [33.09090909 18.90909091],0
v3,1,0.402908,0.699631,[ 9 24] ; [17 30],[10.725 22.275] ; [15.275 31.725],0
v1,1,0.42138,0.646463,[17 19] ; [28 22],[18.8372093 17.1627907] ; [26.1627907 23.8372093],0
p5,1,0.446478,0.579577,[ 2 33] ; [ 5 43],[ 2.95180723 32.04819277] ; [ 4.04819277 43.95180723],0
a6,1,0.497512,0.460239,[18 17] ; [30 21],[19.53488372 15.46511628] ; [28.46511628 22.53488372],0
u4,1,0.507728,0.438746,[ 1 35] ; [ 3 49],[ 1.63636364 34.36363636] ; [ 2.36363636 49.63636364],0
d5,1,0.5464,0.363805,[24 11] ; [38 13],[25.23255814  9.76744186] ; [36.76744186 14.23255814],0
d1,1,0.648178,0.208205,[19 17] ; [30 22],[20.04545455 15.95454545] ; [28.95454545 23.04545455],0
a4,1,0.664558,0.188034,[19 17] ; [25 27],[18. 18.] ; [26. 26.],0
u1,1,0.666388,0.185856,[ 5 31] ; [ 9 43],[ 5.72727273 30.27272727] ; [ 8.27272727 43.72727273],0
n2,1,0.724159,0.124542,[15  6] ; [10  3],[15.44117647  5.55882353] ; [9.55882353 3.44117647],0
s5,1,0.724955,0.123795,[10 23] ; [17 33],[10.73493976 22.26506024] ; [16.26506024 33.73493976],0
d3,1,0.772029,0.083939,[21 14] ; [29 22],[20.34883721 14.65116279] ; [29.65116279 21.34883721],0
p3,1,0.778145,0.079376,[12 23] ; [19 32],[12.61627907 22.38372093] ; [18.38372093 32.61627907],0
a2,1,0.798323,0.06529,[ 7 29] ; [ 9 43],[ 6.54545455 29.45454545] ; [ 9.45454545 42.54545455],0
p8,1,0.805295,0.060763,[ 6 29] ; [10 42],[ 6.43678161 28.56321839] ; [ 9.56321839 42.43678161],0
a3,1,0.832427,0.04477,[25 11] ; [35 17],[24.54545455 11.45454545] ; [35.45454545 16.54545455],0
s4,1,0.835161,0.0433,[ 9 27] ; [12 40],[ 8.59090909 27.40909091] ; [12.40909091 39.59090909],0
p7,1,0.863201,0.029688,[16 20] ; [20 27],[15.61445783 20.38554217] ; [20.38554217 26.61445783],0
d4,1,0.887478,0.020021,[27  8] ; [40 11],[27.26744186  7.73255814] ; [39.73255814 11.26744186],0
p6,1,0.887478,0.020021,[ 8 27] ; [11 40],[ 7.73255814 27.26744186] ; [11.26744186 39.73255814],0
b2,1,0.950118,0.003914,[ 6 12] ; [13 27],[ 5.89655172 12.10344828] ; [13.10344828 26.89655172],0
b3,1,0.950118,0.003914,[ 6 12] ; [13 27],[ 5.89655172 12.10344828] ; [13.10344828 26.89655172],0
a7,1,0.96771,0.001639,[22 14] ; [32 20],[22.09090909 13.90909091] ; [31.90909091 20.09090909],0
