Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5e-06,20.867924,[13 22] ; [44  8],[22.93103448 12.06896552] ; [34.06896552 17.93103448],1
s8,1,4.4e-05,16.69418,[ 8 28] ; [34 17],[17.37931034 18.62068966] ; [24.62068966 26.37931034],1
r4,1,0.0009,11.022823,[23 13] ; [48  4],[29.04545455  6.95454545] ; [41.95454545 10.04545455],1
b4,1,0.001102,10.64709,[13 23] ; [37 15],[20.45454545 15.54545455] ; [29.54545455 22.45454545],0
r3,1,0.002003,9.547165,[28  8] ; [51  1],[32.31818182  3.68181818] ; [46.68181818  5.31818182],0
v4,1,0.004226,8.184019,[26 10] ; [49  3],[30.68181818  5.31818182] ; [44.31818182  7.68181818],0
p9,1,0.005252,7.790593,[17 17] ; [41 11],[22.93023256 11.06976744] ; [35.06976744 16.93023256],0
s2,1,0.0058,7.611423,[21 15] ; [44  8],[26.59090909  9.40909091] ; [38.40909091 13.59090909],0
n6,1,0.010517,6.545201,[18 18] ; [39 12],[23.5862069 12.4137931] ; [33.4137931 17.5862069],0
r1,1,0.045194,4.011396,[23 13] ; [43  9],[27.  9.] ; [39. 13.],0
s1,1,0.05078,3.815527,[ 7 29] ; [ 3 48],[ 4.13793103 31.86206897] ; [ 5.86206897 45.13793103],0
a8,1,0.055415,3.669542,[ 8 28] ; [ 4 47],[ 4.96551724 31.03448276] ; [ 7.03448276 43.96551724],0
s6,1,0.056804,3.62831,[21 14] ; [41 11],[24.94252874 10.05747126] ; [37.05747126 14.94252874],0
n5,1,0.071705,3.243546,[21 15] ; [39 12],[24.82758621 11.17241379] ; [35.17241379 15.82758621],0
r2,1,0.087609,2.917773,[29  6] ; [49  3],[31.37931034  3.62068966] ; [46.62068966  5.37931034],0
n4,1,0.088221,2.906533,[20 16] ; [38 14],[23.72727273 12.27272727] ; [34.27272727 17.72727273],0
p1,1,0.097164,2.751488,[ 6 30] ; [ 3 49],[ 3.68181818 32.31818182] ; [ 5.31818182 46.68181818],0
b1,1,0.101051,2.688879,[23 13] ; [24 28],[19.22727273 16.77272727] ; [27.77272727 24.22727273],0
u2,1,0.183535,1.768767,[5 6] ; [12  5],[6.67857143 4.32142857] ; [10.32142857  6.67857143],0
a1,1,0.183727,1.767216,[ 4 32] ; [ 2 50],[ 2.45454545 33.54545455] ; [ 3.54545455 48.45454545],0
v2,1,0.184294,1.762652,[16 19] ; [29 19],[18.97590361 16.02409639] ; [26.02409639 21.97590361],0
a5,1,0.186541,1.744729,[27  9] ; [32 20],[24.13636364 11.86363636] ; [34.86363636 17.13636364],0
