Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002159,9.40896,[27 34] ; [176  93],[37.52424242 23.47575758] ; [165.47575758 103.52424242],0
s5,1,0.002871,8.887529,[36 22] ; [108 158],[25.77777778 32.22222222] ; [118.22222222 147.77777778],0
s2,1,0.003743,8.404663,[54  8] ; [190  86],[44.75739645 17.24260355] ; [199.24260355  76.75739645],0
a8,1,0.005255,7.789524,[ 3 54] ; [ 53 199],[10.33009709 46.66990291] ; [ 45.66990291 206.33009709],0
s6,1,0.022934,5.17351,[58  4] ; [225  50],[52.0652819  9.9347181] ; [230.9347181  44.0652819],0
n4,1,0.025326,5.001482,[46 17] ; [235  42],[52.06764706 10.93235294] ; [228.93235294  48.06764706],0
s3,1,0.039454,4.241204,[53  9] ; [200  74],[46.68452381 15.31547619] ; [206.31547619  67.68452381],0
d1,1,0.043251,4.085564,[49 14] ; [180  99],[42.18421053 20.81578947] ; [186.81578947  92.18421053],0
u1,1,0.044102,4.052666,[20 43] ; [ 56 223],[14. 49.] ; [ 62. 217.],0
v3,1,0.066591,3.365121,[24 39] ; [136 131],[30.54545455 32.45454545] ; [129.45454545 137.54545455],0
p6,1,0.096122,2.768744,[36 26] ; [128 148],[30.08284024 31.91715976] ; [133.91715976 142.08284024],0
v1,1,0.105353,2.622573,[34 29] ; [174  94],[39.58912387 23.41087613] ; [168.41087613  99.58912387],0
n3,1,0.178351,1.811312,[11  2] ; [38 20],[8.97183099 4.02816901] ; [40.02816901 17.97183099],0
r1,1,0.196118,1.671052,[50 13] ; [237  39],[53.33628319  9.66371681] ; [233.66371681  42.33628319],0
a5,1,0.20105,1.634733,[46 17] ; [224  55],[49.73684211 13.26315789] ; [220.26315789  58.73684211],0
p1,1,0.20549,1.602918,[ 9 54] ; [ 25 253],[ 6.28152493 56.71847507] ; [ 27.71847507 250.28152493],0
s7,1,0.214912,1.538022,[51 11] ; [199  67],[47.25609756 14.74390244] ; [202.74390244  63.25609756],0
a3,1,0.258664,1.275893,[47 16] ; [225  53],[50.25219941 12.74780059] ; [221.74780059  56.25219941],0
b3,1,0.273327,1.199971,[12 21] ; [ 90 103],[14.89380531 18.10619469] ; [ 87.10619469 105.89380531],0
b2,1,0.273327,1.199971,[12 21] ; [ 90 103],[14.89380531 18.10619469] ; [ 87.10619469 105.89380531],0
b5,1,0.282377,1.155612,[41 22] ; [161 118],[37.21052632 25.78947368] ; [164.78947368 114.21052632],0
d2,1,0.283774,1.148926,[39 24] ; [152 127],[35.18421053 27.81578947] ; [155.81578947 123.18421053],0
d3,1,0.29413,1.100621,[48 15] ; [194  85],[44.57894737 18.42105263] ; [197.42105263  81.57894737],0
p9,1,0.306631,1.04513,[56  7] ; [256  20],[57.98230088  5.01769912] ; [254.01769912  21.98230088],0
p11,1,0.314018,1.013699,[49 14] ; [232  47],[51.76315789 11.23684211] ; [229.23684211  49.76315789],0
n6,1,0.352302,0.865148,[53 10] ; [244  32],[55.19469027  7.80530973] ; [241.80530973  34.19469027],0
u4,1,0.358784,0.842145,[ 1 62] ; [ 11 268],[ 2.21052632 60.78947368] ; [  9.78947368 269.21052632],0
p12,1,0.365857,0.817687,[ 5 58] ; [ 33 244],[ 7.04117647 55.95882353] ; [ 30.95882353 246.04117647],0
p4,1,0.366332,0.816068,[48 15] ; [196  82],[45.07917889 17.92082111] ; [198.92082111  79.07917889],0
n1,1,0.387252,0.747552,[4 9] ; [25 32],[5.38571429 7.61428571] ; [23.61428571 33.38571429],0
p7,1,0.388547,0.743485,[48 12] ; [204  69],[45.40540541 14.59459459] ; [206.59459459  66.40540541],0
p8,1,0.394741,0.724288,[43 19] ; [175 100],[40.10682493 21.89317507] ; [177.89317507  97.10682493],0
a1,1,0.411106,0.675599,[ 2 61] ; [ 16 263],[ 3.31578947 59.68421053] ; [ 14.68421053 264.31578947],0
b1,1,0.44183,0.591526,[27 36] ; [105 174],[24.31578947 38.68421053] ; [107.68421053 171.31578947],0
u2,1,0.475319,0.509585,[9 7] ; [35 18],[10.20289855  5.79710145] ; [33.79710145 19.20289855],0
