Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,52.415916,[ 8 23] ; [99 12],[23.35915493  7.64084507] ; [83.64084507 27.35915493],1
r3,1,0.00094,10.941287,[24  8] ; [106   6],[28.88888889  3.11111111] ; [101.11111111  10.88888889],1
p11,1,0.005005,7.877703,[18 14] ; [91 22],[24.05517241  7.94482759] ; [84.94482759 28.05517241],0
a7,1,0.007029,7.265538,[13 19] ; [75 37],[19.55555556 12.44444444] ; [68.44444444 43.55555556],0
s6,1,0.017084,5.687694,[13 19] ; [70 39],[18.83687943 13.16312057] ; [64.16312057 44.83687943],0
r4,1,0.020692,5.35255,[23  9] ; [100  13],[27.14482759  4.85517241] ; [95.85517241 17.14482759],0
v2,1,0.022859,5.179198,[ 8 24] ; [51 56],[13.58273381 18.41726619] ; [45.41726619 61.58273381],0
p8,1,0.025443,4.993459,[ 9 23] ; [56 55],[14.54545455 17.45454545] ; [50.45454545 60.54545455],0
a5,1,0.026096,4.949622,[11 21] ; [64 49],[16.55172414 15.44827586] ; [58.44827586 54.55172414],0
a6,1,0.039503,4.239104,[13 19] ; [69 44],[18.09655172 13.90344828] ; [63.90344828 49.09655172],0
s1,1,0.048848,3.880586,[ 4 27] ; [  4 106],[ 1.75886525 29.24113475] ; [  6.24113475 103.75886525],0
b1,1,0.07354,3.202175,[16 16] ; [37 76],[11.69655172 20.30344828] ; [41.30344828 71.69655172],0
r2,1,0.076969,3.127765,[26  6] ; [104   9],[28.68965517  3.31034483] ; [101.31034483  11.68965517],0
s7,1,0.106381,2.607178,[ 9 22] ; [48 58],[12.89781022 18.10218978] ; [44.10218978 61.89781022],0
s8,1,0.146696,2.106272,[ 8 24] ; [44 69],[11.47586207 20.52413793] ; [40.52413793 72.47586207],0
p2,1,0.163663,1.940051,[22 10] ; [90 22],[24.88888889  7.11111111] ; [87.11111111 24.88888889],0
b3,1,0.166346,1.915568,[ 3 20] ; [18 48],[ 5.42696629 17.57303371] ; [15.57303371 50.42696629],0
b2,1,0.166346,1.915568,[ 3 20] ; [18 48],[ 5.42696629 17.57303371] ; [15.57303371 50.42696629],0
v1,1,0.167105,1.908726,[11 21] ; [53 57],[14.42253521 17.57746479] ; [49.57746479 60.42253521],0
s5,1,0.170724,1.876571,[ 5 27] ; [30 79],[ 7.94326241 24.05673759] ; [27.05673759 81.94326241],0
a8,1,0.222567,1.487743,[ 5 23] ; [10 94],[ 3.18181818 24.81818182] ; [11.81818182 92.18181818],0
p3,1,0.222669,1.487087,[11 20] ; [54 59],[13.99305556 17.00694444] ; [51.00694444 61.99305556],0
v4,1,0.240444,1.37799,[28  4] ; [105   7],[29.55555556  2.44444444] ; [103.44444444   8.55555556],0
a2,1,0.280289,1.165689,[ 1 31] ; [ 10 103],[ 2.42758621 29.57241379] ; [  8.57241379 104.42758621],0
d5,1,0.283371,1.150849,[12 20] ; [54 58],[14.66666667 17.33333333] ; [51.33333333 60.66666667],0
n5,1,0.291727,1.111634,[23  9] ; [91 22],[25.15862069  6.84137931] ; [88.84137931 24.15862069],0
a3,1,0.305412,1.050414,[13 19] ; [57 55],[15.55555556 16.44444444] ; [54.44444444 57.55555556],0
s2,1,0.311199,1.025578,[10 21] ; [47 64],[12.44366197 18.55633803] ; [44.55633803 66.44366197],0
a4,1,0.396843,0.717872,[ 5 26] ; [26 86],[ 6.72027972 24.27972028] ; [24.27972028 87.72027972],0
n2,1,0.418796,0.65369,[7 3] ; [23  5],[7.89473684 2.10526316] ; [22.10526316  5.89473684],0
n1,1,0.427576,0.6294,[5 5] ; [10 18],[3.94736842 6.05263158] ; [11.05263158 16.94736842],0
p1,1,0.544454,0.367347,[ 3 29] ; [15 97],[ 4. 28.] ; [14. 98.],0
d1,1,0.61076,0.25907,[ 1 31] ; [  6 107],[ 1.54482759 30.45517241] ; [  5.45517241 107.54482759],0
p7,1,0.644393,0.213043,[17 14] ; [66 45],[18.11971831 12.88028169] ; [64.88028169 46.11971831],0
p5,1,0.723083,0.125558,[ 3 29] ; [13 99],[ 3.55555556 28.44444444] ; [12.44444444 99.55555556],0
d2,1,0.731929,0.117348,[ 8 24] ; [25 88],[ 7.28275862 24.71724138] ; [25.71724138 87.28275862],0
p6,1,0.741361,0.108934,[ 9 22] ; [36 76],[ 9.75524476 21.24475524] ; [35.24475524 76.75524476],0
p12,1,0.746408,0.104574,[ 2 30] ; [  9 104],[ 2.42758621 29.57241379] ; [  8.57241379 104.42758621],0
b4,1,0.752167,0.099719,[18 14] ; [60 53],[17.2137931 14.7862069] ; [60.7862069 52.2137931],0
p4,1,0.756781,0.095921,[16 16] ; [60 53],[16.77241379 15.22758621] ; [59.22758621 53.77241379],0
n3,1,0.771159,0.084599,[7 2] ; [23  5],[7.2972973 1.7027027] ; [22.7027027  5.2972973],0
b5,1,0.827271,0.047612,[18 14] ; [66 47],[18.53793103 13.46206897] ; [65.46206897 47.53793103],0
r1,1,0.836706,0.042481,[21 11] ; [75 36],[21.48251748 10.51748252] ; [74.51748252 36.48251748],0
d3,1,0.845657,0.037893,[10 22] ; [33 79],[ 9.55555556 22.44444444] ; [33.44444444 78.55555556],0
u2,1,0.850095,0.03572,[ 7 12] ; [22 34],[ 7.34666667 11.65333333] ; [21.65333333 34.34666667],0
s4,1,0.86932,0.027068,[ 7 25] ; [23 89],[ 6.66666667 25.33333333] ; [23.33333333 88.66666667],0
s3,1,0.875024,0.024737,[16 15] ; [58 51],[16.38571429 14.61428571] ; [57.61428571 51.38571429],0
v3,1,0.875113,0.024701,[10 22] ; [36 74],[10.36619718 21.63380282] ; [35.63380282 74.36619718],0
u3,1,0.954339,0.003279,[ 8 11] ; [24 32],[ 8.10666667 10.89333333] ; [23.89333333 32.10666667],0
n4,1,1.0,0.0,[24  8] ; [84 28],[24.  8.] ; [84. 28.],0
