Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,38.12579,[118  36] ; [39 63],[94.4453125 59.5546875] ; [62.5546875 39.4453125],1
d1,1,0.0,32.78524,[97 58] ; [27 76],[74.49612403 80.50387597] ; [49.50387597 53.49612403],1
d5,1,0.0,29.274055,[128  27] ; [52 50],[108.56031128  46.43968872] ; [71.43968872 30.56031128],1
a4,1,0.0,27.031731,[76 78] ; [18 85],[56.32684825 97.67315175] ; [37.67315175 65.32684825],1
d2,1,1e-06,24.047806,[85 68] ; [25 77],[66. 87.] ; [44. 58.],1
a6,1,1e-06,23.514407,[118  37] ; [48 55],[99.72868217 55.27131783] ; [66.27131783 36.72868217],1
n4,1,2e-06,22.889755,[118  36] ; [49 54],[100.07003891  53.92996109] ; [66.92996109 36.07003891],1
d4,1,3e-06,21.743414,[128  27] ; [57 45],[111.57587549  43.42412451] ; [73.42412451 28.57587549],1
r1,1,4e-06,21.169352,[117  36] ; [50 53],[99.80859375 53.19140625] ; [67.19140625 35.80859375],1
r4,1,7e-05,15.819193,[129  26] ; [63 40],[115.34883721  39.65116279] ; [76.65116279 26.34883721],1
n5,1,0.000136,14.557949,[111  42] ; [50 52],[96.6 56.4] ; [64.4 37.6],1
d3,1,0.000526,12.022175,[103  52] ; [45 56],[89.609375 65.390625] ; [58.390625 42.609375],1
v1,1,0.001192,10.503407,[73 80] ; [28 74],[60.6 92.4] ; [40.4 61.6],0
a7,1,0.001225,10.452068,[114  40] ; [55 46],[102.0627451  51.9372549] ; [66.9372549 34.0627451],0
p3,1,0.001918,9.626313,[61 92] ; [22 81],[ 49.60546875 103.39453125] ; [33.39453125 69.60546875],0
v2,1,0.003983,8.291361,[80 70] ; [34 64],[68.9516129 81.0483871] ; [45.0483871 52.9516129],0
u1,1,0.004442,8.093538,[ 18 137] ; [  2 101],[ 12.01550388 142.98449612] ; [ 7.98449612 95.01550388],0
p10,1,0.004908,7.913022,[107  47] ; [52 48],[96.4015748 57.5984252] ; [62.5984252 37.4015748],0
r2,1,0.006196,7.492277,[139  12] ; [82 20],[131.90118577  19.09881423] ; [89.09881423 12.90118577],0
p4,1,0.007147,7.235651,[68 85] ; [28 73],[57.82677165 95.17322835] ; [38.17322835 62.82677165],0
s8,1,0.016394,5.760104,[ 22 133] ; [ 5 98],[ 16.22093023 138.77906977] ; [10.77906977 92.22093023],0
p8,1,0.019249,5.478739,[68 83] ; [31 71],[59.08695652 91.91304348] ; [39.91304348 62.08695652],0
v4,1,0.023089,5.161765,[138  16] ; [81 21],[131.7421875  22.2578125] ; [87.2578125 14.7421875],0
p11,1,0.026704,4.909841,[115  40] ; [63 40],[106.9379845  48.0620155] ; [71.0620155 31.9379845],0
p9,1,0.032086,4.593898,[112  41] ; [61 40],[104.20866142  48.79133858] ; [68.79133858 32.20866142],0
u3,1,0.042045,4.133386,[21 16] ; [23 41],[16.11881188 20.88118812] ; [27.88118812 36.11881188],0
b2,1,0.065311,3.397093,[38 54] ; [16 44],[32.68421053 59.31578947] ; [21.31578947 38.68421053],0
b3,1,0.065311,3.397093,[38 54] ; [16 44],[32.68421053 59.31578947] ; [21.31578947 38.68421053],0
p7,1,0.07888,3.087838,[80 73] ; [41 59],[73.17391304 79.82608696] ; [47.82608696 52.17391304],0
r3,1,0.084889,2.968712,[135  18] ; [82 20],[130.2  22.8] ; [86.8 15.2],0
v3,1,0.106962,2.598539,[ 48 100] ; [23 77],[ 42.37096774 105.62903226] ; [28.62903226 71.37096774],0
p2,1,0.223864,1.47943,[110  43] ; [66 36],[105.6  47.4] ; [70.4 31.6],0
n6,1,0.23471,1.412091,[113  40] ; [69 34],[108.7734375  44.2265625] ; [73.2265625 29.7734375],0
p12,1,0.23638,1.402054,[  5 149] ; [  1 102],[  3.59533074 150.40466926] ; [  2.40466926 100.59533074],0
b5,1,0.31428,1.012603,[85 70] ; [63 40],[88.91472868 66.08527132] ; [59.08527132 43.91472868],0
s1,1,0.333811,0.934059,[  5 146] ; [ 6 97],[  6.53937008 144.46062992] ; [ 4.46062992 98.53937008],0
s4,1,0.365376,0.81933,[  9 146] ; [ 9 94],[ 10.81395349 144.18604651] ; [ 7.18604651 95.81395349],0
p5,1,0.384011,0.757821,[  8 146] ; [ 3 99],[  6.6171875 147.3828125] ; [ 4.3828125 97.6171875],0
n3,1,0.39035,0.737852,[24 16] ; [25 11],[25.78947368 14.21052632] ; [23.21052632 12.78947368],0
u2,1,0.450982,0.568182,[18 18] ; [27 37],[16.2 19.8] ; [28.8 35.2],0
a1,1,0.489235,0.478209,[  9 146] ; [ 4 99],[  7.81007752 147.18992248] ; [ 5.18992248 97.81007752],0
p1,1,0.503911,0.44669,[ 16 139] ; [ 8 94],[ 14.47470817 140.52529183] ; [ 9.52529183 92.47470817],0
b1,1,0.517382,0.419109,[68 87] ; [41 62],[65.48449612 89.51550388] ; [43.51550388 59.48449612],0
s5,1,0.542902,0.370187,[ 19 133] ; [10 90],[ 17.49206349 134.50793651] ; [11.50793651 88.49206349],0
b4,1,0.557518,0.34402,[90 65] ; [56 47],[87.71317829 67.28682171] ; [58.28682171 44.71317829],0
n1,1,0.630384,0.231541,[11 28] ; [12 24],[11.96 27.04] ; [11.04 24.96],0
p6,1,0.717177,0.131213,[ 29 120] ; [18 84],[ 27.90039841 121.09960159] ; [19.09960159 82.90039841],0
u4,1,0.770178,0.085347,[  1 154] ; [  1 102],[  1.20155039 153.79844961] ; [  0.79844961 102.20155039],0
s3,1,0.820842,0.051285,[ 33 120] ; [23 78],[ 33.73228346 119.26771654] ; [22.26771654 78.73228346],0
a8,1,0.843419,0.039015,[ 12 130] ; [ 9 89],[ 12.425 129.575] ; [ 8.575 89.425],0
n2,1,0.959948,0.002522,[26 15] ; [22 13],[25.89473684 15.10526316] ; [22.10526316 12.89473684],0
s2,1,0.975722,0.000926,[ 21 132] ; [14 89],[ 20.91796875 132.08203125] ; [14.08203125 88.91796875],0
