Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.0,31.034654,[ 16 247] ; [20 47],[ 28.69090909 234.30909091] ; [ 7.30909091 59.69090909],1
s6,1,1.3e-05,19.075165,[106 159] ; [45 19],[121.62613982 143.37386018] ; [29.37386018 34.62613982],1
b5,1,3.4e-05,17.168559,[169  96] ; [24 43],[154.05120482 110.94879518] ; [38.94879518 28.05120482],1
p12,1,0.002312,9.283936,[  8 253] ; [ 8 58],[ 12.7706422 248.2293578] ; [ 3.2293578 62.7706422],0
p3,1,0.002922,8.85568,[111 151] ; [42 25],[121.84194529 140.15805471] ; [31.15805471 35.84194529],0
s8,1,0.0058,7.611514,[ 60 204] ; [26 40],[ 68.8 195.2] ; [17.2 48.8],0
a6,1,0.006972,7.280273,[205  60] ; [41 26],[196.35542169  68.64457831] ; [49.64457831 17.35542169],0
p7,1,0.007671,7.108707,[147 112] ; [50 17],[156.51226994 102.48773006] ; [40.48773006 26.51226994],0
p10,1,0.010549,6.539775,[190  71] ; [58  8],[197.94495413  63.05504587] ; [50.05504587 15.94495413],0
d1,1,0.028676,4.786974,[151 114] ; [48 19],[158.84036145 106.15963855] ; [40.15963855 26.84036145],0
a7,1,0.028979,4.768882,[197  67] ; [41 26],[189.82477341  74.17522659] ; [48.17522659 18.82477341],0
s4,1,0.032411,4.576604,[ 21 243] ; [11 55],[ 25.6 238.4] ; [ 6.4 59.6],0
d2,1,0.037853,4.311632,[132 132] ; [43 24],[139.57703927 124.42296073] ; [35.42296073 31.57703927],0
r1,1,0.043758,4.065865,[207  56] ; [60  7],[212.79090909  50.20909091] ; [54.20909091 12.79090909],0
b3,1,0.046207,3.974024,[ 59 106] ; [23 21],[ 64.73684211 100.26315789] ; [17.26315789 26.73684211],0
b2,1,0.046207,3.974024,[ 59 106] ; [23 21],[ 64.73684211 100.26315789] ; [17.26315789 26.73684211],0
n6,1,0.049483,3.858906,[203  60] ; [59  8],[208.80606061  54.19393939] ; [53.19393939 13.80606061],0
p6,1,0.067852,3.334245,[ 64 195] ; [24 43],[ 69.91411043 189.08588957] ; [18.08588957 48.91411043],0
p4,1,0.082161,3.021621,[136 127] ; [42 24],[142.29179331 120.70820669] ; [35.70820669 30.29179331],0
p1,1,0.103507,2.650654,[ 19 244] ; [ 9 58],[ 22.31515152 240.68484848] ; [ 5.68484848 61.31515152],0
r4,1,0.10358,2.649541,[220  45] ; [61  6],[224.29216867  40.70783133] ; [56.70783133 10.29216867],0
d4,1,0.128023,2.316315,[212  53] ; [59  8],[216.31024096  48.68975904] ; [54.68975904 12.31024096],0
p8,1,0.196904,1.665187,[129 128] ; [39 27],[133.67182663 123.32817337] ; [34.32817337 31.67182663],0
p9,1,0.201298,1.632933,[202  58] ; [56 10],[205.76687117  54.23312883] ; [52.23312883 13.76687117],0
v1,1,0.215387,1.534843,[133 128] ; [28 38],[128.50458716 132.49541284] ; [32.49541284 33.50458716],0
v2,1,0.245285,1.34996,[133 124] ; [40 27],[137.22530864 119.77469136] ; [35.77469136 31.22530864],0
u1,1,0.286028,1.138223,[ 41 224] ; [14 53],[ 43.90060241 221.09939759] ; [11.09939759 55.90060241],0
s7,1,0.289736,1.120848,[ 70 179] ; [22 41],[ 73.42307692 175.57692308] ; [18.57692308 44.42307692],0
n1,1,0.295124,1.0961,[24 43] ; [8 8],[25.8313253 41.1686747] ; [6.1686747 9.8313253],0
n4,1,0.298541,1.080699,[201  63] ; [55 12],[204.18126888  59.81873112] ; [51.81873112 15.18126888],0
n5,1,0.306722,1.044739,[187  75] ; [52 15],[190.32826748  71.67173252] ; [48.67173252 18.32826748],0
d5,1,0.3142,1.012939,[220  45] ; [59  8],[222.69578313  42.30421687] ; [56.30421687 10.69578313],0
a1,1,0.330271,0.947836,[ 12 253] ; [ 5 62],[ 13.56927711 251.43072289] ; [ 3.43072289 63.56927711],0
a8,1,0.343366,0.897824,[ 24 210] ; [ 9 53],[ 26.08783784 207.91216216] ; [ 6.91216216 55.08783784],0
d3,1,0.366497,0.815508,[189  76] ; [44 23],[185.97891566  79.02108434] ; [47.02108434 19.97891566],0
a2,1,0.392658,0.730695,[ 73 192] ; [15 52],[ 70.24096386 194.75903614] ; [17.75903614 49.24096386],0
b1,1,0.44294,0.588653,[105 160] ; [30 37],[107.7560241 157.2439759] ; [27.2439759 39.7560241],0
s3,1,0.444462,0.584736,[ 59 203] ; [12 54],[ 56.71341463 205.28658537] ; [14.28658537 51.71341463],0
n3,1,0.452838,0.563539,[41 24] ; [11  4],[42.25 22.75] ; [9.75 5.25],0
r2,1,0.454081,0.560446,[235  23] ; [62  4],[236.5  21.5] ; [60.5  5.5],0
b4,1,0.497068,0.46119,[150 115] ; [41 26],[152.45481928 112.54518072] ; [38.54518072 28.45481928],0
u3,1,0.539658,0.376173,[34 31] ; [7 9],[32.90123457 32.09876543] ; [8.09876543 7.90123457],0
r3,1,0.603548,0.269678,[238  25] ; [62  5],[239.09090909  23.90909091] ; [60.90909091  6.09090909],0
a4,1,0.621048,0.244398,[128 134] ; [35 32],[129.80547112 132.19452888] ; [33.19452888 33.80547112],0
v4,1,0.712782,0.135514,[239  24] ; [59  7],[238.21884498  24.78115502] ; [59.78115502  6.21884498],0
n2,1,0.729218,0.119831,[45 23] ; [12  5],[45.6 22.4] ; [11.4  5.6],0
u2,1,0.89877,0.016184,[34 32] ; [8 7],[34.22222222 31.77777778] ; [7.77777778 7.22222222],0
a3,1,0.899786,0.015859,[199  65] ; [51 16],[199.39577039  64.60422961] ; [50.60422961 16.39577039],0
v3,1,0.911219,0.012432,[ 87 168] ; [23 43],[ 87.38317757 167.61682243] ; [22.61682243 43.38317757],0
p2,1,0.920445,0.009975,[205  56] ; [53 14],[205.29878049  55.70121951] ; [52.70121951 14.29878049],0
p11,1,0.933415,0.00698,[203  62] ; [51 16],[202.74096386  62.25903614] ; [51.25903614 15.74096386],0
