Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,79.396459,[ 35 182] ; [171 143],[ 84.18455744 132.81544256] ; [121.81544256 192.18455744],1
v1,1,0.0,28.707621,[ 88 130] ; [203 115],[118.35447761  99.64552239] ; [172.64552239 145.35447761],1
s7,1,0.001016,10.797476,[ 82 128] ; [165 142],[100.32882012 109.67117988] ; [146.67117988 160.32882012],0
d1,1,0.001777,9.766295,[145  77] ; [251  73],[161.01098901  60.98901099] ; [234.98901099  89.01098901],0
p10,1,0.002056,9.498708,[162  56] ; [272  48],[175.85873606  42.14126394] ; [258.14126394  61.85873606],0
a5,1,0.003286,8.641407,[157  65] ; [264  60],[171.17582418  50.82417582] ; [249.82417582  74.17582418],0
p9,1,0.003973,8.296239,[171  47] ; [279  39],[183.02238806  34.97761194] ; [266.97761194  51.02238806],0
r3,1,0.004565,8.044309,[204  17] ; [313   8],[210.80627306  10.19372694] ; [306.19372694  14.80627306],0
u1,1,0.004673,8.001805,[ 42 180] ; [ 96 228],[ 56.10989011 165.89010989] ; [ 81.89010989 242.10989011],0
p11,1,0.00507,7.854125,[155  67] ; [260  64],[168.73626374  53.26373626] ; [246.26373626  77.73626374],0
r1,1,0.007477,7.154585,[168  52] ; [275  47],[179.81549815  40.18450185] ; [263.18450185  58.81549815],0
s8,1,0.007948,7.045183,[ 82 140] ; [155 165],[ 97.07380074 124.92619926] ; [139.92619926 180.07380074],0
d3,1,0.009861,6.65991,[169  52] ; [276  48],[180.44954128  40.55045872] ; [264.55045872  59.44954128],0
d4,1,0.012407,6.251699,[191  31] ; [300  24],[199.63736264  22.36263736] ; [291.36263736  32.63736264],0
p12,1,0.015668,5.839714,[ 10 211] ; [ 33 290],[ 17.46875 203.53125] ; [ 25.53125 297.46875],0
s6,1,0.019763,5.43268,[135  85] ; [225  92],[147.48603352  72.51396648] ; [212.51396648 104.48603352],0
a2,1,0.033692,4.51026,[ 59 163] ; [114 210],[ 70.34065934 151.65934066] ; [102.65934066 221.34065934],0
