Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,79.396459,[ 35 182] ; [171 143],[ 84.18455744 132.81544256] ; [121.81544256 192.18455744],1
a3,1,0.035041,4.44316,[154  67] ; [251  72],[164.53125  56.46875] ; [240.46875  82.53125],0
a4,1,0.052153,3.770865,[ 96 126] ; [167 156],[107.13027523 114.86972477] ; [155.86972477 167.13027523],0
a6,1,0.06241,3.472148,[166  56] ; [263  60],[174.74862385  47.25137615] ; [254.25137615  68.74862385],0
p4,1,0.06264,3.466059,[128  94] ; [211 111],[138.34191176  83.65808824] ; [200.65808824 121.34191176],0
d2,1,0.06558,3.39032,[108 114] ; [183 140],[118.53577982 103.46422018] ; [172.46422018 150.53577982],0
p7,1,0.068865,3.30988,[123  93] ; [204 111],[133.01694915  82.98305085] ; [193.98305085 121.01694915],0
p3,1,0.071041,3.258795,[102 119] ; [174 148],[112.33149171 108.66850829] ; [163.66850829 158.33149171],0
b1,1,0.093659,2.810329,[ 86 136] ; [103 221],[ 76.84615385 145.15384615] ; [112.15384615 211.84615385],0
s2,1,0.111554,2.532068,[101 120] ; [168 151],[110.09074074 110.90925926] ; [158.90925926 160.09074074],0
p6,1,0.114698,2.488273,[ 71 151] ; [122 194],[ 79.6394052 142.3605948] ; [113.3605948 202.6394052],0
p2,1,0.155796,2.014561,[181  40] ; [279  44],[186.875  34.125] ; [273.125  49.875],0
n2,1,0.179988,1.797721,[35 21] ; [48 17],[38.41322314 17.58677686] ; [44.58677686 20.41322314],0
n6,1,0.183076,1.772475,[179  42] ; [273  47],[184.64325323  36.35674677] ; [267.35674677  52.64325323],0
s4,1,0.202681,1.62295,[ 40 177] ; [ 46 275],[ 34.68773234 182.31226766] ; [ 51.31226766 269.68773234],0
n1,1,0.215201,1.536087,[22 33] ; [19 46],[18.79166667 36.20833333] ; [22.20833333 42.79166667],0
a1,1,0.231405,1.432203,[  8 214] ; [ 19 305],[ 10.97802198 211.02197802] ; [ 16.02197802 307.97802198],0
a8,1,0.247334,1.338299,[ 26 178] ; [ 46 232],[ 30.47302905 173.52697095] ; [ 41.52697095 236.47302905],0
s5,1,0.249477,1.326231,[ 64 152] ; [107 204],[ 70.08728653 145.91271347] ; [100.91271347 210.08728653],0
b4,1,0.340078,0.910136,[128  94] ; [200 124],[133.36263736  88.63736264] ; [194.63736264 129.36263736],0
r4,1,0.353512,0.860811,[196  26] ; [294  30],[199.23076923  22.76923077] ; [290.76923077  33.23076923],0
n4,1,0.370903,0.800637,[166  55] ; [254  70],[170.31192661  50.68807339] ; [249.68807339  74.31192661],0
s3,1,0.386671,0.749386,[113 108] ; [173 142],[117.92164179 103.07835821] ; [168.07835821 146.92164179],0
p5,1,0.38705,0.748189,[ 20 199] ; [ 37 286],[ 23.03136531 195.96863469] ; [ 33.96863469 289.03136531],0
b2,1,0.394279,0.725703,[42 92] ; [ 71 127],[45.60843373 88.39156627] ; [ 67.39156627 130.60843373],0
b3,1,0.394279,0.725703,[42 92] ; [ 71 127],[45.60843373 88.39156627] ; [ 67.39156627 130.60843373],0
v4,1,0.403032,0.69926,[207  14] ; [305  15],[209.15341959  11.84658041] ; [302.84658041  17.15341959],0
n5,1,0.437365,0.603185,[157  64] ; [237  83],[160.95009242  60.04990758] ; [233.04990758  86.95009242],0
n3,1,0.513436,0.427059,[37 18] ; [48 18],[38.63636364 16.36363636] ; [46.36363636 19.63636364],0
p8,1,0.555233,0.348025,[113 109] ; [169 147],[116.36431227 105.63568773] ; [165.63568773 150.36431227],0
s1,1,0.58134,0.304074,[  8 210] ; [  9 310],[  6.90130354 211.09869646] ; [ 10.09869646 308.90130354],0
b5,1,0.592391,0.286626,[141  81] ; [213 111],[143.93406593  78.06593407] ; [210.06593407 113.93406593],0
u3,1,0.620804,0.244739,[44 23] ; [45 28],[42.59285714 24.40714286] ; [46.40714286 26.59285714],0
u2,1,0.687589,0.161708,[41 27] ; [41 31],[39.82857143 28.17142857] ; [42.17142857 29.82857143],0
u4,1,0.81568,0.054338,[  4 218] ; [  5 319],[  3.65934066 218.34065934] ; [  5.34065934 318.65934066],0
p1,1,0.839465,0.041038,[ 18 201] ; [ 25 298],[ 17.37453875 201.62546125] ; [ 25.62546125 297.37453875],0
r2,1,0.855421,0.033199,[207  11] ; [304  15],[207.44506518  10.55493482] ; [303.55493482  15.44506518],0
