Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.651983,[60  6] ; [14 22],[47.88235294 18.11764706] ; [26.11764706  9.88235294],1
d5,1,0.432173,0.616977,[31 35] ; [14 22],[29.11764706 36.88235294] ; [15.88235294 20.11764706],0
r4,1,0.43528,0.608694,[46 20] ; [23 14],[44.21359223 21.78640777] ; [24.78640777 12.21359223],0
b4,1,0.437387,0.603128,[32 34] ; [15 22],[30.11650485 35.88349515] ; [16.88349515 20.11650485],0
n2,1,0.477897,0.503658,[14  6] ; [10  7],[12.97297297  7.02702703] ; [11.02702703  5.97297297],0
r2,1,0.533919,0.386927,[55 11] ; [29  8],[53.82524272 12.17475728] ; [30.17475728  6.82524272],0
p9,1,0.536362,0.382325,[45 17] ; [24 12],[43.65306122 18.34693878] ; [25.34693878 10.65306122],0
v4,1,0.540327,0.374933,[54 12] ; [32  5],[55.10679612 10.89320388] ; [30.89320388  6.10679612],0
v2,1,0.556647,0.345543,[25 37] ; [12 23],[23.64948454 38.35051546] ; [13.35051546 21.64948454],0
s1,1,0.560238,0.339293,[ 2 63] ; [ 2 35],[ 2.54901961 62.45098039] ; [ 1.45098039 35.54901961],0
p10,1,0.568957,0.324432,[39 25] ; [24 12],[40.32 23.68] ; [22.68 13.32],0
s2,1,0.593427,0.285024,[ 5 60] ; [ 4 33],[ 5.73529412 59.26470588] ; [ 3.26470588 33.73529412],0
a8,1,0.593445,0.284996,[ 7 54] ; [ 3 34],[ 6.2244898 54.7755102] ; [ 3.7755102 33.2244898],0
p11,1,0.614105,0.25424,[46 20] ; [24 13],[44.85436893 21.14563107] ; [25.14563107 11.85436893],0
s7,1,0.685417,0.164092,[14 47] ; [ 7 29],[13.20618557 47.79381443] ; [ 7.79381443 28.20618557],0
p2,1,0.706895,0.141399,[44 22] ; [26 11],[44.85436893 21.14563107] ; [25.14563107 11.85436893],0
a7,1,0.712729,0.135566,[36 30] ; [21 15],[36.88235294 29.11764706] ; [20.11764706 15.88235294],0
b2,1,0.71378,0.13453,[17 27] ; [ 5 10],[16.40677966 27.59322034] ; [5.59322034 9.40677966],0
b3,1,0.71378,0.13453,[17 27] ; [ 5 10],[16.40677966 27.59322034] ; [5.59322034 9.40677966],0
p8,1,0.73643,0.113289,[28 34] ; [18 19],[28.80808081 33.19191919] ; [17.19191919 19.80808081],0
p7,1,0.895876,0.017128,[32 32] ; [19 18],[32.31683168 31.68316832] ; [18.68316832 18.31683168],0
s6,1,0.935348,0.00658,[23 41] ; [13 24],[22.81188119 41.18811881] ; [13.18811881 23.81188119],0
p5,1,0.940136,0.00564,[ 5 60] ; [ 3 34],[ 5.09803922 59.90196078] ; [ 2.90196078 34.09803922],0
p6,1,0.963949,0.002043,[19 44] ; [11 26],[18.9 44.1] ; [11.1 25.9],0
d3,1,0.988183,0.000219,[15 51] ; [ 8 27],[15.02970297 50.97029703] ; [ 7.97029703 27.02970297],0
