Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,65.886889,[22 59] ; [103  20],[49.63235294 31.36764706] ; [75.36764706 47.63235294],1
n6,1,6e-06,20.35236,[44 36] ; [104  20],[58.03921569 21.96078431] ; [89.96078431 34.03921569],1
a8,1,0.001288,10.359799,[ 1 74] ; [17 91],[ 7.37704918 67.62295082] ; [10.62295082 97.37704918],0
n1,1,0.002899,8.869864,[ 6 25] ; [24 21],[12.23684211 18.76315789] ; [17.76315789 27.23684211],0
p5,1,0.00671,7.349026,[ 1 79] ; [ 14 108],[ 5.94059406 74.05940594] ; [  9.05940594 112.94059406],0
s7,1,0.016084,5.793673,[25 48] ; [60 55],[33.00531915 39.99468085] ; [51.99468085 63.00531915],0
s8,1,0.018293,5.567891,[22 58] ; [54 69],[29.95073892 50.04926108] ; [46.04926108 76.95073892],0
v1,1,0.022279,5.223858,[26 53] ; [61 63],[33.85714286 45.14285714] ; [53.14285714 70.85714286],0
p6,1,0.023479,5.132696,[16 62] ; [43 78],[23.12562814 54.87437186] ; [35.87437186 85.12562814],0
b2,1,0.023761,5.112029,[ 5 29] ; [24 42],[ 9.86 24.14] ; [19.14 46.86],0
b3,1,0.023761,5.112029,[ 5 29] ; [24 42],[ 9.86 24.14] ; [19.14 46.86],0
n2,1,0.02531,5.002517,[17 14] ; [37 10],[21.46153846  9.53846154] ; [32.53846154 14.46153846],0
p9,1,0.029059,4.7641,[42 34] ; [84 35],[49.10769231 26.89230769] ; [76.89230769 42.10769231],0
s4,1,0.034321,4.478628,[24 57] ; [ 21 102],[17.86764706 63.13235294] ; [27.13235294 95.86764706],0
a3,1,0.064644,3.414041,[47 33] ; [87 35],[53.06930693 26.93069307] ; [80.93069307 41.06930693],0
p7,1,0.073131,3.211298,[32 48] ; [63 56],[38.19095477 41.80904523] ; [56.80904523 62.19095477],0
p4,1,0.074208,3.187397,[30 49] ; [62 60],[36.15920398 42.84079602] ; [55.84079602 66.15920398],0
s6,1,0.083867,2.988319,[44 35] ; [82 39],[49.77 29.23] ; [76.23 44.77],0
r1,1,0.084668,2.972934,[55 26] ; [96 26],[60.25123153 20.74876847] ; [90.74876847 31.25123153],0
r3,1,0.111242,2.536485,[74  7] ; [102  20],[70.22660099 10.77339901] ; [105.77339901  16.22660099],0
p10,1,0.112823,2.514222,[38 39] ; [73 47],[43.3857868 33.6142132] ; [67.6142132 52.3857868],0
p8,1,0.119454,2.42447,[22 57] ; [47 75],[27.11940299 51.88059701] ; [41.88059701 80.11940299],0
a5,1,0.123967,2.366466,[47 34] ; [85 39],[52.15609756 28.84390244] ; [79.84390244 44.15609756],0
u2,1,0.152249,2.049576,[18 14] ; [14 22],[15.05882353 16.94117647] ; [16.94117647 19.05882353],0
r2,1,0.17216,1.864033,[73  8] ; [116   6],[75.4137931  5.5862069] ; [113.5862069   8.4137931],0
p2,1,0.177105,1.821749,[50 30] ; [88 35],[54.38423645 25.61576355] ; [83.61576355 39.38423645],0
u1,1,0.226017,1.465753,[11 70] ; [25 99],[14.22439024 66.77560976] ; [ 21.77560976 102.22439024],0
d4,1,0.280899,1.162735,[67 14] ; [94 29],[63.92647059 17.07352941] ; [97.07352941 25.92647059],0
a4,1,0.281718,1.158784,[32 49] ; [58 65],[35.73529412 45.26470588] ; [54.26470588 68.73529412],0
a2,1,0.317024,1.001183,[16 65] ; [32 92],[18.96585366 62.03414634] ; [29.03414634 94.96585366],0
b4,1,0.335747,0.926604,[48 33] ; [65 59],[44.64878049 36.35121951] ; [68.35121951 55.64878049],0
v3,1,0.342107,0.90252,[22 52] ; [44 77],[25.04615385 48.95384615] ; [40.95384615 80.04615385],0
r4,1,0.34577,0.888922,[63 18] ; [103  21],[65.5902439 15.4097561] ; [100.4097561  23.5902439],0
u3,1,0.351543,0.867879,[20 12] ; [19 18],[18.08695652 13.91304348] ; [20.91304348 16.08695652],0
d1,1,0.367744,0.811275,[47 34] ; [64 60],[43.85853659 37.14146341] ; [67.14146341 56.85853659],0
p12,1,0.375271,0.786136,[ 1 78] ; [  4 119],[ 1.95544554 77.04455446] ; [  3.04455446 119.95544554],0
d3,1,0.398342,0.713325,[57 23] ; [80 42],[54.25742574 25.74257426] ; [82.74257426 39.25742574],0
p3,1,0.417731,0.65669,[27 52] ; [49 74],[29.72277228 49.27722772] ; [46.27722772 76.72277228],0
p1,1,0.496619,0.462155,[ 5 75] ; [ 11 113],[ 6.2745098 73.7254902] ; [  9.7254902 114.2745098],0
d5,1,0.524249,0.405527,[66 14] ; [97 26],[64.2364532 15.7635468] ; [98.7635468 24.2364532],0
a1,1,0.528125,0.397999,[ 3 78] ; [  7 117],[ 3.95121951 77.04878049] ; [  6.04878049 117.95121951],0
b1,1,0.590356,0.289788,[40 41] ; [66 58],[41.88292683 39.11707317] ; [64.11707317 59.88292683],0
v2,1,0.621131,0.244282,[37 39] ; [55 67],[35.31313131 40.68686869] ; [56.68686869 65.31313131],0
d2,1,0.667719,0.184282,[39 42] ; [63 60],[40.5 40.5] ; [61.5 61.5],0
b5,1,0.686104,0.163336,[52 29] ; [83 41],[53.34146341 27.65853659] ; [81.65853659 42.34146341],0
s3,1,0.691765,0.157182,[40 40] ; [65 58],[41.37931034 38.62068966] ; [63.62068966 59.37931034],0
a7,1,0.719073,0.129382,[58 22] ; [87 37],[56.8627451 23.1372549] ; [88.1372549 35.8627451],0
a6,1,0.734037,0.115437,[50 31] ; [73 50],[48.83823529 32.16176471] ; [74.16176471 48.83823529],0
s5,1,0.776342,0.080707,[23 51] ; [39 79],[23.89583333 50.10416667] ; [38.10416667 79.89583333],0
s2,1,0.839875,0.040826,[39 42] ; [61 62],[39.70588235 41.29411765] ; [60.29411765 62.70588235],0
s1,1,0.90904,0.013053,[ 5 76] ; [  7 114],[ 4.81188119 76.18811881] ; [  7.18811881 113.81188119],0
n3,1,0.918572,0.010452,[21  9] ; [31 14],[20.8  9.2] ; [31.2 13.8],0
