Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.008664,6.890713,[254 122] ; [1 5],[250.9947644 125.0052356] ; [4.0052356 1.9947644],0
b1,1,0.034826,4.453685,[153 224] ; [5 1],[155.52480418 221.47519582] ; [2.47519582 3.52480418],0
p9,1,0.049387,3.862153,[339  35] ; [4 2],[337.58421053  36.41578947] ; [5.41578947 0.58421053],0
a5,1,0.06925,3.300699,[302  75] ; [3 3],[300.22193211  76.77806789] ; [4.77806789 1.22193211],0
r4,1,0.070359,3.274619,[365  12] ; [5 1],[364.20365535  12.79634465] ; [5.79634465 0.20365535],0
v1,1,0.133662,2.249454,[230 134] ; [2 4],[228.23783784 135.76216216] ; [3.76216216 2.23783784],0
p10,1,0.141695,2.159455,[325  48] ; [4 2],[323.79155673  49.20844327] ; [5.20844327 0.79155673],0
r1,1,0.165829,1.920254,[324  51] ; [4 2],[322.83464567  52.16535433] ; [5.16535433 0.83464567],0
s2,1,0.203472,1.617278,[274 100] ; [3 3],[272.62631579 101.37368421] ; [4.37368421 1.62631579],0
p8,1,0.226158,1.464865,[215 156] ; [2 4],[213.5464191 157.4535809] ; [3.4535809 2.5464191],0
p2,1,0.241847,1.369795,[317  59] ; [4 2],[315.95811518  60.04188482] ; [5.04188482 0.95811518],0
s5,1,0.254626,1.297744,[163 195] ; [1 4],[161.74104683 196.25895317] ; [2.25895317 2.74104683],0
a8,1,0.278814,1.172862,[ 57 286] ; [2 4],[ 57.98567335 285.01432665] ; [1.01432665 4.98567335],0
d3,1,0.289521,1.121846,[264 113] ; [3 3],[262.81723238 114.18276762] ; [4.18276762 1.81723238],0
d1,1,0.336257,0.924651,[258 119] ; [3 3],[256.91122715 120.08877285] ; [4.08877285 1.91122715],0
v3,1,0.340513,0.9085,[169 190] ; [4 2],[170.15616438 188.84383562] ; [2.84383562 3.15616438],0
s7,1,0.351655,0.867477,[280  81] ; [3 2],[279.13387978  81.86612022] ; [3.86612022 1.13387978],0
a6,1,0.391502,0.734272,[251 125] ; [5 1],[251.97905759 124.02094241] ; [4.02094241 1.97905759],0
p11,1,0.392259,0.731928,[304  73] ; [4 2],[303.17493473  73.82506527] ; [4.82506527 1.17493473],0
a3,1,0.440527,0.594909,[299  77] ; [4 2],[298.2408377  77.7591623] ; [4.7591623 1.2408377],0
b3,1,0.450612,0.569113,[114 146] ; [1 3],[113.25757576 146.74242424] ; [1.74242424 2.25757576],0
b2,1,0.450612,0.569113,[114 146] ; [1 3],[113.25757576 146.74242424] ; [1.74242424 2.25757576],0
v2,1,0.560304,0.339177,[222 138] ; [3 3],[221.31147541 138.68852459] ; [3.68852459 2.31147541],0
s3,1,0.632279,0.228983,[279  94] ; [5 1],[279.50395778  93.49604222] ; [4.49604222 1.50395778],0
p3,1,0.651133,0.204474,[223 154] ; [3 3],[222.45953003 154.54046997] ; [3.54046997 2.45953003],0
u2,1,0.662887,0.190035,[50 27] ; [1 1],[49.70886076 27.29113924] ; [1.29113924 0.70886076],0
d2,1,0.700295,0.148165,[218 159] ; [3 3],[217.53785901 159.46214099] ; [3.46214099 2.53785901],0
b4,1,0.710211,0.138066,[217 160] ; [3 3],[216.5535248 160.4464752] ; [3.4464752 2.5535248],0
b5,1,0.748505,0.102791,[227 150] ; [4 2],[227.38120104 149.61879896] ; [3.61879896 2.38120104],0
a2,1,0.754905,0.097456,[104 273] ; [2 4],[104.33942559 272.66057441] ; [1.66057441 4.33942559],0
a7,1,0.850614,0.03547,[264 112] ; [4 2],[263.79057592 112.20942408] ; [4.20942408 1.79057592],0
p7,1,0.865669,0.028616,[255 110] ; [4 2],[254.81132075 110.18867925] ; [4.18867925 1.81132075],0
p6,1,0.870341,0.026643,[174 199] ; [3 3],[174.19788918 198.80211082] ; [2.80211082 3.19788918],0
n5,1,0.875697,0.024469,[303  72] ; [5 1],[303.1496063  71.8503937] ; [4.8503937 1.1496063],0
d4,1,0.888586,0.019626,[321  55] ; [5 1],[320.87958115  55.12041885] ; [5.12041885 0.87958115],0
n4,1,0.92626,0.008566,[307  68] ; [5 1],[307.08661417  67.91338583] ; [4.91338583 1.08661417],0
a4,1,0.953723,0.003368,[184 193] ; [3 3],[184.07049608 192.92950392] ; [2.92950392 3.07049608],0
