Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,93.635951,[ 6 48] ; [288  88],[36.92093023 17.07906977] ; [257.07906977 118.92093023],1
d4,1,0.0,85.590124,[25 29] ; [347  29],[46.71627907  7.28372093] ; [325.28372093  50.71627907],1
d2,1,2e-05,18.158773,[16 38] ; [227 149],[30.51627907 23.48372093] ; [212.48372093 163.51627907],1
r3,1,0.000136,14.557317,[47  7] ; [364   9],[51.9765808  2.0234192] ; [359.0234192  13.9765808],1
n4,1,0.000355,12.752904,[34 20] ; [312  62],[43.65420561 10.34579439] ; [302.34579439  71.65420561],1
d3,1,0.000821,11.192993,[30 24] ; [289  87],[40.06046512 13.93953488] ; [278.93953488  97.06046512],1
a4,1,0.000953,10.916935,[17 36] ; [211 164],[28.23364486 24.76635514] ; [199.76635514 175.23364486],1
u1,1,0.003557,8.497267,[ 4 50] ; [ 95 281],[12.43255814 41.56744186] ; [ 86.56744186 289.43255814],0
r2,1,0.006081,7.526093,[47  7] ; [353  15],[51.18483412  2.81516588] ; [348.81516588  19.18483412],0
a2,1,0.008515,6.921924,[ 9 45] ; [130 246],[17.45581395 36.54418605] ; [121.54418605 254.45581395],0
b1,1,0.016448,5.754347,[31 23] ; [151 225],[22.85581395 31.14418605] ; [159.14418605 216.85581395],0
p10,1,0.029274,4.751411,[42 11] ; [334  39],[46.77934272  6.22065728] ; [329.22065728  43.77934272],0
p1,1,0.03136,4.633138,[ 9 45] ; [ 29 345],[ 4.79439252 49.20560748] ; [ 33.20560748 340.79439252],0
a3,1,0.050526,3.823926,[39 15] ; [312  63],[44.18181818  9.81818182] ; [306.81818182  68.18181818],0
p8,1,0.050602,3.821391,[42 10] ; [250 121],[35.89598109 16.10401891] ; [256.10401891 114.89598109],0
v4,1,0.068379,3.321521,[49  5] ; [357  14],[51.58588235  2.41411765] ; [354.41411765  16.58588235],0
v1,1,0.086611,2.93626,[26 28] ; [223 146],[31.78723404 22.21276596] ; [217.21276596 151.78723404],0
p9,1,0.08757,2.918488,[44  9] ; [339  35],[47.53864169  5.46135831] ; [335.46135831  38.53864169],0
v2,1,0.092137,2.83663,[27 25] ; [233 131],[32.5 19.5] ; [227.5 136.5],0
p12,1,0.12101,2.404205,[ 8 46] ; [ 31 342],[ 4.93208431 49.06791569] ; [ 34.06791569 338.93208431],0
s6,1,0.123081,2.37767,[33 20] ; [264 100],[37.74820144 15.25179856] ; [259.25179856 104.74820144],0
n5,1,0.124729,2.356908,[38 16] ; [296  76],[42.33802817 11.66197183] ; [291.66197183  80.33802817],0
n6,1,0.149935,2.072914,[44 10] ; [328  43],[47.26588235  6.73411765] ; [324.73411765  46.26588235],0
a6,1,0.151788,2.054188,[44 10] ; [271 104],[39.65034965 14.34965035] ; [275.34965035  99.65034965],0
r4,1,0.202191,1.626478,[48  6] ; [352  24],[50.23255814  3.76744186] ; [349.76744186  26.23255814],0
s7,1,0.235819,1.405417,[32 18] ; [199 162],[28.10218978 21.89781022] ; [202.89781022 158.10218978],0
u2,1,0.251831,1.31312,[6 9] ; [35 27],[7.98701299 7.01298701] ; [33.01298701 28.98701299],0
b2,1,0.251955,1.312429,[18 17] ; [ 98 140],[14.87179487 20.12820513] ; [101.12820513 136.87179487],0
b3,1,0.251955,1.312429,[18 17] ; [ 98 140],[14.87179487 20.12820513] ; [101.12820513 136.87179487],0
n1,1,0.288664,1.125843,[5 5] ; [22 45],[3.50649351 6.49350649] ; [23.49350649 43.50649351],0
p5,1,0.362491,0.829244,[10 43] ; [ 53 322],[ 7.80140187 45.19859813] ; [ 55.19859813 319.80140187],0
a8,1,0.394961,0.723613,[ 6 42] ; [ 59 280],[ 8.0620155 39.9379845] ; [ 56.9379845 282.0620155],0
s3,1,0.403514,0.697828,[34 20] ; [209 158],[31.16864608 22.83135392] ; [211.83135392 155.16864608],0
s4,1,0.43001,0.622796,[ 7 47] ; [ 64 307],[ 9.02117647 44.97882353] ; [ 61.97882353 309.02117647],0
p2,1,0.448198,0.575205,[48  6] ; [343  30],[49.44730679  4.55269321] ; [341.55269321  31.44730679],0
p4,1,0.456048,0.555576,[42 12] ; [273 101],[39.74299065 14.25700935] ; [275.25700935  98.74299065],0
b4,1,0.530677,0.393095,[28 26] ; [212 164],[30.13953488 23.86046512] ; [209.86046512 166.13953488],0
p6,1,0.557192,0.344589,[28 26] ; [177 195],[25.98591549 28.01408451] ; [179.01408451 192.98591549],0
s5,1,0.623312,0.24124,[21 33] ; [154 209],[22.6618705 31.3381295] ; [152.3381295 210.6618705],0
s2,1,0.630627,0.231211,[27 27] ; [199 173],[28.64788732 25.35211268] ; [197.35211268 174.64788732],0
n2,1,0.63763,0.221855,[7 3] ; [53 16],[7.59493671 2.40506329] ; [52.40506329 16.59493671],0
s1,1,0.657949,0.196024,[ 2 51] ; [ 10 361],[ 1.5 51.5] ; [ 10.5 360.5],0
a7,1,0.664307,0.188334,[41 13] ; [275 101],[39.68372093 14.31627907] ; [276.31627907  99.68372093],0
p3,1,0.674396,0.176503,[36 18] ; [239 136],[34.61538462 19.38461538] ; [240.38461538 134.61538462],0
b5,1,0.744236,0.106438,[33 21] ; [221 155],[31.89767442 22.10232558] ; [222.10232558 153.89767442],0
a1,1,0.760738,0.092728,[ 3 51] ; [ 25 351],[ 3.51627907 50.48372093] ; [ 24.48372093 351.51627907],0
u4,1,0.802902,0.062297,[ 1 53] ; [  9 366],[ 1.25874126 52.74125874] ; [  8.74125874 366.25874126],0
s8,1,0.826875,0.047835,[27 26] ; [196 177],[27.74413146 25.25586854] ; [195.25586854 177.74413146],0
u3,1,0.840468,0.040519,[9 6] ; [36 27],[8.65384615 6.34615385] ; [36.34615385 26.65384615],0
r1,1,0.868871,0.027256,[46  8] ; [320  52],[46.3943662  7.6056338] ; [319.6056338  52.3943662],0
p11,1,0.910052,0.012763,[45  9] ; [311  65],[44.70697674  9.29302326] ; [311.29302326  64.70697674],0
v3,1,0.942495,0.005203,[23 30] ; [159 203],[23.24337349 29.75662651] ; [158.75662651 203.24337349],0
