Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,35.465335,[4 4] ; [87  1],[7.58333333 0.41666667] ; [83.41666667  4.58333333],1
p11,1,0.0,28.155363,[2 6] ; [81  7],[6.91666667 1.08333333] ; [76.08333333 11.91666667],1
p2,1,0.004676,8.000785,[5 3] ; [81  6],[7.24210526 0.75789474] ; [78.75789474  8.24210526],0
a7,1,0.005297,7.775207,[2 6] ; [64 24],[5.5 2.5] ; [60.5 27.5],0
v2,1,0.006298,7.463028,[1 7] ; [53 32],[4.64516129 3.35483871] ; [49.35483871 35.64516129],0
a5,1,0.010515,6.545455,[3 5] ; [69 19],[6. 2.] ; [66. 22.],0
s1,1,0.022119,5.236364,[2 6] ; [ 4 84],[0.5 7.5] ; [ 5.5 82.5],0
a6,1,0.034722,4.458812,[2 6] ; [55 32],[4.8 3.2] ; [52.2 34.8],0
a3,1,0.071481,3.248687,[4 4] ; [69 19],[6.08333333 1.91666667] ; [66.91666667 21.08333333],0
d4,1,0.078451,3.096713,[5 3] ; [75 12],[6.73684211 1.26315789] ; [73.26315789 13.73684211],0
p7,1,0.135804,2.224874,[5 3] ; [72 14],[6.55319149 1.44680851] ; [70.44680851 15.55319149],0
b1,1,0.166241,1.916515,[5 3] ; [33 55],[3.16666667 4.83333333] ; [34.83333333 53.16666667],0
p8,1,0.225368,1.469856,[5 3] ; [71 17],[6.33333333 1.66666667] ; [69.66666667 18.33333333],0
v1,1,0.229448,1.444282,[4 4] ; [60 25],[5.50537634 2.49462366] ; [58.49462366 26.50537634],0
s7,1,0.265621,1.239223,[7 1] ; [57 26],[5.62637363 2.37362637] ; [58.37362637 24.62637363],0
b3,1,0.281991,1.157468,[2 5] ; [31 31],[3.34782609 3.65217391] ; [29.65217391 32.34782609],0
b2,1,0.281991,1.157468,[2 5] ; [31 31],[3.34782609 3.65217391] ; [29.65217391 32.34782609],0
s5,1,0.306861,1.044138,[4 4] ; [55 26],[5.30337079 2.69662921] ; [53.69662921 27.30337079],0
b5,1,0.32307,0.976478,[5 3] ; [39 49],[3.66666667 4.33333333] ; [40.33333333 47.66666667],0
s2,1,0.347292,0.883327,[6 2] ; [51 37],[4.75 3.25] ; [52.25 35.75],0
b4,1,0.347292,0.883327,[6 2] ; [51 37],[4.75 3.25] ; [52.25 35.75],0
p6,1,0.434877,0.609764,[4 4] ; [55 31],[5.0212766 2.9787234] ; [53.9787234 32.0212766],0
p1,1,0.440519,0.59493,[3 5] ; [22 66],[2.08333333 5.91666667] ; [22.91666667 65.08333333],0
d2,1,0.441266,0.592988,[3 5] ; [45 42],[4.04210526 3.95789474] ; [43.95789474 43.04210526],0
n6,1,0.452398,0.564636,[7 1] ; [82  5],[7.49473684 0.50526316] ; [81.50526316  5.49473684],0
a8,1,0.460932,0.543629,[2 6] ; [12 68],[1.27272727 6.72727273] ; [12.72727273 67.27272727],0
u2,1,0.482016,0.494298,[2 2] ; [13  6],[2.60869565 1.39130435] ; [12.39130435  6.60869565],0
d1,1,0.486734,0.483738,[4 4] ; [55 33],[4.91666667 3.08333333] ; [54.08333333 33.91666667],0
u1,1,0.572559,0.318419,[2 6] ; [15 73],[1.41666667 6.58333333] ; [15.58333333 72.41666667],0
d3,1,0.587082,0.294925,[6 2] ; [57 30],[5.30526316 2.69473684] ; [57.69473684 29.30526316],0
v3,1,0.628731,0.233786,[4 4] ; [50 35],[4.64516129 3.35483871] ; [49.35483871 35.64516129],0
r1,1,0.636178,0.223776,[7 1] ; [71 17],[6.5 1.5] ; [71.5 16.5],0
u3,1,0.651291,0.204276,[3 1] ; [12  7],[2.60869565 1.39130435] ; [12.39130435  6.60869565],0
r2,1,0.656058,0.198347,[7 1] ; [81  7],[7.33333333 0.66666667] ; [80.66666667  7.33333333],0
p3,1,0.774744,0.081897,[6 2] ; [69 18],[6.31578947 1.68421053] ; [68.68421053 18.31578947],0
d5,1,0.774744,0.081897,[6 2] ; [69 18],[6.31578947 1.68421053] ; [68.68421053 18.31578947],0
a4,1,0.802839,0.062338,[3 5] ; [37 51],[3.33333333 4.66666667] ; [36.66666667 51.33333333],0
p4,1,0.849246,0.036131,[7 1] ; [78  9],[7.15789474 0.84210526] ; [77.84210526  9.15789474],0
a1,1,0.928339,0.008088,[1 7] ; [12 76],[1.08333333 6.91666667] ; [11.91666667 76.08333333],0
s8,1,0.930093,0.007696,[5 3] ; [53 34],[4.88421053 3.11578947] ; [53.11578947 33.88421053],0
