Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.027656,4.849384,[22 34] ; [17  9],[26.63414634 29.36585366] ; [12.36585366 13.63414634],0
s4,1,0.029715,4.725733,[ 9 48] ; [10 17],[12.89285714 44.10714286] ; [ 6.10714286 20.89285714],0
a6,1,0.034954,4.447445,[42 14] ; [14 13],[37.78313253 18.21686747] ; [18.21686747  8.78313253],0
b3,1,0.048433,3.894905,[ 6 27] ; [ 9 12],[ 9.16666667 23.83333333] ; [ 5.83333333 15.16666667],0
b2,1,0.048433,3.894905,[ 6 27] ; [ 9 12],[ 9.16666667 23.83333333] ; [ 5.83333333 15.16666667],0
a2,1,0.061503,3.496388,[14 43] ; [ 2 25],[10.85714286 46.14285714] ; [ 5.14285714 21.85714286],0
a7,1,0.070671,3.26736,[41 16] ; [14 13],[37.32142857 19.67857143] ; [17.67857143  9.32142857],0
b5,1,0.073955,3.192982,[39 18] ; [13 14],[35.28571429 21.71428571] ; [16.71428571 10.28571429],0
p3,1,0.075561,3.157895,[20 37] ; [15 12],[23.75 33.25] ; [11.25 15.75],0
n3,1,0.089423,2.884737,[12  3] ; [7 7],[9.82758621 5.17241379] ; [9.17241379 4.82758621],0
s3,1,0.109654,2.559205,[36 20] ; [22  5],[39.13253012 16.86746988] ; [18.86746988  8.13253012],0
n4,1,0.137382,2.207043,[31 26] ; [10 17],[27.82142857 29.17857143] ; [13.17857143 13.82142857],0
p5,1,0.176217,1.829243,[ 2 54] ; [ 3 24],[ 3.37349398 52.62650602] ; [ 1.62650602 25.37349398],0
s8,1,0.187273,1.738942,[25 32] ; [16 11],[27.82142857 29.17857143] ; [13.17857143 13.82142857],0
d4,1,0.190353,1.71488,[43 13] ; [24  3],[45.20481928 10.79518072] ; [21.79518072  5.20481928],0
p12,1,0.192276,1.700094,[ 1 56] ; [ 2 25],[ 2.03571429 54.96428571] ; [ 0.96428571 26.03571429],0
n5,1,0.20721,1.590812,[29 27] ; [10 17],[26.31325301 29.68674699] ; [12.68674699 14.31325301],0
r4,1,0.207403,1.589462,[47 10] ; [19  8],[44.78571429 12.21428571] ; [21.21428571  5.78571429],0
u1,1,0.211055,1.564174,[ 7 50] ; [ 1 26],[ 5.42857143 51.57142857] ; [ 2.57142857 24.42857143],0
s2,1,0.224765,1.473684,[30 27] ; [18  9],[32.57142857 24.42857143] ; [15.42857143 11.57142857],0
a4,1,0.233575,1.418959,[20 37] ; [ 6 21],[17.64285714 39.35714286] ; [ 8.35714286 18.64285714],0
v3,1,0.257909,1.279946,[16 35] ; [ 5 21],[13.90909091 37.09090909] ; [ 7.09090909 18.90909091],0
u2,1,0.328626,0.954305,[16  6] ; [8 1],[17.03225806  4.96774194] ; [6.96774194 2.03225806],0
p1,1,0.33108,0.944669,[ 3 54] ; [ 3 24],[ 4.07142857 52.92857143] ; [ 1.92857143 25.07142857],0
a8,1,0.390232,0.73822,[ 7 43] ; [ 2 25],[ 5.84415584 44.15584416] ; [ 3.15584416 23.84415584],0
b1,1,0.394599,0.724722,[31 26] ; [12 15],[29.17857143 27.82142857] ; [13.82142857 13.17857143],0
a1,1,0.433273,0.614035,[ 2 55] ; [ 2 25],[ 2.71428571 54.28571429] ; [ 1.28571429 25.71428571],0
r1,1,0.438983,0.598939,[44 13] ; [18  8],[42.57831325 14.42168675] ; [19.42168675  6.57831325],0
p8,1,0.516306,0.421265,[28 28] ; [11 15],[26.63414634 29.36585366] ; [12.36585366 13.63414634],0
v1,1,0.517363,0.419147,[27 29] ; [14 11],[28.34567901 27.65432099] ; [12.65432099 12.34567901],0
a3,1,0.53622,0.382591,[34 23] ; [18  9],[35.28571429 21.71428571] ; [16.71428571 10.28571429],0
v4,1,0.542207,0.371464,[52  4] ; [24  3],[51.27710843  4.72289157] ; [24.72289157  2.27710843],0
n2,1,0.564144,0.332579,[13  2] ; [11  3],[12.4137931  2.5862069] ; [11.5862069  2.4137931],0
d1,1,0.5687,0.324862,[30 27] ; [16 11],[31.21428571 25.78571429] ; [14.78571429 12.21428571],0
v2,1,0.569838,0.322954,[28 23] ; [13 14],[26.80769231 24.19230769] ; [14.19230769 12.80769231],0
p10,1,0.582816,0.301704,[36 20] ; [19  8],[37.10843373 18.89156627] ; [17.89156627  9.10843373],0
p2,1,0.610078,0.260062,[47 10] ; [21  6],[46.14285714 10.85714286] ; [21.85714286  5.14285714],0
p6,1,0.615629,0.252059,[14 41] ; [ 8 18],[14.9382716 40.0617284] ; [ 7.0617284 18.9382716],0
p11,1,0.62018,0.245614,[39 18] ; [17 10],[38. 19.] ; [18.  9.],0
p9,1,0.654132,0.200731,[41 15] ; [21  6],[41.8313253 14.1686747] ; [20.1686747  6.8313253],0
d2,1,0.654345,0.200466,[22 34] ; [12 15],[22.93975904 33.06024096] ; [11.06024096 15.93975904],0
b4,1,0.674356,0.176548,[31 26] ; [16 11],[31.89285714 25.10714286] ; [15.10714286 11.89285714],0
p7,1,0.694437,0.154324,[35 18] ; [16 10],[34.21518987 18.78481013] ; [16.78481013  9.21518987],0
p4,1,0.712275,0.136015,[32 25] ; [14 13],[31.21428571 25.78571429] ; [14.78571429 12.21428571],0
r3,1,0.713034,0.135265,[53  3] ; [25  2],[52.62650602  3.37349398] ; [25.37349398  1.62650602],0
r2,1,0.734103,0.115378,[48  8] ; [23  3],[48.48780488  7.51219512] ; [22.51219512  3.48780488],0
u3,1,0.735785,0.113866,[16  6] ; [6 3],[15.61290323  6.38709677] ; [6.38709677 2.61290323],0
d5,1,0.78161,0.076852,[42 14] ; [21  6],[42.5060241 13.4939759] ; [20.4939759  6.5060241],0
a5,1,0.86176,0.030323,[37 20] ; [17 10],[36.64285714 20.35714286] ; [17.35714286  9.64285714],0
n1,1,0.875948,0.02437,[6 9] ; [6 8],[6.20689655 8.79310345] ; [5.79310345 8.20689655],0
d3,1,0.957147,0.002887,[37 19] ; [18  9],[37.10843373 18.89156627] ; [17.89156627  9.10843373],0
