Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.496504,[6 4] ; [443  23],[9.43277311 0.56722689] ; [439.56722689  26.43277311],1
r1,1,0.016067,5.795531,[6 4] ; [402  62],[8.60759494 1.39240506] ; [399.39240506  64.60759494],0
p11,1,0.017495,5.646026,[5 5] ; [375  91],[7.98319328 2.01680672] ; [372.01680672  93.98319328],0
b1,1,0.01849,5.549116,[7 3] ; [159 307],[3.48739496 6.51260504] ; [162.51260504 303.48739496],0
a6,1,0.034897,4.450198,[4 6] ; [328 135],[7.01902748 2.98097252] ; [324.98097252 138.01902748],0
n1,1,0.036392,4.378619,[4 1] ; [29 57],[1.81318681 3.18681319] ; [31.18681319 54.81318681],0
p10,1,0.04535,4.00559,[6 4] ; [384  74],[8.33333333 1.66666667] ; [381.66666667  76.33333333],0
a7,1,0.054974,3.682881,[5 5] ; [354 110],[7.57383966 2.42616034] ; [351.42616034 112.57383966],0
s1,1,0.06011,3.534344,[1 9] ; [  8 450],[0.19230769 9.80769231] ; [  8.80769231 449.19230769],0
v1,1,0.095646,2.776684,[4 6] ; [299 158],[6.4882227 3.5117773] ; [296.5117773 160.4882227],0
p9,1,0.115133,2.48231,[7 3] ; [398  59],[8.67237687 1.32762313] ; [396.32762313  60.67237687],0
a5,1,0.143311,2.142041,[6 4] ; [368  97],[7.87368421 2.12631579] ; [366.12631579  98.87368421],0
p1,1,0.147198,2.101052,[2 8] ; [ 35 428],[0.78224101 9.21775899] ; [ 36.21775899 426.78224101],0
d4,1,0.153492,2.037198,[7 3] ; [399  65],[8.56540084 1.43459916] ; [397.43459916  66.56540084],0
b5,1,0.185211,1.755303,[8 2] ; [276 190],[5.96638655 4.03361345] ; [278.03361345 187.96638655],0
s6,1,0.208097,1.584614,[5 5] ; [312 142],[6.83189655 3.16810345] ; [310.16810345 143.83189655],0
p7,1,0.237902,1.392984,[5 5] ; [306 146],[6.73160173 3.26839827] ; [304.26839827 147.73160173],0
p2,1,0.247831,1.335489,[7 3] ; [386  75],[8.34394904 1.65605096] ; [384.65605096  76.34394904],0
n5,1,0.270896,1.212204,[9 1] ; [344 116],[7.5106383 2.4893617] ; [345.4893617 114.5106383],0
v3,1,0.278145,1.176132,[4 6] ; [259 194],[5.68034557 4.31965443] ; [257.31965443 195.68034557],0
a3,1,0.281959,1.157624,[9 1] ; [349 115],[7.55274262 2.44725738] ; [350.44725738 113.55274262],0
s3,1,0.289247,1.123122,[4 6] ; [259 197],[5.64377682 4.35622318] ; [257.35622318 198.64377682],0
n3,1,0.33822,0.917167,[3 2] ; [69 19],[3.87096774 1.12903226] ; [68.12903226 19.87096774],0
p5,1,0.35912,0.840967,[2 8] ; [ 50 412],[1.10169492 8.89830508] ; [ 50.89830508 411.10169492],0
d3,1,0.386233,0.750767,[6 4] ; [336 128],[7.21518987 2.78481013] ; [334.78481013 129.21518987],0
s7,1,0.389567,0.740293,[4 6] ; [238 205],[5.34216336 4.65783664] ; [236.65783664 206.34216336],0
d2,1,0.446563,0.57936,[4 6] ; [242 222],[5.18987342 4.81012658] ; [240.81012658 223.18987342],0
p6,1,0.484069,0.489684,[5 5] ; [177 276],[3.93088553 6.06911447] ; [178.06911447 274.93088553],0
n4,1,0.509507,0.43508,[7 3] ; [365  99],[7.84810127 2.15189873] ; [364.15189873  99.84810127],0
b4,1,0.53471,0.385432,[7 3] ; [281 185],[6.05042017 3.94957983] ; [281.94957983 184.05042017],0
n6,1,0.551916,0.353897,[8 2] ; [398  62],[8.63829787 1.36170213] ; [397.36170213  62.63829787],0
p4,1,0.602615,0.27107,[7 3] ; [283 174],[6.20985011 3.79014989] ; [283.79014989 173.20985011],0
s8,1,0.609524,0.260868,[4 6] ; [222 239],[4.79830149 5.20169851] ; [221.20169851 239.79830149],0
a2,1,0.64933,0.206746,[2 8] ; [123 343],[2.62605042 7.37394958] ; [122.37394958 343.62605042],0
d5,1,0.696811,0.151811,[8 2] ; [393  72],[8.44210526 1.55789474] ; [392.55789474  72.44210526],0
s4,1,0.699037,0.149475,[1 9] ; [ 66 395],[1.42250531 8.57749469] ; [ 65.57749469 395.42250531],0
a4,1,0.710758,0.137521,[4 6] ; [213 251],[4.57805907 5.42194093] ; [212.42194093 251.57805907],0
p8,1,0.736524,0.113205,[6 4] ; [247 205],[5.47619048 4.52380952] ; [247.52380952 204.47619048],0
p3,1,0.742788,0.107691,[5 5] ; [254 206],[5.5106383 4.4893617] ; [253.4893617 206.5106383],0
d1,1,0.774984,0.081717,[6 4] ; [300 166],[6.42857143 3.57142857] ; [299.57142857 166.42857143],0
s2,1,0.81174,0.056731,[5 5] ; [248 213],[5.37154989 4.62845011] ; [247.62845011 213.37154989],0
s5,1,0.842734,0.039362,[4 6] ; [164 280],[3.70044053 6.29955947] ; [164.29955947 279.70044053],0
p12,1,0.928402,0.008074,[1 9] ; [ 42 416],[0.91880342 9.08119658] ; [ 42.08119658 415.91880342],0
b2,1,0.934,0.006858,[3 5] ; [111 174],[3.11262799 4.88737201] ; [110.88737201 174.11262799],0
b3,1,0.934,0.006858,[3 5] ; [111 174],[3.11262799 4.88737201] ; [110.88737201 174.11262799],0
u1,1,0.962915,0.002162,[2 8] ; [ 96 370],[2.05882353 7.94117647] ; [ 95.94117647 370.05882353],0
