Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.187319,[3 4] ; [152  11],[6.38235294 0.61764706] ; [148.61764706  14.38235294],1
v2,1,0.012122,6.292931,[1 6] ; [94 58],[4.18238994 2.81761006] ; [90.81761006 61.18238994],0
p11,1,0.016628,5.735225,[2 5] ; [116  47],[4.85882353 2.14117647] ; [113.14117647  49.85882353],0
s6,1,0.040751,4.186349,[4 3] ; [138  23],[5.91666667 1.08333333] ; [136.08333333  24.91666667],0
b5,1,0.074763,3.175225,[3 4] ; [120  43],[5.06470588 1.93529412] ; [117.93529412  45.06470588],0
p7,1,0.076272,3.142604,[1 6] ; [78 83],[3.29166667 3.70833333] ; [75.70833333 85.29166667],0
r1,1,0.089069,2.891125,[4 3] ; [133  28],[5.70833333 1.29166667] ; [131.29166667  29.70833333],0
n1,1,0.115615,2.47574,[4 1] ; [18 24],[2.34042553 2.65957447] ; [19.65957447 22.34042553],0
v1,1,0.155221,2.020178,[2 5] ; [85 67],[3.83018868 3.16981132] ; [83.16981132 68.83018868],0
r2,1,0.163187,1.944444,[5 1] ; [155   7],[5.71428571 0.28571429] ; [154.28571429   7.71428571],0
d3,1,0.23106,1.434326,[3 4] ; [106  57],[4.48823529 2.51176471] ; [104.51176471  58.48823529],0
p5,1,0.234855,1.411212,[1 6] ; [  7 151],[0.33939394 6.66060606] ; [  7.66060606 150.33939394],0
n3,1,0.281374,1.16044,[2 2] ; [33 11],[2.91666667 1.08333333] ; [32.08333333 11.91666667],0
u3,1,0.28902,1.124183,[1 1] ; [30  7],[1.58974359 0.41025641] ; [29.41025641  7.58974359],0
d1,1,0.30979,1.031571,[3 4] ; [101  62],[4.28235294 2.71764706] ; [99.71764706 63.28235294],0
a2,1,0.310381,1.029054,[1 6] ; [ 53 110],[2.22352941 4.77647059] ; [ 51.77647059 111.22352941],0
s2,1,0.348242,0.879854,[4 3] ; [118  43],[5.08333333 1.91666667] ; [116.91666667  44.08333333],0
p10,1,0.393013,0.729598,[5 2] ; [134  26],[5.82634731 1.17365269] ; [133.17365269  26.82634731],0
b4,1,0.399491,0.709859,[3 4] ; [96 67],[4.07647059 2.92352941] ; [94.92352941 68.07647059],0
n5,1,0.409778,0.679444,[6 1] ; [115  46],[5.04166667 1.95833333] ; [115.95833333  45.04166667],0
u1,1,0.419555,0.65156,[1 6] ; [ 46 117],[1.93529412 5.06470588] ; [ 45.06470588 117.93529412],0
a7,1,0.425272,0.6357,[4 3] ; [116  47],[4.94117647 2.05882353] ; [115.05882353  47.94117647],0
p3,1,0.432813,0.615263,[2 5] ; [71 92],[3.00588235 3.99411765] ; [69.99411765 93.00588235],0
u2,1,0.434519,0.610714,[1 1] ; [27  9],[1.47368421 0.52631579] ; [26.52631579  9.47368421],0
p6,1,0.471873,0.517587,[3 4] ; [ 49 114],[2.14117647 4.85882353] ; [ 49.85882353 113.14117647],0
a6,1,0.495655,0.464228,[4 3] ; [113  50],[4.81764706 2.18235294] ; [112.18235294  50.81764706],0
p1,1,0.499692,0.45559,[1 6] ; [ 12 151],[0.53529412 6.46470588] ; [ 12.46470588 150.53529412],0
d4,1,0.531488,0.391545,[5 2] ; [132  31],[5.64117647 1.35882353] ; [131.35882353  31.64117647],0
s5,1,0.550188,0.35698,[3 3] ; [58 95],[2.30188679 3.69811321] ; [58.69811321 94.30188679],0
p4,1,0.585149,0.297984,[3 4] ; [87 76],[3.70588235 3.29411765] ; [86.29411765 76.70588235],0
n2,1,0.586893,0.295223,[4 1] ; [30 14],[3.46938776 1.53061224] ; [30.53061224 13.46938776],0
b2,1,0.626253,0.237176,[3 3] ; [48 72],[2.42857143 3.57142857] ; [48.57142857 71.42857143],0
b3,1,0.626253,0.237176,[3 3] ; [48 72],[2.42857143 3.57142857] ; [48.57142857 71.42857143],0
a4,1,0.630049,0.231995,[3 4] ; [85 78],[3.62352941 3.37647059] ; [84.37647059 78.62352941],0
n4,1,0.688859,0.160324,[6 1] ; [128  33],[5.58333333 1.41666667] ; [128.41666667  32.58333333],0
a3,1,0.717489,0.130911,[5 2] ; [126  37],[5.39411765 1.60588235] ; [125.60588235  37.39411765],0
a5,1,0.717489,0.130911,[5 2] ; [126  37],[5.39411765 1.60588235] ; [125.60588235  37.39411765],0
s4,1,0.748457,0.102832,[1 6] ; [ 31 131],[1.32544379 5.67455621] ; [ 30.67455621 131.32544379],0
s7,1,0.751582,0.100206,[5 2] ; [118  36],[5.34782609 1.65217391] ; [117.65217391  36.34782609],0
d2,1,0.797197,0.066037,[4 3] ; [101  62],[4.32352941 2.67647059] ; [100.67647059  62.32352941],0
d5,1,0.873897,0.025189,[6 1] ; [143  20],[6.13529412 0.86470588] ; [142.86470588  20.13529412],0
n6,1,0.900767,0.015548,[6 1] ; [136  26],[5.8816568 1.1183432] ; [136.1183432  25.8816568],0
b1,1,0.952274,0.003582,[3 4] ; [68 95],[2.92352941 4.07647059] ; [68.07647059 94.92352941],0
p2,1,0.960256,0.002483,[5 2] ; [115  48],[4.94117647 2.05882353] ; [115.05882353  47.94117647],0
p9,1,0.962673,0.00219,[6 1] ; [139  22],[6.04166667 0.95833333] ; [138.95833333  22.04166667],0
s3,1,0.97949,0.000661,[5 2] ; [115  45],[5.02994012 1.97005988] ; [114.97005988  45.02994012],0
v3,1,0.980172,0.000618,[3 4] ; [65 85],[3.03184713 3.96815287] ; [64.96815287 85.03184713],0
