Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2e-06,23.10544,[156 151] ; [16 62],[137.15324675 169.84675325] ; [34.84675325 43.15324675],1
p11,1,1.1e-05,19.341487,[277  34] ; [54 24],[264.62982005  46.37017995] ; [66.37017995 11.62982005],1
p3,1,3.1e-05,17.347765,[205 105] ; [31 46],[189.04392765 120.95607235] ; [46.95607235 30.04392765],1
p4,1,0.000292,13.118312,[235  75] ; [43 35],[222.11340206  87.88659794] ; [55.88659794 22.11340206],1
s5,1,0.001394,10.213256,[115 189] ; [14 62],[103.2 200.8] ; [25.8 50.2],0
p2,1,0.002559,9.098083,[286  24] ; [63 15],[278.84020619  31.15979381] ; [70.15979381  7.84020619],0
d5,1,0.005479,7.71406,[254  55] ; [53 25],[245.12403101  63.87596899] ; [61.87596899 16.12403101],0
n4,1,0.012646,6.217962,[255  56] ; [54 24],[247.04113111  63.95886889] ; [61.95886889 16.04113111],0
s8,1,0.032056,4.595491,[154 154] ; [28 49],[145.6 162.4] ; [36.4 40.6],0
p10,1,0.033991,4.495164,[271  39] ; [60 17],[265.14211886  44.85788114] ; [65.85788114 11.14211886],0
n3,1,0.039682,4.231426,[34 12] ; [ 9 10],[30.43076923 15.56923077] ; [12.56923077  6.43076923],0
r3,1,0.0417,4.147333,[299  11] ; [71  7],[295.6185567  14.3814433] ; [74.3814433  3.6185567],0
r4,1,0.043625,4.071017,[292  19] ; [68 10],[287.81491003  23.18508997] ; [72.18508997  5.81491003],0
s6,1,0.044215,4.048324,[204  99] ; [43 35],[196.43307087 106.56692913] ; [50.56692913 27.43307087],0
a3,1,0.046454,3.965067,[228  81] ; [48 29],[220.94300518  88.05699482] ; [55.05699482 21.94300518],0
v4,1,0.051504,3.791805,[299   9] ; [72  6],[296.03108808  11.96891192] ; [74.96891192  3.03108808],0
a8,1,0.058216,3.587493,[ 52 232] ; [ 6 62],[ 46.79545455 237.20454545] ; [11.20454545 56.79545455],0
a1,1,0.061465,3.497419,[ 21 290] ; [ 1 77],[ 17.58868895 293.41131105] ; [ 4.41131105 73.58868895],0
v1,1,0.069426,3.296542,[188 118] ; [38 38],[181.03664921 124.96335079] ; [44.96335079 31.03664921],0
v2,1,0.070775,3.264945,[193 109] ; [40 36],[186.15343915 115.84656085] ; [46.84656085 29.15343915],0
v3,1,0.09992,2.70682,[143 159] ; [28 48],[136.61904762 165.38095238] ; [34.38095238 41.61904762],0
d3,1,0.107286,2.593756,[220  90] ; [48 30],[214.12371134  95.87628866] ; [53.87628866 24.12371134],0
n6,1,0.116738,2.460543,[269  38] ; [63 15],[264.73766234  42.26233766] ; [67.26233766 10.73766234],0
s7,1,0.127444,2.32336,[150 143] ; [31 44],[144.11141304 148.88858696] ; [36.88858696 38.11141304],0
n1,1,0.131255,2.277603,[15 31] ; [10  9],[17.69230769 28.30769231] ; [ 7.30769231 11.69230769],0
