Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,7e-06,20.068518,[19  4] ; [14 38],[10.12 12.88] ; [22.88 29.12],1
s2,1,0.000407,12.499778,[16  7] ; [14 39],[ 9.07894737 13.92105263] ; [20.92105263 32.07894737],1
s3,1,0.001915,9.629431,[16  6] ; [17 34],[ 9.94520548 12.05479452] ; [23.05479452 27.94520548],0
s6,1,0.006021,7.543888,[17  6] ; [21 32],[11.5 11.5] ; [26.5 26.5],0
p6,1,0.010983,6.467989,[11 12] ; [10 42],[ 6.44 16.56] ; [14.56 37.44],0
v3,1,0.031508,4.625048,[ 9 15] ; [ 8 44],[ 5.36842105 18.63157895] ; [11.63157895 40.36842105],0
p7,1,0.059548,3.549938,[15  7] ; [23 29],[11.2972973 10.7027027] ; [26.7027027 25.2972973],0
n5,1,0.071271,3.253492,[19  4] ; [32 20],[15.64  7.36] ; [35.36 16.64],0
r3,1,0.072247,3.231215,[21  3] ; [34 16],[17.83783784  6.16216216] ; [37.16216216 12.83783784],0
p10,1,0.083376,2.997842,[19  3] ; [34 17],[15.97260274  6.02739726] ; [37.02739726 13.97260274],0
p8,1,0.105335,2.622854,[14 10] ; [20 32],[10.73684211 13.26315789] ; [23.26315789 28.73684211],0
p4,1,0.120412,2.411948,[15  9] ; [23 30],[11.84415584 12.15584416] ; [26.15584416 26.84415584],0
p3,1,0.13188,2.27023,[11 13] ; [15 38],[ 8.1038961 15.8961039] ; [17.8961039 35.1038961],0
n1,1,0.13244,2.263673,[6 4] ; [ 7 15],[4.0625 5.9375] ; [ 8.9375 13.0625],0
n4,1,0.137855,2.201736,[18  6] ; [31 23],[15.07692308  8.92307692] ; [33.92307692 20.07692308],0
d3,1,0.141032,2.166667,[ 9 15] ; [30 24],[12. 12.] ; [27. 27.],0
a3,1,0.155745,2.015059,[17  7] ; [29 25],[14.15384615  9.84615385] ; [31.84615385 22.15384615],0
b4,1,0.162587,1.95,[12 12] ; [36 18],[14.76923077  9.23076923] ; [33.23076923 20.76923077],0
