Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.00022,13.653335,[18 22] ; [12 71],[ 9.75609756 30.24390244] ; [20.24390244 62.75609756],1
p7,1,0.000709,11.465527,[25 16] ; [24 58],[16.33333333 24.66666667] ; [32.66666667 49.33333333],1
p2,1,0.001174,10.530708,[29 12] ; [33 50],[20.5 20.5] ; [41.5 41.5],0
r4,1,0.001761,9.783838,[34  7] ; [45 38],[26.12096774 14.87903226] ; [52.87903226 30.12096774],0
p3,1,0.001822,9.720968,[17 24] ; [13 69],[10. 31.] ; [20. 62.],0
s6,1,0.004355,8.129544,[18 23] ; [16 66],[11.33333333 29.66666667] ; [22.66666667 59.33333333],0
r3,1,0.006789,7.328071,[37  4] ; [55 26],[30.91803279 10.08196721] ; [61.08196721 19.91803279],0
p6,1,0.028981,4.768721,[11 30] ; [ 9 71],[ 6.7768595 34.2231405] ; [13.2231405 66.7768595],0
n6,1,0.034427,4.473375,[29 11] ; [43 39],[23.60655738 16.39344262] ; [48.39344262 33.60655738],0
v4,1,0.040975,4.177055,[36  5] ; [57 23],[31.51239669  9.48760331] ; [61.48760331 18.51239669],0
s3,1,0.045949,3.983477,[16 25] ; [18 64],[11.33333333 29.66666667] ; [22.66666667 59.33333333],0
d3,1,0.04762,3.923357,[27 14] ; [39 44],[21.82258065 19.17741935] ; [44.17741935 38.82258065],0
a7,1,0.077828,3.109692,[30 11] ; [46 35],[25.54098361 15.45901639] ; [50.45901639 30.54098361],0
a3,1,0.097102,2.752516,[17 24] ; [47 35],[21.33333333 19.66666667] ; [42.66666667 39.33333333],0
p11,1,0.110518,2.546796,[22 19] ; [32 51],[17.85483871 23.14516129] ; [36.14516129 46.85483871],0
r2,1,0.120583,2.409728,[37  4] ; [64 17],[33.94262295  7.05737705] ; [67.05737705 13.94262295],0
a4,1,0.133466,2.251716,[11 29] ; [34 48],[14.75409836 25.24590164] ; [30.24590164 51.75409836],0
s1,1,0.162847,1.947591,[ 4 36] ; [ 3 78],[ 2.31404959 37.68595041] ; [ 4.68595041 76.31404959],0
p10,1,0.169846,1.884301,[11 29] ; [14 69],[ 8.1300813 31.8699187] ; [16.8699187 66.1300813],0
d5,1,0.187753,1.735164,[31 10] ; [53 30],[27.77419355 13.22580645] ; [56.22580645 26.77419355],0
a1,1,0.20114,1.634075,[ 1 40] ; [ 7 76],[ 2.64516129 38.35483871] ; [ 5.35483871 77.64516129],0
u2,1,0.212405,1.554957,[ 8 15] ; [18 17],[10.31034483 12.68965517] ; [15.68965517 19.31034483],0
v2,1,0.21716,1.52304,[18 23] ; [26 54],[14.90909091 26.09090909] ; [29.09090909 50.90909091],0
a5,1,0.220963,1.498105,[26 15] ; [43 40],[22.81451613 18.18548387] ; [46.18548387 36.81451613],0
r1,1,0.226249,1.464286,[30 11] ; [51 31],[27. 14.] ; [54. 28.],0
u1,1,0.289008,1.124238,[ 6 35] ; [ 7 76],[ 4.2983871 36.7016129] ; [ 8.7016129 74.2983871],0
s5,1,0.29174,1.111576,[ 8 33] ; [10 71],[ 6.04918033 34.95081967] ; [11.95081967 69.04918033],0
a2,1,0.402535,0.700739,[ 5 36] ; [15 68],[ 6.61290323 34.38709677] ; [13.38709677 69.61290323],0
b2,1,0.404296,0.695511,[ 8 23] ; [16 30],[ 9.66233766 21.33766234] ; [14.33766234 31.66233766],0
b3,1,0.404296,0.695511,[ 8 23] ; [16 30],[ 9.66233766 21.33766234] ; [14.33766234 31.66233766],0
n3,1,0.446639,0.579167,[9 4] ; [20 15],[7.85416667 5.14583333] ; [21.14583333 13.85416667],0
p1,1,0.462651,0.539474,[ 4 37] ; [ 5 77],[ 3. 38.] ; [ 6. 76.],0
n1,1,0.469909,0.522189,[4 9] ; [16 22],[5.09803922 7.90196078] ; [14.90196078 23.09803922],0
b4,1,0.479276,0.500511,[24 17] ; [54 29],[25.79032258 15.20967742] ; [52.20967742 30.79032258],0
s7,1,0.522155,0.409634,[ 9 32] ; [13 63],[ 7.70940171 33.29059829] ; [14.29059829 61.70940171],0
b1,1,0.560868,0.338204,[24 17] ; [44 39],[22.48387097 18.51612903] ; [45.51612903 37.48387097],0
a6,1,0.567898,0.326213,[23 18] ; [51 32],[24.46774194 16.53225806] ; [49.53225806 33.46774194],0
a8,1,0.581133,0.304406,[ 3 35] ; [ 4 72],[ 2.33333333 35.66666667] ; [ 4.66666667 71.33333333],0
n2,1,0.668691,0.183137,[7 5] ; [20 19],[6.35294118 5.64705882] ; [20.64705882 18.35294118],0
s8,1,0.678316,0.172028,[ 5 36] ; [ 8 74],[ 4.33333333 36.66666667] ; [ 8.66666667 73.33333333],0
d2,1,0.745687,0.105191,[20 21] ; [37 44],[19.1557377 21.8442623] ; [37.8442623 43.1557377],0
d1,1,0.755064,0.097325,[18 23] ; [34 49],[17.19354839 23.80645161] ; [34.80645161 48.19354839],0
n5,1,0.798536,0.065148,[22 19] ; [42 40],[21.33333333 19.66666667] ; [42.66666667 39.33333333],0
d4,1,0.81998,0.051789,[27 14] ; [55 26],[27.55737705 13.44262295] ; [54.44262295 26.55737705],0
v3,1,0.843668,0.038889,[10 31] ; [18 61],[ 9.56666667 31.43333333] ; [18.43333333 60.56666667],0
n4,1,0.895606,0.017217,[25 16] ; [51 31],[25.33333333 15.66666667] ; [50.66666667 31.33333333],0
b5,1,0.9532,0.003444,[22 19] ; [45 38],[22.15322581 18.84677419] ; [44.84677419 38.15322581],0
