Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.902697,[36 30] ; [70  1],[51.06569343 14.93430657] ; [54.93430657 16.06569343],1
v4,1,2e-06,22.442437,[38 27] ; [66  5],[49.70588235 15.29411765] ; [54.29411765 16.70588235],1
r2,1,2e-06,22.423939,[35 28] ; [64  6],[46.89473684 16.10526316] ; [52.10526316 17.89473684],1
p9,1,0.000425,12.41768,[33 30] ; [56 13],[42.47727273 20.52272727] ; [46.52272727 22.47727273],1
n2,1,0.000532,12.0,[12 15] ; [24  3],[18.  9.] ; [18.  9.],1
n6,1,0.000721,11.433165,[38 27] ; [60 11],[46.83823529 18.16176471] ; [51.16176471 19.83823529],1
s5,1,0.012237,6.276247,[ 6 57] ; [18 50],[11.54198473 51.45801527] ; [12.45801527 55.54198473],0
p10,1,0.014289,6.002051,[30 33] ; [48 22],[36.94736842 26.05263158] ; [41.05263158 28.94736842],0
p11,1,0.014349,5.994734,[34 32] ; [51 20],[40.94890511 25.05109489] ; [44.05109489 26.94890511],0
n3,1,0.020921,5.333333,[14 13] ; [22  5],[18.  9.] ; [18.  9.],0
p7,1,0.026623,4.915071,[23 40] ; [39 31],[29.36842105 33.63157895] ; [32.63157895 37.36842105],0
p2,1,0.038601,4.278345,[35 29] ; [51 20],[40.77037037 23.22962963] ; [45.22962963 25.77037037],0
u3,1,0.039393,4.243859,[ 7 27] ; [13 16],[10.79365079 23.20634921] ; [ 9.20634921 19.79365079],0
s8,1,0.04376,4.065782,[10 56] ; [21 50],[14.93430657 51.06569343] ; [16.06569343 54.93430657],0
s6,1,0.052082,3.773128,[20 46] ; [33 38],[25.53284672 40.46715328] ; [27.46715328 43.53284672],0
b5,1,0.054625,3.693491,[33 33] ; [47 24],[38.54014599 27.45985401] ; [41.45985401 29.54014599],0
p6,1,0.062787,3.462193,[13 51] ; [24 45],[17.80451128 46.19548872] ; [19.19548872 49.80451128],0
a6,1,0.08003,3.064289,[33 33] ; [46 25],[38.05839416 27.94160584] ; [40.94160584 30.05839416],0
a3,1,0.153182,2.04027,[31 35] ; [42 29],[35.16788321 30.83211679] ; [37.83211679 33.16788321],0
b1,1,0.161855,1.956809,[31 35] ; [25 46],[26.97810219 39.02189781] ; [29.02189781 41.97810219],0
n1,1,0.171068,1.873561,[ 7 20] ; [11 14],[ 9.34615385 17.65384615] ; [ 8.65384615 16.34615385],0
n5,1,0.173498,1.852453,[44 21] ; [40 31],[40.14705882 24.85294118] ; [43.85294118 27.14705882],0
a7,1,0.175499,1.835329,[31 35] ; [41 29],[34.94117647 31.05882353] ; [37.05882353 32.94117647],0
a8,1,0.197308,1.662187,[ 4 59] ; [ 9 60],[ 6.20454545 56.79545455] ; [ 6.79545455 62.20454545],0
d3,1,0.197493,1.660816,[29 36] ; [39 31],[32.74074074 32.25925926] ; [35.25925926 34.74074074],0
p12,1,0.198956,1.650019,[ 1 65] ; [ 4 67],[ 2.40875912 63.59124088] ; [ 2.59124088 68.40875912],0
d4,1,0.223514,1.481666,[37 29] ; [47 24],[40.46715328 25.53284672] ; [43.53284672 27.46715328],0
s7,1,0.233682,1.418308,[14 48] ; [22 47],[17.03816794 44.96183206] ; [18.96183206 50.03816794],0
d5,1,0.249404,1.326638,[38 28] ; [47 23],[41.25 24.75] ; [43.75 26.25],0
p8,1,0.29134,1.113421,[20 44] ; [28 42],[22.92537313 41.07462687] ; [25.07462687 44.92537313],0
s4,1,0.292226,1.109339,[17 49] ; [13 58],[14.45255474 51.54744526] ; [15.54744526 55.45255474],0
p3,1,0.304195,1.055713,[17 49] ; [24 47],[19.75182482 46.24817518] ; [21.24817518 49.75182482],0
p5,1,0.305374,1.050576,[ 2 62] ; [ 5 66],[ 3.31851852 60.68148148] ; [ 3.68148148 67.31851852],0
p4,1,0.338499,0.916107,[23 43] ; [30 40],[25.72058824 40.27941176] ; [27.27941176 42.72058824],0
u1,1,0.353914,0.859375,[ 4 62] ; [ 2 69],[ 2.89051095 63.10948905] ; [ 3.10948905 67.89051095],0
s3,1,0.388191,0.744601,[21 43] ; [28 42],[23.40298507 40.59701493] ; [25.59701493 44.40298507],0
a4,1,0.441033,0.593592,[18 47] ; [24 47],[20.07352941 44.92647059] ; [21.92647059 49.07352941],0
u2,1,0.506457,0.441379,[14 21] ; [14 15],[15.3125 19.6875] ; [12.6875 16.3125],0
s2,1,0.527376,0.399446,[19 47] ; [24 47],[20.71532847 45.28467153] ; [22.28467153 48.71532847],0
v3,1,0.595941,0.281161,[10 55] ; [13 56],[11.15671642 53.84328358] ; [11.84328358 57.15671642],0
d2,1,0.601272,0.273082,[27 38] ; [26 44],[25.51851852 39.48148148] ; [27.48148148 42.51851852],0
n4,1,0.612565,0.256456,[40 26] ; [40 31],[38.54014599 27.45985401] ; [41.45985401 29.54014599],0
b3,1,0.646567,0.210256,[16 25] ; [14 27],[15. 26.] ; [15. 26.],0
b2,1,0.646567,0.210256,[16 25] ; [14 27],[15. 26.] ; [15. 26.],0
a5,1,0.662163,0.190907,[31 35] ; [36 35],[32.27737226 33.72262774] ; [34.72262774 36.27737226],0
a2,1,0.674278,0.176639,[ 6 60] ; [ 8 63],[ 6.74452555 59.25547445] ; [ 7.25547445 63.74452555],0
d1,1,0.687044,0.162304,[22 44] ; [26 45],[23.12408759 42.87591241] ; [24.87591241 46.12408759],0
p1,1,0.696202,0.152453,[ 6 59] ; [ 8 63],[ 6.69117647 58.30882353] ; [ 7.30882353 63.69117647],0
s1,1,0.697405,0.151186,[ 2 64] ; [ 3 67],[ 2.42647059 63.57352941] ; [ 2.57352941 67.42647059],0
b4,1,0.705923,0.142383,[36 30] ; [41 30],[37.09489051 28.90510949] ; [39.90510949 31.09489051],0
a1,1,0.894633,0.017542,[ 6 60] ; [ 6 65],[ 5.7810219 60.2189781] ; [ 6.2189781 64.7810219],0
v2,1,0.972918,0.001153,[15 49] ; [16 53],[14.91729323 49.08270677] ; [16.08270677 52.91729323],0
