Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n3,1,0.09769,2.742857,[6 2] ; [1 3],[4.66666667 3.33333333] ; [2.33333333 1.66666667],0
b4,1,0.112339,2.521008,[13  3] ; [4 4],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
a5,1,0.125786,2.34375,[9 7] ; [7 1],[10.66666667  5.33333333] ; [5.33333333 2.66666667],0
p4,1,0.143235,2.142857,[ 5 11] ; [5 3],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
d3,1,0.147501,2.097902,[7 9] ; [6 2],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
v1,1,0.147501,2.097902,[7 9] ; [6 2],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
n5,1,0.155132,2.021053,[14  2] ; [5 3],[12.66666667  3.33333333] ; [6.33333333 1.66666667],0
n4,1,0.155132,2.021053,[14  2] ; [5 3],[12.66666667  3.33333333] ; [6.33333333 1.66666667],0
n2,1,0.157299,2.0,[7 1] ; [2 2],[6. 2.] ; [3. 1.],0
a2,1,0.19043,1.714286,[ 1 15] ; [2 6],[ 2. 14.] ; [1. 7.],0
s4,1,0.204008,1.613445,[ 6 10] ; [1 7],[ 4.66666667 11.33333333] ; [2.33333333 5.66666667],0
b1,1,0.241567,1.371429,[8 8] ; [6 2],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
s7,1,0.246566,1.342657,[ 6 10] ; [5 3],[7.33333333 8.66666667] ; [3.66666667 4.33333333],0
p11,1,0.246566,1.342657,[10  6] ; [3 5],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
s3,1,0.277291,1.180317,[8 7] ; [2 5],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
a3,1,0.278493,1.174428,[10  5] ; [7 1],[11.08695652  3.91304348] ; [5.91304348 2.08695652],0
p6,1,0.317311,1.0,[ 3 13] ; [3 5],[ 4. 12.] ; [2. 6.],0
p5,1,0.349445,0.87547,[ 2 14] ; [2 5],[ 2.7826087 13.2173913] ; [1.2173913 5.7826087],0
p10,1,0.371093,0.8,[9 7] ; [6 2],[10.  6.] ; [5. 3.],0
a6,1,0.386476,0.75,[7 9] ; [5 3],[8. 8.] ; [4. 4.],0
a4,1,0.435366,0.608466,[ 5 10] ; [4 4],[5.86956522 9.13043478] ; [3.13043478 4.86956522],0
v4,1,0.438578,0.6,[14  2] ; [6 2],[13.33333333  2.66666667] ; [6.66666667 1.33333333],0
v2,1,0.525358,0.403361,[ 4 12] ; [3 5],[ 4.66666667 11.33333333] ; [2.33333333 5.66666667],0
r2,1,0.525358,0.403361,[12  4] ; [5 3],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
d5,1,0.540291,0.375,[10  6] ; [6 2],[10.66666667  5.33333333] ; [5.33333333 2.66666667],0
p8,1,0.558185,0.342857,[ 6 10] ; [4 4],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
d2,1,0.562343,0.335664,[8 8] ; [5 3],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
r4,1,0.562343,0.335664,[8 8] ; [3 5],[7.33333333 8.66666667] ; [3.66666667 4.33333333],0
p3,1,0.590726,0.289211,[ 5 11] ; [3 4],[ 5.56521739 10.43478261] ; [2.43478261 4.56521739],0
p7,1,0.665362,0.187075,[ 5 10] ; [3 4],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
n1,1,0.678845,0.171429,[5 3] ; [2 2],[4.66666667 3.33333333] ; [2.33333333 1.66666667],0
p1,1,0.722283,0.126316,[ 3 13] ; [2 6],[ 3.33333333 12.66666667] ; [1.66666667 6.33333333],0
n6,1,0.722283,0.126316,[13  3] ; [6 2],[12.66666667  3.33333333] ; [6.33333333 1.66666667],0
d4,1,0.750824,0.10084,[11  5] ; [6 2],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
p9,1,0.750824,0.10084,[11  5] ; [6 2],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
b5,1,0.759463,0.09375,[11  5] ; [5 3],[10.66666667  5.33333333] ; [5.33333333 2.66666667],0
s8,1,0.759463,0.09375,[ 5 11] ; [3 5],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
a7,1,0.772059,0.083916,[9 7] ; [4 4],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
r1,1,0.772059,0.083916,[9 7] ; [4 4],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
d1,1,0.772059,0.083916,[7 9] ; [4 4],[7.33333333 8.66666667] ; [3.66666667 4.33333333],0
p2,1,0.808605,0.058673,[10  6] ; [4 3],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
b3,1,0.879563,0.022959,[ 3 11] ; [1 3],[ 3.11111111 10.88888889] ; [0.88888889 3.11111111],0
b2,1,0.879563,0.022959,[ 3 11] ; [1 3],[ 3.11111111 10.88888889] ; [0.88888889 3.11111111],0
a1,1,1.0,0.0,[ 2 14] ; [1 7],[ 2. 14.] ; [1. 7.],0
s5,1,1.0,0.0,[8 8] ; [4 4],[8. 8.] ; [4. 4.],0
s1,1,1.0,0.0,[ 2 14] ; [1 7],[ 2. 14.] ; [1. 7.],0
s2,1,1.0,0.0,[8 8] ; [4 4],[8. 8.] ; [4. 4.],0
