Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,207.556566,[291  92] ; [ 41 201],[203.4496 179.5504] ; [128.5504 113.4496],1
d4,1,0.0,195.228734,[377   7] ; [128 114],[309.77635783  74.22364217] ; [195.22364217  46.77635783],1
d3,1,0.0,179.042583,[336  50] ; [ 86 156],[259.38216561 126.61783439] ; [162.61783439  79.38216561],1
d5,1,0.0,173.047115,[377   8] ; [137 106],[315.11146497  69.88853503] ; [198.88853503  44.11146497],1
a2,1,0.0,76.021506,[149 239] ; [ 17 226],[102.07290016 285.92709984] ; [ 63.92709984 179.07290016],1
a4,1,0.0,73.630307,[239 147] ; [ 64 176],[186.83386581 199.16613419] ; [116.16613419 123.83386581],1
u1,1,0.0,67.194748,[119 269] ; [  9 234],[ 78.70681458 309.29318542] ; [ 49.29318542 193.70681458],1
a5,1,0.0,61.747559,[337  51] ; [144  98],[296.23492063  91.76507937] ; [184.76507937  57.23492063],1
a3,1,0.0,48.168399,[322  64] ; [140 100],[284.87539936 101.12460064] ; [177.12460064  62.87539936],1
p4,1,8e-06,19.931156,[271 113] ; [127 113],[244.92307692 139.07692308] ; [153.07692308  86.92307692],1
s8,1,1e-05,19.466899,[206 177] ; [ 86 155],[179.22435897 203.77564103] ; [112.77564103 128.22435897],1
r1,1,2.3e-05,17.938096,[332  54] ; [175  67],[311.62738854  74.37261146] ; [195.37261146  46.62738854],1
a7,1,9e-05,15.331425,[293  94] ; [147  94],[271.14649682 115.85350318] ; [168.85350318  72.14649682],1
r2,1,9.4e-05,15.254884,[371  10] ; [218  24],[360.2070626  20.7929374] ; [228.7929374  13.2070626],1
a6,1,0.000166,14.177592,[283 102] ; [143  99],[261.57894737 123.42105263] ; [164.42105263  77.57894737],1
s2,1,0.000239,13.494302,[224 158] ; [104 135],[201.76489533 180.23510467] ; [126.23510467 112.76489533],1
v4,1,0.002259,9.325886,[370  16] ; [217  25],[360.79936306  25.20063694] ; [226.20063694  15.79936306],0
r4,1,0.002545,9.108113,[356  32] ; [204  39],[344.34231379  43.65768621] ; [215.65768621  27.34231379],0
n6,1,0.003919,8.320957,[360  26] ; [209  33],[349.73566879  36.26433121] ; [219.26433121  22.73566879],0
v2,1,0.004412,8.105929,[230 146] ; [113 116],[213.17024793 162.82975207] ; [129.82975207  99.17024793],0
r3,1,0.006259,7.474322,[365  19] ; [216  26],[356.39616613  27.60383387] ; [224.60383387  17.39616613],0
p11,1,0.00829,6.969713,[324  64] ; [182  61],[311.13787639  76.86212361] ; [194.86212361  48.13787639],0
v3,1,0.008386,6.949189,[180 189] ; [ 91 149],[164.20197044 204.79802956] ; [106.79802956 133.20197044],0
p3,1,0.011168,6.438383,[220 164] ; [113 128],[204.5952 179.4048] ; [128.4048 112.5952],0
s7,1,0.011952,6.317933,[213 159] ; [105 120],[198.15075377 173.84924623] ; [119.84924623 105.15075377],0
v1,1,0.01375,6.069941,[232 146] ; [121 115],[217.31921824 160.68078176] ; [135.68078176 100.31921824],0
p10,1,0.01431,5.999484,[334  51] ; [188  49],[323.10289389  61.89710611] ; [198.89710611  38.10289389],0
s5,1,0.017113,5.684791,[146 224] ; [ 70 164],[132.31788079 237.68211921] ; [ 83.68211921 150.31788079],0
s3,1,0.017861,5.609774,[234 146] ; [123 114],[219.87034036 160.12965964] ; [137.12965964  99.87034036],0
p8,1,0.018807,5.519382,[222 158] ; [115 121],[207.88961039 172.11038961] ; [129.11038961 106.88961039],0
p9,1,0.025146,5.013787,[338  45] ; [193  43],[328.55088853  54.44911147] ; [202.44911147  33.55088853],0
p6,1,0.031645,4.617648,[165 216] ; [ 82 155],[152.27669903 228.72330097] ; [ 94.72330097 142.27669903],0
