Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000345,12.81141,[106  24] ; [17 16],[98.09815951 31.90184049] ; [24.90184049  8.09815951],1
n5,1,0.001319,10.315056,[93 36] ; [14 19],[85.2037037 43.7962963] ; [21.7962963 11.2037037],0
d1,1,0.015861,5.818186,[85 45] ; [14 19],[78.95705521 51.04294479] ; [20.04294479 12.95705521],0
d2,1,0.021496,5.286086,[68 61] ; [10 23],[62.11111111 66.88888889] ; [15.88888889 17.11111111],0
b1,1,0.025166,5.012399,[47 83] ; [19 14],[52.63803681 77.36196319] ; [13.36196319 19.63803681],0
p10,1,0.038426,4.286056,[102  27] ; [19 12],[97.55625 31.44375] ; [23.44375  7.55625],0
r2,1,0.061055,3.508505,[120   7] ; [28  5],[117.475   9.525] ; [30.525  2.475],0
r4,1,0.06119,3.504834,[115  15] ; [25  8],[111.65644172  18.34355828] ; [28.34355828  4.65644172],0
p11,1,0.063906,3.432991,[112  18] ; [24  9],[108.46625767  21.53374233] ; [27.53374233  5.46625767],0
p4,1,0.077969,3.106737,[68 60] ; [11 20],[63.59748428 64.40251572] ; [15.40251572 15.59748428],0
a2,1,0.087819,2.913903,[ 29 101] ; [ 3 30],[ 25.52147239 104.47852761] ; [ 6.47852761 26.52147239],0
u2,1,0.08827,2.905637,[12 21] ; [5 2],[14.025 18.975] ; [2.975 4.025],0
p9,1,0.091503,2.847726,[102  26] ; [21 11],[98.4 29.6] ; [24.6  7.4],0
p2,1,0.097976,2.738186,[109  21] ; [22  9],[105.77639752  24.22360248] ; [25.22360248  5.77639752],0
u1,1,0.161536,1.959785,[ 20 110] ; [ 2 31],[ 17.54601227 112.45398773] ; [ 4.45398773 28.54601227],0
r1,1,0.176073,1.830462,[108  22] ; [24  9],[105.27607362  24.72392638] ; [26.72392638  6.27607362],0
a8,1,0.178707,1.808347,[ 13 103] ; [ 1 30],[ 11.04761905 104.95238095] ; [ 2.95238095 28.04761905],0
p7,1,0.179721,1.799928,[85 44] ; [17 15],[81.72670807 47.27329193] ; [20.27329193 11.72670807],0
d5,1,0.193422,1.691359,[101  29] ; [29  4],[103.6809816  26.3190184] ; [26.3190184  6.6809816],0
d3,1,0.203958,1.613801,[90 40] ; [19 14],[86.93251534 43.06748466] ; [22.06748466 10.93251534],0
b3,1,0.207216,1.590772,[41 47] ; [ 4 10],[38.82352941 49.17647059] ; [6.17647059 7.82352941],0
b2,1,0.207216,1.590772,[41 47] ; [ 4 10],[38.82352941 49.17647059] ; [6.17647059 7.82352941],0
p3,1,0.213855,1.545138,[64 66] ; [11 19],[60.9375 69.0625] ; [14.0625 15.9375],0
s8,1,0.23143,1.432049,[37 93] ; [ 6 27],[34.29447853 95.70552147] ; [ 8.70552147 24.29447853],0
a4,1,0.24308,1.36264,[62 68] ; [12 21],[59.01840491 70.98159509] ; [14.98159509 18.01840491],0
d4,1,0.286953,1.133864,[108  21] ; [25  8],[105.90740741  23.09259259] ; [27.09259259  5.90740741],0
u4,1,0.292029,1.110243,[  1 129] ; [ 1 32],[  1.59509202 128.40490798] ; [ 0.40490798 32.59509202],0
r3,1,0.32043,0.987191,[123   6] ; [30  3],[121.83333333   7.16666667] ; [31.16666667  1.83333333],0
p8,1,0.362162,0.830383,[70 59] ; [14 17],[67.725 61.275] ; [16.275 14.725],0
v3,1,0.379098,0.773626,[70 56] ; [15 17],[67.78481013 58.21518987] ; [17.21518987 14.78481013],0
a7,1,0.391297,0.734907,[92 37] ; [21 12],[89.98148148 39.01851852] ; [23.01851852  9.98148148],0
n3,1,0.418796,0.65369,[23  5] ; [7 3],[22.10526316  5.89473684] ; [7.89473684 2.10526316],0
v4,1,0.428157,0.627817,[123   7] ; [30  3],[122.02453988   7.97546012] ; [30.97546012  2.02453988],0
v1,1,0.435026,0.609368,[75 52] ; [17 16],[73.025 53.975] ; [18.975 14.025],0
s5,1,0.449998,0.570657,[ 23 104] ; [ 4 28],[ 21.56603774 105.43396226] ; [ 5.43396226 26.56603774],0
n1,1,0.486339,0.484615,[ 7 21] ; [3 5],[ 7.77777778 20.22222222] ; [2.22222222 5.77777778],0
p1,1,0.516006,0.421868,[ 11 119] ; [ 4 29],[ 11.96319018 118.03680982] ; [ 3.03680982 29.96319018],0
a3,1,0.559025,0.341396,[96 34] ; [26  7],[97.3006135 32.6993865] ; [24.6993865  8.3006135],0
a5,1,0.566941,0.327828,[97 33] ; [23 10],[95.70552147 34.29447853] ; [24.29447853  8.70552147],0
s3,1,0.588088,0.29334,[33 95] ; [ 7 26],[31.80124224 96.19875776] ; [ 8.19875776 24.80124224],0
b4,1,0.644488,0.21292,[73 57] ; [20 13],[74.17177914 55.82822086] ; [18.82822086 14.17177914],0
b5,1,0.698284,0.150264,[66 64] ; [18 15],[66.99386503 63.00613497] ; [17.00613497 15.99386503],0
a6,1,0.710763,0.137516,[91 39] ; [22 11],[90.12269939 39.87730061] ; [22.87730061 10.12269939],0
s2,1,0.726477,0.122371,[ 27 102] ; [ 6 27],[ 26.27777778 102.72222222] ; [ 6.72222222 26.27777778],0
p12,1,0.733172,0.116219,[  6 124] ; [ 1 30],[  5.65217391 124.34782609] ; [ 1.34782609 29.65217391],0
p5,1,0.780185,0.077885,[ 10 120] ; [ 2 30],[  9.62962963 120.37037037] ; [ 2.37037037 29.62962963],0
s1,1,0.789554,0.07123,[  3 127] ; [ 1 31],[  3.20987654 126.79012346] ; [ 0.79012346 31.20987654],0
s7,1,0.813964,0.055373,[31 91] ; [ 7 23],[30.5 91.5] ; [ 7.5 22.5],0
p6,1,0.822375,0.050396,[38 90] ; [ 8 21],[37.50318471 90.49681529] ; [ 8.49681529 20.50318471],0
s4,1,0.859996,0.03111,[  9 121] ; [ 2 31],[  8.77300613 121.22699387] ; [ 2.22699387 30.77300613],0
u3,1,0.951203,0.003745,[15 19] ; [3 4],[14.92682927 19.07317073] ; [3.07317073 3.92682927],0
n2,1,0.982536,0.000479,[19  8] ; [7 3],[18.97297297  8.02702703] ; [7.02702703 2.97297297],0
