Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,21.741641,[117  14] ; [41 26],[104.53535354  26.46464646] ; [53.46464646 13.53535354],1
p8,1,0.00029,13.132734,[103  28] ; [36 31],[91.96464646 39.03535354] ; [47.03535354 19.96464646],1
p5,1,0.002552,9.103037,[36 95] ; [ 6 61],[ 27.78787879 103.21212121] ; [14.21212121 52.78787879],0
b5,1,0.014099,6.025753,[66 65] ; [46 21],[74.1010101 56.8989899] ; [37.8989899 29.1010101],0
b1,1,0.014337,5.996214,[69 62] ; [23 44],[60.86868687 70.13131313] ; [31.13131313 35.86868687],0
p10,1,0.015135,5.900672,[118  13] ; [51 15],[112.38071066  18.61928934] ; [56.61928934  9.38071066],0
p12,1,0.01645,5.754148,[ 27 103] ; [ 5 62],[ 21.11675127 108.88324873] ; [10.88324873 56.11675127],0
a5,1,0.022115,5.236686,[107  24] ; [45 22],[100.56565657  30.43434343] ; [51.43434343 15.56565657],0
a3,1,0.023869,5.104133,[106  24] ; [45 22],[99.64467005 30.35532995] ; [51.35532995 15.64467005],0
s7,1,0.02605,4.952684,[99 27] ; [42 24],[92.53125 33.46875] ; [48.46875 17.53125],0
p1,1,0.029417,4.743054,[ 25 105] ; [ 5 62],[ 19.79695431 110.20304569] ; [10.20304569 56.79695431],0
p7,1,0.032281,4.583505,[117  14] ; [49 14],[112.09278351  18.90721649] ; [53.90721649  9.09278351],0
p9,1,0.034902,4.44997,[122   9] ; [56 11],[117.76767677  13.23232323] ; [60.23232323  6.76767677],0
u1,1,0.037143,4.343835,[37 94] ; [10 57],[31.0959596 99.9040404] ; [15.9040404 51.0959596],0
s5,1,0.042434,4.117791,[69 52] ; [26 37],[62.47282609 58.52717391] ; [32.52717391 30.47282609],0
s4,1,0.077858,3.109056,[37 93] ; [11 54],[32. 98.] ; [16. 49.],0
r3,1,0.086378,2.940614,[128   2] ; [63  4],[126.04060914   3.95939086] ; [64.95939086  2.04060914],0
s6,1,0.092784,2.825404,[114  12] ; [55 12],[110.33160622  15.66839378] ; [58.66839378  8.33160622],0
d1,1,0.103981,2.64339,[95 36] ; [41 26],[89.97979798 41.02020202] ; [46.02020202 20.97979798],0
u4,1,0.14024,2.175328,[  8 123] ; [ 1 66],[  5.95454545 125.04545455] ; [ 3.04545455 63.95454545],0
d5,1,0.143793,2.136895,[110  20] ; [51 16],[106.24365482  23.75634518] ; [54.75634518 12.24365482],0
s2,1,0.146838,2.104799,[114  17] ; [53 14],[110.48989899  20.51010101] ; [56.51010101 10.48989899],0
v2,1,0.199634,1.645046,[79 50] ; [33 31],[74.86010363 54.13989637] ; [37.13989637 26.86010363],0
s1,1,0.201041,1.634793,[  6 125] ; [ 6 59],[  8.02040816 122.97959184] ; [ 3.97959184 61.02040816],0
u2,1,0.20958,1.574323,[17  8] ; [11 11],[14.89361702 10.10638298] ; [13.10638298  8.89361702],0
v3,1,0.226216,1.464498,[56 71] ; [22 41],[52.13684211 74.86315789] ; [25.86315789 37.13684211],0
s8,1,0.235121,1.409613,[93 38] ; [42 25],[89.31818182 41.68181818] ; [45.68181818 21.31818182],0
d2,1,0.316222,1.004508,[82 49] ; [37 30],[78.73232323 52.26767677] ; [40.26767677 26.73232323],0
p2,1,0.31856,0.99485,[121  10] ; [59  8],[119.09090909  11.90909091] ; [60.90909091  6.09090909],0
u3,1,0.343734,0.896454,[17  8] ; [12 10],[15.42553191  9.57446809] ; [13.57446809  8.42553191],0
n5,1,0.367446,0.812284,[109  22] ; [59  8],[111.15151515  19.84848485] ; [56.84848485 10.15151515],0
d3,1,0.369061,0.806824,[96 35] ; [53 14],[98.58080808 32.41919192] ; [50.41919192 16.58080808],0
p11,1,0.414088,0.667033,[108  23] ; [52 15],[105.85858586  25.14141414] ; [54.14141414 12.85858586],0
a1,1,0.435785,0.607357,[ 12 119] ; [ 4 63],[ 10.58585859 120.41414141] ; [ 5.41414141 61.58585859],0
b4,1,0.438398,0.600472,[76 55] ; [35 32],[73.43939394 57.56060606] ; [37.56060606 29.43939394],0
a8,1,0.457663,0.551604,[ 19 107] ; [12 50],[ 20.77659574 105.22340426] ; [10.22340426 51.77659574],0
a4,1,0.509985,0.434099,[72 59] ; [33 33],[69.82233503 61.17766497] ; [35.17766497 30.82233503],0
n4,1,0.510891,0.432241,[114  17] ; [56 11],[112.47474747  18.52525253] ; [57.52525253  9.47474747],0
a7,1,0.592398,0.286615,[94 36] ; [46 21],[92.3857868 37.6142132] ; [47.6142132 19.3857868],0
n1,1,0.59256,0.286364,[13  9] ; [7 7],[12.22222222  9.77777778] ; [7.77777778 6.22222222],0
d4,1,0.59301,0.285668,[113  17] ; [60  7],[114.16243655  15.83756345] ; [58.83756345  8.16243655],0
n3,1,0.608766,0.261976,[15  7] ; [9 6],[14.27027027  7.72972973] ; [9.72972973 5.27027027],0
v4,1,0.635811,0.224263,[123   8] ; [64  3],[123.72222222   7.27777778] ; [63.27777778  3.72222222],0
n6,1,0.650001,0.205899,[117  13] ; [58  8],[116.07142857  13.92857143] ; [58.92857143  7.07142857],0
a2,1,0.669218,0.182518,[39 92] ; [18 49],[37.71212121 93.28787879] ; [19.28787879 47.71212121],0
b2,1,0.685076,0.164468,[42 46] ; [18 23],[40.93023256 47.06976744] ; [19.06976744 21.93023256],0
b3,1,0.685076,0.164468,[42 46] ; [18 23],[40.93023256 47.06976744] ; [19.06976744 21.93023256],0
n2,1,0.694443,0.154317,[18  4] ; [13  2],[18.43243243  3.56756757] ; [12.56756757  2.43243243],0
