Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.4e-05,18.813186,[13 55] ; [14  6],[20.86363636 47.13636364] ; [ 6.13636364 13.86363636],1
p3,1,0.07448,3.18141,[ 9 60] ; [ 6 14],[11.62921348 57.37078652] ; [ 3.37078652 16.62921348],0
p6,1,0.13953,2.183133,[ 6 62] ; [ 4 15],[ 7.81609195 60.18390805] ; [ 2.18390805 16.81609195],0
p11,1,0.160601,1.968558,[23 47] ; [10 10],[25.66666667 44.33333333] ; [ 7.33333333 12.66666667],0
b1,1,0.65088,0.204793,[39 31] ; [10 10],[38.11111111 31.88888889] ; [10.88888889  9.11111111],0
