Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.001894,9.649575,[ 4 25] ; [12 10],[ 9.09803922 19.90196078] ; [ 6.90196078 15.09803922],0
r4,1,0.009882,6.656095,[ 4 26] ; [10 12],[ 8.07692308 21.92307692] ; [ 5.92307692 16.07692308],0
p3,1,0.009882,6.656095,[ 4 26] ; [10 12],[ 8.07692308 21.92307692] ; [ 5.92307692 16.07692308],0
p8,1,0.015768,5.828571,[ 6 24] ; [11 10],[10. 20.] ; [ 7. 14.],0
b4,1,0.022701,5.191261,[24  6] ; [11 11],[20.19230769  9.80769231] ; [14.80769231  7.19230769],0
p2,1,0.026267,4.938342,[14 16] ; [17  5],[17.88461538 12.11538462] ; [13.11538462  8.88461538],0
p11,1,0.03499,4.445668,[13 17] ; [16  6],[16.73076923 13.26923077] ; [12.26923077  9.73076923],0
a5,1,0.035925,4.400661,[ 9 21] ; [13  9],[12.69230769 17.30769231] ; [ 9.30769231 12.69230769],0
p4,1,0.041197,4.167879,[ 8 22] ; [12 10],[11.53846154 18.46153846] ; [ 8.46153846 13.53846154],0
s6,1,0.041197,4.167879,[ 8 22] ; [12 10],[11.53846154 18.46153846] ; [ 8.46153846 13.53846154],0
n6,1,0.041197,4.167879,[22  8] ; [10 12],[18.46153846 11.53846154] ; [13.53846154  8.46153846],0
p6,1,0.047512,3.927152,[ 2 27] ; [ 6 16],[ 4.54901961 24.45098039] ; [ 3.45098039 18.54901961],0
u2,1,0.054759,3.689412,[ 8 12] ; [9 3],[10.625  9.375] ; [6.375 5.625],0
s2,1,0.106852,2.600175,[ 4 26] ; [ 7 15],[ 6.34615385 23.65384615] ; [ 4.65384615 17.34615385],0
b2,1,0.124634,2.358101,[ 7 11] ; [ 2 12],[ 5.0625 12.9375] ; [ 3.9375 10.0625],0
b3,1,0.124634,2.358101,[ 7 11] ; [ 2 12],[ 5.0625 12.9375] ; [ 3.9375 10.0625],0
v4,1,0.189821,1.719008,[15 15] ; [15  7],[17.30769231 12.69230769] ; [12.69230769  9.30769231],0
v3,1,0.208856,1.579339,[ 3 27] ; [ 5 17],[ 4.61538462 25.38461538] ; [ 3.38461538 18.61538462],0
p10,1,0.210158,1.570338,[12 17] ; [13  9],[14.21568627 14.78431373] ; [10.78431373 11.21568627],0
u3,1,0.224551,1.475048,[ 3 17] ; [4 8],[ 4.375 15.625] ; [2.625 9.375],0
d1,1,0.25567,1.292051,[ 8 22] ; [ 3 19],[ 6.34615385 23.65384615] ; [ 4.65384615 17.34615385],0
b1,1,0.327996,0.956794,[15 15] ; [14  8],[16.73076923 13.26923077] ; [12.26923077  9.73076923],0
p9,1,0.334927,0.929752,[14 14] ; [14  8],[15.68 12.32] ; [12.32  9.68],0
a6,1,0.336311,0.924444,[11 19] ; [11 11],[12.69230769 17.30769231] ; [ 9.30769231 12.69230769],0
r3,1,0.340545,0.908378,[18 12] ; [16  6],[19.61538462 10.38461538] ; [14.38461538  7.61538462],0
p5,1,0.367845,0.810932,[ 2 28] ; [ 3 18],[ 2.94117647 27.05882353] ; [ 2.05882353 18.94117647],0
s4,1,0.376352,0.782586,[ 4 26] ; [ 5 17],[ 5.19230769 24.80769231] ; [ 3.80769231 18.19230769],0
s1,1,0.379,0.773944,[ 1 29] ; [ 2 20],[ 1.73076923 28.26923077] ; [ 1.26923077 20.73076923],0
r1,1,0.413967,0.66738,[ 9 21] ; [ 9 13],[10.38461538 19.61538462] ; [ 7.61538462 14.38461538],0
a3,1,0.42671,0.631763,[10 19] ; [10 12],[11.37254902 17.62745098] ; [ 8.62745098 13.37254902],0
