Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.12599,[11  4] ; [19 96],[ 3.46153846 11.53846154] ; [26.53846154 88.46153846],1
p10,1,0.016878,5.709033,[ 2 13] ; [53 63],[6.29770992 8.70229008] ; [48.70229008 67.29770992],0
p11,1,0.66989,0.181731,[8 7] ; [57 63],[7.22222222 7.77777778] ; [57.77777778 62.22222222],0
b1,1,0.855097,0.03335,[7 8] ; [59 61],[7.33333333 7.66666667] ; [58.66666667 61.33333333],0
