Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.5e-05,18.683633,[64 31] ; [47 77],[48.15068493 46.84931507] ; [62.84931507 61.15068493],1
p3,1,4.2e-05,16.800466,[56 40] ; [40 89],[40.96 55.04] ; [55.04 73.96],1
v3,1,4.2e-05,16.766988,[47 46] ; [30 96],[32.69863014 60.30136986] ; [44.30136986 81.69863014],1
p4,1,7.7e-05,15.638396,[60 37] ; [46 84],[45.29515419 51.70484581] ; [60.70484581 69.29515419],1
p2,1,0.000428,12.407706,[85 12] ; [87 42],[73.82300885 23.17699115] ; [98.17699115 30.82300885],1
r1,1,0.002614,9.05927,[82 15] ; [87 43],[72.21585903 24.78414097] ; [96.78414097 33.21585903],0
s8,1,0.003614,8.468298,[28 70] ; [ 17 113],[19.34210526 78.65789474] ; [ 25.65789474 104.34210526],0
n4,1,0.004917,7.909587,[78 20] ; [81 49],[68.34210526 29.65789474] ; [90.65789474 39.34210526],0
p11,1,0.005335,7.762195,[81 17] ; [86 44],[71.78070175 26.21929825] ; [95.21929825 34.78070175],0
p8,1,0.007322,7.192165,[54 41] ; [50 79],[44.10714286 50.89285714] ; [59.89285714 69.10714286],0
r4,1,0.007923,7.050818,[88 10] ; [99 31],[80.37719298 17.62280702] ; [106.62280702  23.37719298],0
p6,1,0.008033,7.026161,[36 59] ; [ 28 101],[27.14285714 67.85714286] ; [36.85714286 92.14285714],0
n5,1,0.01399,6.039462,[71 27] ; [73 56],[62.16740088 35.83259912] ; [81.83259912 47.16740088],0
p9,1,0.019023,5.499431,[78 17] ; [88 41],[70.40178571 24.59821429] ; [95.59821429 33.40178571],0
s5,1,0.026159,4.945497,[16 80] ; [  9 117],[10.81081081 85.18918919] ; [ 14.18918919 111.81081081],0
a5,1,0.029873,4.7166,[75 23] ; [82 48],[67.48245614 30.51754386] ; [89.51754386 40.48245614],0
p7,1,0.033688,4.510477,[58 38] ; [59 69],[50.14285714 45.85714286] ; [66.85714286 61.14285714],0
n6,1,0.035933,4.40028,[79 19] ; [88 41],[72.0969163 25.9030837] ; [94.9030837 34.0969163],0
p5,1,0.040079,4.21454,[ 8 88] ; [  3 125],[ 4.71428571 91.28571429] ; [  6.28571429 121.71428571],0
r2,1,0.057638,3.604086,[93  5] ; [112  16],[88.89380531  9.10619469] ; [116.10619469  11.89380531],0
v4,1,0.113126,2.510005,[92  6] ; [113  16],[88.50220264  9.49779736] ; [116.49779736  12.50220264],0
r3,1,0.122987,2.37886,[91  6] ; [114  16],[87.59911894  9.40088106] ; [117.40088106  12.59911894],0
u1,1,0.151418,2.057906,[17 81] ; [ 14 116],[13.3245614 84.6754386] ; [ 17.6754386 112.3245614],0
b2,1,0.153654,2.035595,[26 33] ; [23 49],[22.06870229 36.93129771] ; [26.93129771 45.06870229],0
b3,1,0.153654,2.035595,[26 33] ; [23 49],[22.06870229 36.93129771] ; [26.93129771 45.06870229],0
p10,1,0.167733,1.903093,[74 22] ; [88 40],[69.42857143 26.57142857] ; [92.57142857 35.42857143],0
u3,1,0.16827,1.89829,[17 12] ; [19 26],[14.10810811 14.89189189] ; [21.89189189 23.10810811],0
a4,1,0.199329,1.647281,[46 52] ; [50 80],[41.26315789 56.73684211] ; [54.73684211 75.26315789],0
b1,1,0.251217,1.316523,[42 56] ; [46 84],[37.8245614 60.1754386] ; [50.1754386 79.8245614],0
a6,1,0.285358,1.141395,[79 19] ; [97 33],[75.64912281 22.35087719] ; [100.35087719  29.64912281],0
b5,1,0.372151,0.796468,[63 35] ; [76 54],[59.74561404 38.25438596] ; [79.25438596 50.74561404],0
s4,1,0.388879,0.742444,[ 6 92] ; [ 12 118],[ 7.73684211 90.26315789] ; [ 10.26315789 119.73684211],0
