Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.001882,9.661242,[ 4 19] ; [20 14],[ 9.68421053 13.31578947] ; [14.31578947 19.68421053],0
p11,1,0.005772,7.620247,[ 7 16] ; [23 11],[12.10526316 10.89473684] ; [17.89473684 16.10526316],0
v4,1,0.008129,7.004731,[ 6 17] ; [21 13],[10.89473684 12.10526316] ; [16.10526316 17.89473684],0
p8,1,0.009438,6.737968,[ 2 20] ; [14 20],[ 6.28571429 15.71428571] ; [ 9.71428571 24.28571429],0
p10,1,0.02703,4.888889,[ 6 16] ; [19 14],[10. 12.] ; [15. 18.],0
p9,1,0.029809,4.72028,[ 7 14] ; [21 12],[10.88888889 10.11111111] ; [17.11111111 15.88888889],0
p7,1,0.031539,4.623405,[ 5 18] ; [17 17],[ 8.87719298 14.12280702] ; [13.12280702 20.87719298],0
s1,1,0.058488,3.579741,[ 4 19] ; [ 1 33],[ 2.01754386 20.98245614] ; [ 2.98245614 31.01754386],0
p1,1,0.058488,3.579741,[ 4 19] ; [ 1 33],[ 2.01754386 20.98245614] ; [ 2.98245614 31.01754386],0
s8,1,0.059817,3.542455,[ 2 21] ; [10 24],[ 4.84210526 18.15789474] ; [ 7.15789474 26.84210526],0
d2,1,0.070753,3.265473,[ 9 14] ; [ 6 28],[ 6.05263158 16.94736842] ; [ 8.94736842 25.05263158],0
p3,1,0.073874,3.194783,[ 3 19] ; [12 22],[ 5.89285714 16.10714286] ; [ 9.10714286 24.89285714],0
s6,1,0.082418,3.016564,[ 5 18] ; [15 19],[ 8.07017544 14.92982456] ; [11.92982456 22.07017544],0
r3,1,0.084516,2.975845,[10 13] ; [22 11],[13.14285714  9.85714286] ; [18.85714286 14.14285714],0
n6,1,0.084516,2.975845,[10 13] ; [22 11],[13.14285714  9.85714286] ; [18.85714286 14.14285714],0
s7,1,0.090844,2.85936,[ 3 18] ; [11 20],[ 5.65384615 15.34615385] ; [ 8.34615385 22.65384615],0
n1,1,0.131543,2.274204,[5 5] ; [ 4 14],[3.21428571 6.78571429] ; [ 5.78571429 12.21428571],0
r1,1,0.140013,2.177812,[ 4 19] ; [12 22],[ 6.45614035 16.54385965] ; [ 9.54385965 24.45614035],0
d3,1,0.142162,2.154397,[ 7 16] ; [17 17],[ 9.68421053 13.31578947] ; [14.31578947 19.68421053],0
s2,1,0.185065,1.756475,[ 4 19] ; [11 22],[ 6.16071429 16.83928571] ; [ 8.83928571 24.16071429],0
s5,1,0.211249,1.562848,[ 1 22] ; [ 5 29],[ 2.42105263 20.57894737] ; [ 3.57894737 30.42105263],0
a3,1,0.27375,1.197861,[13  9] ; [15 19],[11. 11.] ; [17. 17.],0
s4,1,0.325029,0.968602,[ 3 20] ; [ 8 26],[ 4.43859649 18.56140351] ; [ 6.56140351 27.43859649],0
a2,1,0.34843,0.879166,[ 3 20] ; [ 2 32],[ 2.01754386 20.98245614] ; [ 2.98245614 31.01754386],0
a1,1,0.34843,0.879166,[ 3 20] ; [ 2 32],[ 2.01754386 20.98245614] ; [ 2.98245614 31.01754386],0
a4,1,0.353611,0.860458,[ 8 15] ; [ 8 26],[ 6.45614035 16.54385965] ; [ 9.54385965 24.45614035],0
a8,1,0.377922,0.77745,[ 3 19] ; [ 2 29],[ 2.0754717 19.9245283] ; [ 2.9245283 28.0754717],0
n2,1,0.3869,0.748663,[5 5] ; [12  6],[6.07142857 3.92857143] ; [10.92857143  7.07142857],0
b2,1,0.509966,0.434137,[ 6 12] ; [ 5 16],[ 5.07692308 12.92307692] ; [ 5.92307692 15.07692308],0
b3,1,0.509966,0.434137,[ 6 12] ; [ 5 16],[ 5.07692308 12.92307692] ; [ 5.92307692 15.07692308],0
p12,1,0.516349,0.421181,[ 1 22] ; [ 3 31],[ 1.61403509 21.38596491] ; [ 2.38596491 31.61403509],0
d4,1,0.544908,0.366519,[16  7] ; [21 13],[14.92982456  8.07017544] ; [22.07017544 11.92982456],0
b4,1,0.553979,0.350237,[14  9] ; [18 16],[12.9122807 10.0877193] ; [19.0877193 14.9122807],0
n3,1,0.56917,0.324074,[5 5] ; [11  7],[5.71428571 4.28571429] ; [10.28571429  7.71428571],0
u3,1,0.592516,0.286432,[3 7] ; [ 4 15],[2.4137931 7.5862069] ; [ 4.5862069 14.4137931],0
n4,1,0.619644,0.246368,[12 11] ; [20 14],[12.9122807 10.0877193] ; [19.0877193 14.9122807],0
v3,1,0.640055,0.21867,[ 3 20] ; [ 6 28],[ 3.63157895 19.36842105] ; [ 5.36842105 28.63157895],0
v1,1,0.702601,0.14578,[ 7 16] ; [12 22],[ 7.66666667 15.33333333] ; [11.33333333 22.66666667],0
u2,1,0.704507,0.143826,[4 6] ; [ 9 10],[4.48275862 5.51724138] ; [ 8.51724138 10.48275862],0
d5,1,0.704703,0.143626,[11 12] ; [18 16],[11.70175439 11.29824561] ; [17.29824561 16.70175439],0
a5,1,0.704703,0.143626,[12 11] ; [16 18],[11.29824561 11.70175439] ; [16.70175439 17.29824561],0
a7,1,0.782716,0.076055,[11 12] ; [15 19],[10.49122807 12.50877193] ; [15.50877193 18.49122807],0
v2,1,0.78846,0.071991,[ 7 15] ; [12 22],[ 7.46428571 14.53571429] ; [11.53571429 22.46428571],0
u1,1,0.799078,0.064791,[ 1 22] ; [ 2 32],[ 1.21052632 21.78947368] ; [ 1.78947368 32.21052632],0
s3,1,0.808466,0.058761,[ 6 16] ; [10 23],[ 6.4 15.6] ; [ 9.6 23.4],0
d1,1,0.825815,0.048432,[ 6 17] ; [ 8 26],[ 5.64912281 17.35087719] ; [ 8.35087719 25.64912281],0
b5,1,0.872041,0.025942,[12 11] ; [17 17],[11.70175439 11.29824561] ; [17.29824561 16.70175439],0
n5,1,0.945701,0.004638,[14  9] ; [21 13],[14.12280702  8.87719298] ; [20.87719298 13.12280702],0
b1,1,0.945701,0.004638,[14  9] ; [21 13],[14.12280702  8.87719298] ; [20.87719298 13.12280702],0
a6,1,0.961934,0.002278,[10 13] ; [15 19],[10.0877193 12.9122807] ; [14.9122807 19.0877193],0
