Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,23.881906,[264 103] ; [42 51],[244.13478261 122.86521739] ; [61.86521739 31.13478261],1
n4,1,3e-06,21.610947,[271  96] ; [46 48],[252.36225597 114.63774403] ; [64.63774403 29.36225597],1
p10,1,0.000227,13.589394,[281  81] ; [54 38],[267.11453744  94.88546256] ; [67.88546256 24.11453744],1
r4,1,0.00055,11.938284,[337  32] ; [74 20],[327.55723542  41.44276458] ; [83.44276458 10.55723542],1
p11,1,0.000903,11.017606,[289  80] ; [58 36],[276.55075594  92.44924406] ; [70.44924406 23.55075594],1
p9,1,0.00136,10.259879,[294  66] ; [61 31],[282.74336283  77.25663717] ; [72.25663717 19.74336283],0
p2,1,0.001701,9.846566,[294  74] ; [60 33],[282.5856833  85.4143167] ; [71.4143167 21.5856833],0
s1,1,0.00915,6.793279,[  8 353] ; [ 7 84],[ 11.9800885 349.0199115] ; [ 3.0199115 87.9800885],0
s5,1,0.010339,6.57555,[104 253] ; [14 75],[ 94.4529148 262.5470852] ; [23.5470852 65.4529148],0
s6,1,0.010428,6.560217,[231 130] ; [46 47],[220.25770925 140.74229075] ; [56.74229075 36.25770925],0
b3,1,0.02039,5.378204,[ 73 132] ; [ 9 40],[ 66.18110236 138.81889764] ; [15.81889764 33.18110236],0
b2,1,0.02039,5.378204,[ 73 132] ; [ 9 40],[ 66.18110236 138.81889764] ; [15.81889764 33.18110236],0
v4,1,0.024035,5.092134,[347  20] ; [80 11],[342.15938865  24.84061135] ; [84.84061135  6.15938865],0
b1,1,0.024523,5.057246,[112 257] ; [40 54],[121.14038877 247.85961123] ; [30.85961123 63.14038877],0
u2,1,0.028934,4.771547,[59 62] ; [25 11],[64.7388535 56.2611465] ; [19.2611465 16.7388535],0
a5,1,0.033882,4.500633,[251 118] ; [53 41],[242.28077754 126.71922246] ; [61.71922246 32.28077754],0
s8,1,0.041545,4.153643,[139 228] ; [25 69],[130.55965293 236.44034707] ; [33.44034707 60.55965293],0
v3,1,0.046167,3.975498,[123 234] ; [20 66],[115.23927765 241.76072235] ; [27.76072235 58.23927765],0
r2,1,0.049579,3.855656,[343  22] ; [81 11],[338.64332604  26.35667396] ; [85.35667396  6.64332604],0
d2,1,0.063003,3.456522,[170 198] ; [33 60],[162.04772234 205.95227766] ; [40.95227766 52.04772234],0
a2,1,0.067072,3.353271,[ 78 291] ; [12 82],[ 71.72786177 297.27213823] ; [18.27213823 75.72786177],0
p6,1,0.070934,3.261285,[ 93 272] ; [15 76],[ 86.44736842 278.55263158] ; [21.55263158 69.44736842],0
s7,1,0.073706,3.198501,[147 211] ; [27 61],[139.66816143 218.33183857] ; [34.33183857 53.66816143],0
a4,1,0.079136,3.082549,[154 214] ; [30 64],[146.56277056 221.43722944] ; [37.43722944 56.56277056],0
v1,1,0.095572,2.777932,[170 191] ; [34 57],[162.92920354 198.07079646] ; [41.07079646 49.92920354],0
d1,1,0.107907,2.584603,[203 166] ; [43 51],[196.05615551 172.94384449] ; [49.94384449 44.05615551],0
u1,1,0.15031,2.069099,[ 52 317] ; [ 8 86],[ 47.81857451 321.18142549] ; [12.18142549 81.81857451],0
u3,1,0.153308,2.039024,[60 62] ; [22 13],[63.71974522 58.28025478] ; [18.28025478 16.71974522],0
p8,1,0.198696,1.651933,[140 221] ; [29 63],[134.67770419 226.32229581] ; [34.32229581 57.67770419],0
p5,1,0.217674,1.519642,[ 19 348] ; [ 2 90],[ 16.79084967 350.20915033] ; [ 4.20915033 87.79084967],0
p7,1,0.238066,1.39201,[183 173] ; [40 50],[178. 178.] ; [45. 45.],0
p1,1,0.244709,1.353262,[ 18 349] ; [ 2 91],[ 15.95652174 351.04347826] ; [ 4.04347826 88.95652174],0
s4,1,0.249584,1.325633,[ 60 303] ; [11 83],[ 56.39606127 306.60393873] ; [14.60393873 79.39606127],0
s2,1,0.269598,1.218794,[172 192] ; [38 55],[167.26477024 196.73522976] ; [42.73522976 50.26477024],0
v2,1,0.302917,1.061306,[185 166] ; [40 46],[180.7208238 170.2791762] ; [44.2791762 41.7208238],0
a3,1,0.347928,0.880999,[246 122] ; [58 36],[242.14718615 125.85281385] ; [61.85281385 32.14718615],0
a7,1,0.421397,0.646415,[266 102] ; [64 30],[262.85714286 105.14285714] ; [67.14285714 26.85714286],0
d4,1,0.508656,0.436831,[300  69] ; [72 20],[297.76138829  71.23861171] ; [74.23861171 17.76138829],0
p12,1,0.511533,0.430929,[ 18 349] ; [ 3 88],[ 16.82751092 350.17248908] ; [ 4.17248908 86.82751092],0
r1,1,0.539772,0.375962,[288  79] ; [71 23],[285.79826464  81.20173536] ; [73.20173536 20.79826464],0
p4,1,0.577078,0.310982,[137 228] ; [32 61],[134.68340611 230.31659389] ; [34.31659389 58.68340611],0
u4,1,0.579971,0.306282,[  7 362] ; [ 1 93],[  6.37580994 362.62419006] ; [ 1.62419006 92.37580994],0
b5,1,0.68179,0.168118,[235 134] ; [62 32],[236.70194384 132.29805616] ; [60.29805616 33.70194384],0
a8,1,0.690083,0.158996,[ 52 287] ; [12 76],[ 50.81030445 288.18969555] ; [13.18969555 74.81030445],0
d5,1,0.697416,0.151174,[284  84] ; [70 23],[282.5856833  85.4143167] ; [71.4143167 21.5856833],0
n1,1,0.790528,0.070556,[34 67] ; [13 23],[34.64963504 66.35036496] ; [12.35036496 23.64963504],0
a1,1,0.800839,0.063636,[ 10 359] ; [ 3 91],[ 10.36069114 358.63930886] ; [ 2.63930886 91.36069114],0
d3,1,0.801901,0.062945,[253 115] ; [62 30],[252. 116.] ; [63. 29.],0
b4,1,0.930414,0.007626,[218 151] ; [56 38],[218.37149028 150.62850972] ; [55.62850972 38.37149028],0
n3,1,0.940312,0.005607,[73 29] ; [26 10],[73.17391304 28.82608696] ; [25.82608696 10.17391304],0
s3,1,0.95729,0.002868,[190 172] ; [48 44],[189.77092511 172.22907489] ; [48.22907489 43.77092511],0
a6,1,0.961997,0.00227,[243 126] ; [61 32],[242.80519481 126.19480519] ; [61.19480519 31.80519481],0
n2,1,0.985263,0.000341,[75 27] ; [28 10],[75.04285714 26.95714286] ; [27.95714286 10.04285714],0
