Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,60.381563,[36 59] ; [222  54],[66.06469003 28.93530997] ; [191.93530997  84.06469003],1
d3,1,0.0,31.908748,[48 47] ; [222  54],[69.13746631 25.86253369] ; [200.86253369  75.13746631],1
a2,1,0.0,25.944702,[ 7 88] ; [ 95 181],[26.11859838 68.88140162] ; [ 75.88140162 200.11859838],1
u1,1,1e-06,23.529879,[ 5 90] ; [ 82 194],[22.27762803 72.72237197] ; [ 64.72237197 211.27762803],1
r2,1,2.5e-05,17.758674,[80 14] ; [265   8],[88.36512262  5.63487738] ; [256.63487738  16.36512262],1
r4,1,0.000145,14.43592,[79 16] ; [263  13],[87.57412399  7.42587601] ; [254.42587601  21.57412399],1
b5,1,0.000198,13.850721,[38 57] ; [171 105],[53.51752022 41.48247978] ; [155.48247978 120.51752022],1
v4,1,0.000586,11.818898,[85 10] ; [268   6],[90.88075881  4.11924119] ; [262.11924119  11.88075881],1
r1,1,0.009785,6.673673,[70 25] ; [234  40],[78.26558266 16.73441734] ; [225.73441734  48.26558266],0
d1,1,0.017476,5.64797,[53 42] ; [191  85],[62.47978437 32.52021563] ; [181.52021563  94.47978437],0
b1,1,0.025615,4.981805,[50 45] ; [109 167],[40.71428571 54.28571429] ; [118.28571429 157.71428571],0
u3,1,0.029715,4.72572,[11 14] ; [48 22],[15.52631579  9.47368421] ; [43.47368421 26.52631579],0
r3,1,0.035005,4.444945,[88  7] ; [266   7],[91.38586957  3.61413043] ; [262.61413043  10.38586957],0
s5,1,0.041516,4.154835,[45 44] ; [101 163],[36.8101983 52.1898017] ; [109.1898017 154.8101983],0
v2,1,0.057942,3.59534,[47 44] ; [168  99],[54.65083799 36.34916201] ; [160.34916201 106.65083799],0
s8,1,0.058058,3.592002,[57 38] ; [133 140],[49.04891304 45.95108696] ; [140.95108696 132.04891304],0
p2,1,0.073084,3.212364,[81 13] ; [254  21],[85.33875339  8.66124661] ; [249.66124661  25.33875339],0
s4,1,0.079849,3.067965,[24 71] ; [ 46 224],[18.21917808 76.78082192] ; [ 51.78082192 218.21917808],0
v1,1,0.082159,3.021664,[48 43] ; [169  99],[55.00557103 35.99442897] ; [161.99442897 106.00557103],0
p10,1,0.108215,2.580102,[79 16] ; [245  29],[83.41463415 11.58536585] ; [240.58536585  33.41463415],0
s7,1,0.123882,2.367539,[60 31] ; [144 110],[53.80869565 37.19130435] ; [150.19130435 103.80869565],0
n1,1,0.15027,2.069505,[11  9] ; [15 27],[ 8.38709677 11.61290323] ; [17.61290323 24.38709677],0
p6,1,0.164104,1.935994,[44 50] ; [151 123],[49.80978261 44.19021739] ; [145.19021739 128.80978261],0
u4,1,0.197351,1.661873,[ 5 90] ; [  7 268],[ 3.08108108 91.91891892] ; [  8.91891892 266.08108108],0
n6,1,0.207617,1.587969,[82 13] ; [249  25],[85.21680217  9.78319783] ; [245.78319783  28.21680217],0
s6,1,0.2437,1.359064,[73 19] ; [197  72],[68.80886427 23.19113573] ; [201.19113573  67.80886427],0
n3,1,0.253611,1.3033,[13  7] ; [33  9],[14.83870968  5.16129032] ; [31.16129032 10.83870968],0
d5,1,0.267068,1.231746,[77 17] ; [239  37],[80.28108108 13.71891892] ; [235.71891892  40.28108108],0
p11,1,0.319228,0.992106,[76 19] ; [233  43],[79.12398922 15.87601078] ; [229.87601078  46.12398922],0
p12,1,0.330882,0.945442,[ 9 85] ; [ 37 239],[11.68648649 82.31351351] ; [ 34.31351351 241.68648649],0
b4,1,0.355707,0.852994,[52 43] ; [166 110],[55.82210243 39.17789757] ; [162.17789757 113.82210243],0
p7,1,0.401309,0.704402,[69 25] ; [212  61],[71.97275204 22.02724796] ; [209.02724796  63.97275204],0
d4,1,0.456916,0.55344,[77 17] ; [235  41],[79.26486486 14.73513514] ; [232.73513514  43.26486486],0
n2,1,0.474996,0.510329,[13  7] ; [31 11],[14.19354839  5.80645161] ; [29.80645161 12.19354839],0
p9,1,0.480535,0.497649,[84 11] ; [250  25],[85.75675676  9.24324324] ; [248.24324324  26.75675676],0
s3,1,0.485539,0.486397,[59 35] ; [159 112],[56.14246575 37.85753425] ; [161.85753425 109.14246575],0
a5,1,0.503094,0.448405,[73 22] ; [221  55],[75.28301887 19.71698113] ; [218.71698113  57.28301887],0
s1,1,0.54106,0.373578,[ 4 91] ; [  8 266],[ 3.08943089 91.91056911] ; [  8.91056911 265.08943089],0
n5,1,0.646555,0.210271,[76 19] ; [225  49],[77.49322493 17.50677507] ; [223.50677507  50.49322493],0
a1,1,0.660833,0.192514,[ 5 90] ; [ 18 258],[ 5.88948787 89.11051213] ; [ 17.11051213 258.88948787],0
a4,1,0.725836,0.12297,[45 50] ; [136 139],[46.47297297 48.52702703] ; [134.52702703 140.47297297],0
b3,1,0.726328,0.12251,[28 40] ; [ 67 106],[26.80497925 41.19502075] ; [ 68.19502075 104.80497925],0
b2,1,0.726328,0.12251,[28 40] ; [ 67 106],[26.80497925 41.19502075] ; [ 68.19502075 104.80497925],0
p5,1,0.801148,0.063434,[21 74] ; [ 57 216],[20.13586957 74.86413043] ; [ 57.86413043 215.13586957],0
n4,1,0.842299,0.039583,[80 15] ; [230  46],[79.38005391 15.61994609] ; [230.61994609  45.38005391],0
a3,1,0.868422,0.027444,[70 25] ; [205  70],[70.60810811 24.39189189] ; [204.39189189  70.60810811],0
p8,1,0.890219,0.019051,[66 28] ; [191  84],[65.46883469 28.53116531] ; [191.53116531  83.46883469],0
v3,1,0.896335,0.016976,[42 50] ; [118 145],[41.46478873 50.53521127] ; [118.53521127 144.46478873],0
p1,1,0.928003,0.008165,[12 82] ; [ 34 240],[11.75 82.25] ; [ 34.25 239.75],0
d2,1,0.959474,0.002582,[51 44] ; [149 127],[51.21293801 43.78706199] ; [148.78706199 127.21293801],0
u2,1,0.960491,0.002454,[15 10] ; [43 28],[15.10416667  9.89583333] ; [42.89583333 28.10416667],0
a8,1,0.975429,0.000949,[12 80] ; [ 31 209],[11.91566265 80.08433735] ; [ 31.08433735 208.91566265],0
s2,1,0.997901,7e-06,[54 41] ; [154 117],[53.98907104 41.01092896] ; [154.01092896 116.98907104],0
