Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,37.775348,[28  9] ; [14 67],[13.16949153 23.83050847] ; [28.83050847 52.16949153],1
s6,1,0.0,28.699553,[32  4] ; [29 53],[18.61016949 17.38983051] ; [42.38983051 39.61016949],1
s7,1,1e-06,23.259204,[24 10] ; [18 61],[12.63716814 21.36283186] ; [29.36283186 49.63716814],1
p3,1,6.2e-05,16.037587,[20 17] ; [15 68],[10.79166667 26.20833333] ; [24.20833333 58.79166667],1
p6,1,0.000155,14.307859,[10 27] ; [ 3 79],[ 4.04201681 32.95798319] ; [ 8.95798319 73.04201681],1
s3,1,0.000506,12.092009,[24 13] ; [25 56],[15.36440678 21.63559322] ; [33.63559322 47.36440678],1
v1,1,0.000913,10.996217,[21 13] ; [24 59],[13.07692308 20.92307692] ; [31.92307692 51.07692308],1
v4,1,0.000992,10.842604,[36  1] ; [58 24],[29.22689076  7.77310924] ; [64.77310924 17.22689076],1
p4,1,0.001968,9.579147,[19 18] ; [19 64],[11.71666667 25.28333333] ; [26.28333333 56.71666667],0
r4,1,0.00277,8.953206,[31  6] ; [46 37],[23.74166667 13.25833333] ; [53.25833333 29.74166667],0
p9,1,0.003675,8.438004,[31  5] ; [47 33],[24.20689655 11.79310345] ; [53.79310345 26.20689655],0
v3,1,0.00384,8.357924,[14 19] ; [13 65],[ 8.02702703 24.97297297] ; [18.97297297 59.02702703],0
a5,1,0.006073,7.528492,[29  8] ; [43 40],[22.2 14.8] ; [49.8 33.2],0
u3,1,0.00832,6.963367,[6 2] ; [ 9 26],[2.79069767 5.20930233] ; [12.20930233 22.79069767],0
d2,1,0.010908,6.480313,[23 14] ; [30 51],[16.61864407 20.38135593] ; [36.38135593 44.61864407],0
d1,1,0.018035,5.592715,[20 17] ; [26 57],[14.18333333 22.81666667] ; [31.81666667 51.18333333],0
p10,1,0.018194,5.577384,[26 10] ; [40 42],[20.13559322 15.86440678] ; [45.86440678 36.13559322],0
a3,1,0.030181,4.698952,[29  8] ; [48 35],[23.74166667 13.25833333] ; [53.25833333 29.74166667],0
r2,1,0.034625,4.463584,[35  2] ; [65 17],[31.09243697  5.90756303] ; [68.90756303 13.09243697],0
u2,1,0.035206,4.435143,[6 2] ; [12 23],[3.34883721 4.65116279] ; [14.65116279 20.34883721],0
p12,1,0.039786,4.22698,[ 5 31] ; [ 3 80],[ 2.42016807 33.57983193] ; [ 5.57983193 77.42016807],0
r1,1,0.039937,4.220539,[27 10] ; [44 39],[21.89166667 15.10833333] ; [49.10833333 33.89166667],0
r3,1,0.040623,4.191693,[33  4] ; [60 23],[28.675  8.325] ; [64.325 18.675],0
s5,1,0.047204,3.938115,[11 22] ; [13 66],[ 7.07142857 25.92857143] ; [16.92857143 62.07142857],0
p8,1,0.049671,3.852543,[11 26] ; [12 71],[ 7.09166667 29.90833333] ; [15.90833333 67.09166667],0
d4,1,0.061032,3.509104,[28  9] ; [48 35],[23.43333333 13.56666667] ; [52.56666667 30.43333333],0
n1,1,0.077,3.127103,[10  6] ; [13 23],[7.07692308 8.92307692] ; [15.92307692 20.07692308],0
d5,1,0.098488,2.729863,[26 11] ; [45 38],[21.89166667 15.10833333] ; [49.10833333 33.89166667],0
v2,1,0.099707,2.710232,[15 19] ; [22 56],[11.23214286 22.76785714] ; [25.76785714 52.23214286],0
u1,1,0.149125,2.08118,[ 3 34] ; [ 2 81],[ 1.54166667 35.45833333] ; [ 3.45833333 79.54166667],0
b4,1,0.190336,1.715012,[18 19] ; [51 32],[21.275 15.725] ; [47.725 35.275],0
s1,1,0.239459,1.383773,[ 1 36] ; [ 7 75],[ 2.48739496 34.51260504] ; [ 5.51260504 76.48739496],0
p1,1,0.270553,1.213939,[ 5 32] ; [ 6 77],[ 3.39166667 33.60833333] ; [ 7.60833333 75.39166667],0
b5,1,0.308061,1.03897,[22 15] ; [41 42],[19.425 17.575] ; [43.575 39.425],0
a2,1,0.357908,0.845222,[ 4 33] ; [ 5 78],[ 2.775 34.225] ; [ 6.225 76.775],0
n6,1,0.413264,0.669391,[28  9] ; [56 26],[26.11764706 10.88235294] ; [57.88235294 24.11764706],0
a4,1,0.464506,0.535015,[18 19] ; [34 48],[16.16806723 20.83193277] ; [35.83193277 46.16806723],0
b1,1,0.474595,0.511257,[20 17] ; [39 44],[18.19166667 18.80833333] ; [40.80833333 42.19166667],0
a8,1,0.504509,0.445439,[ 4 31] ; [ 6 73],[ 3.07017544 31.92982456] ; [ 6.92982456 72.07017544],0
b2,1,0.515223,0.423444,[12 17] ; [24 25],[13.38461538 15.61538462] ; [22.61538462 26.38461538],0
b3,1,0.515223,0.423444,[12 17] ; [24 25],[13.38461538 15.61538462] ; [22.61538462 26.38461538],0
n4,1,0.515239,0.423413,[28  9] ; [58 25],[26.51666667 10.48333333] ; [59.48333333 23.51666667],0
p11,1,0.52045,0.413001,[25 12] ; [51 32],[23.43333333 13.56666667] ; [52.56666667 30.43333333],0
u4,1,0.553914,0.350352,[ 1 36] ; [ 1 82],[ 0.61666667 36.38333333] ; [ 1.38333333 81.61666667],0
a6,1,0.59329,0.285235,[15 22] ; [38 45],[16.34166667 20.65833333] ; [36.65833333 46.34166667],0
n3,1,0.788362,0.072059,[9 6] ; [19 15],[8.57142857 6.42857143] ; [19.42857143 14.57142857],0
n5,1,0.861248,0.03055,[26 11] ; [57 26],[25.59166667 11.40833333] ; [57.40833333 25.59166667],0
p5,1,0.866101,0.02843,[ 2 34] ; [ 4 79],[ 1.81512605 34.18487395] ; [ 4.18487395 78.81512605],0
n2,1,0.88249,0.021849,[11  5] ; [24 12],[10.76923077  5.23076923] ; [24.23076923 11.76923077],0
a1,1,0.893765,0.017833,[ 2 35] ; [ 5 78],[ 2.15833333 34.84166667] ; [ 4.84166667 78.15833333],0
d3,1,0.904165,0.014496,[12 25] ; [26 57],[11.71666667 25.28333333] ; [26.28333333 56.71666667],0
p2,1,0.915851,0.011164,[20 17] ; [44 39],[19.73333333 17.26666667] ; [44.26666667 38.73333333],0
s4,1,0.935067,0.006638,[ 5 31] ; [12 71],[ 5.14285714 30.85714286] ; [11.85714286 71.14285714],0
