Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,25.614142,[28 41] ; [ 6 81],[15.03846154 53.96153846] ; [18.96153846 68.03846154],1
r1,1,0.000226,13.599374,[56 15] ; [45 44],[44.81875 26.18125] ; [56.18125 32.81875],1
a3,1,0.001171,10.535429,[48 24] ; [36 52],[37.8 34.2] ; [46.2 41.8],0
v1,1,0.001772,9.771597,[35 36] ; [22 65],[25.61392405 45.38607595] ; [31.38607595 55.61392405],0
d5,1,0.002808,8.92836,[57 15] ; [50 38],[48.15 23.85] ; [58.85 29.15],0
a5,1,0.003096,8.749884,[46 26] ; [36 53],[36.67080745 35.32919255] ; [45.32919255 43.67080745],0
s6,1,0.012848,6.189908,[39 32] ; [31 57],[31.25786164 39.74213836] ; [38.74213836 49.25786164],0
d3,1,0.014197,6.013425,[51 21] ; [45 42],[43.47169811 28.52830189] ; [52.52830189 34.47169811],0
r3,1,0.017601,5.635447,[69  3] ; [75 14],[64.39751553  7.60248447] ; [79.60248447  9.39751553],0
r2,1,0.01821,5.575878,[66  5] ; [71 18],[60.79375 10.20625] ; [76.20625 12.79375],0
d1,1,0.025133,5.014726,[36 36] ; [29 60],[29.06832298 42.93167702] ; [35.93167702 53.06832298],0
v4,1,0.027964,4.830264,[68  3] ; [75 13],[63.85534591  7.14465409] ; [79.14465409  8.85534591],0
r4,1,0.036853,4.35719,[59 13] ; [60 29],[53.2173913 18.7826087] ; [65.7826087 23.2173913],0
p11,1,0.049932,3.843739,[52 20] ; [51 38],[46.0621118 25.9378882] ; [56.9378882 32.0621118],0
b1,1,0.054444,3.699041,[18 54] ; [35 54],[23.70186335 48.29813665] ; [29.29813665 59.70186335],0
d4,1,0.072957,3.215196,[59 13] ; [62 27],[54.11180124 17.88819876] ; [66.88819876 22.11180124],0
p4,1,0.078998,3.085399,[30 42] ; [25 63],[24.75 47.25] ; [30.25 57.75],0
d2,1,0.080171,3.061423,[16 56] ; [31 58],[21.01863354 50.98136646] ; [25.98136646 63.01863354],0
p12,1,0.106996,2.598038,[ 4 68] ; [ 1 88],[ 2.23602484 69.76397516] ; [ 2.76397516 86.23602484],0
b4,1,0.139065,2.188271,[44 28] ; [44 45],[39.35403727 32.64596273] ; [48.64596273 40.35403727],0
a7,1,0.148436,2.088248,[52 20] ; [54 34],[47.7 24.3] ; [58.3 29.7],0
a6,1,0.188739,1.727434,[47 25] ; [49 40],[42.93167702 29.06832298] ; [53.06832298 35.93167702],0
p8,1,0.224997,1.472212,[33 39] ; [32 56],[29.25 42.75] ; [35.75 52.25],0
p9,1,0.230163,1.439853,[53 19] ; [57 31],[49.5 22.5] ; [60.5 27.5],0
p3,1,0.29479,1.097618,[22 49] ; [21 68],[19.08125 51.91875] ; [23.91875 65.08125],0
b2,1,0.357273,0.847458,[ 8 22] ; [ 8 37],[ 6.4 23.6] ; [ 9.6 35.4],0
b3,1,0.357273,0.847458,[ 8 22] ; [ 8 37],[ 6.4 23.6] ; [ 9.6 35.4],0
p2,1,0.367267,0.812891,[53 19] ; [59 29],[50.4 21.6] ; [61.6 26.4],0
a1,1,0.379594,0.772018,[ 2 70] ; [ 5 84],[ 3.13043478 68.86956522] ; [ 3.86956522 85.13043478],0
s5,1,0.381531,0.765764,[18 53] ; [17 70],[15.7278481 55.2721519] ; [19.2721519 67.7278481],0
u2,1,0.388685,0.743051,[ 9 15] ; [25 27],[10.73684211 13.26315789] ; [23.26315789 28.73684211],0
s2,1,0.39139,0.734619,[25 47] ; [25 63],[22.5 49.5] ; [27.5 60.5],0
p10,1,0.410192,0.678244,[46 26] ; [50 37],[43.47169811 28.52830189] ; [52.52830189 34.47169811],0
n5,1,0.415489,0.663041,[21 51] ; [31 57],[23.4 48.6] ; [28.6 59.4],0
n3,1,0.463121,0.538341,[14 10] ; [25 12],[15.3442623  8.6557377] ; [23.6557377 13.3442623],0
s8,1,0.465735,0.532077,[11 61] ; [10 78],[ 9.45 62.55] ; [11.55 76.45],0
s1,1,0.479492,0.500017,[ 3 69] ; [ 6 83],[ 4.02484472 67.97515528] ; [ 4.97515528 84.02484472],0
a2,1,0.490061,0.476393,[ 7 65] ; [ 6 83],[ 5.8136646 66.1863354] ; [ 7.1863354 81.8136646],0
p5,1,0.519104,0.415673,[ 4 68] ; [ 3 84],[ 3.16981132 68.83018868] ; [ 3.83018868 83.16981132],0
a4,1,0.544764,0.366782,[20 52] ; [21 68],[18.33540373 53.66459627] ; [22.66459627 66.33540373],0
p1,1,0.558205,0.342822,[ 2 70] ; [ 4 84],[ 2.7 69.3] ; [ 3.3 84.7],0
n6,1,0.565203,0.330775,[47 24] ; [55 34],[45.2625 25.7375] ; [56.7375 32.2625],0
p7,1,0.567227,0.327345,[35 36] ; [38 47],[33.22435897 37.77564103] ; [39.77564103 45.22435897],0
p6,1,0.60971,0.260598,[15 55] ; [16 72],[13.73417722 56.26582278] ; [17.26582278 70.73417722],0
n1,1,0.634375,0.226175,[ 4 20] ; [ 8 29],[ 4.72131148 19.27868852] ; [ 7.27868852 29.72131148],0
s3,1,0.651311,0.204252,[28 43] ; [32 57],[26.625 44.375] ; [33.375 55.625],0
b5,1,0.678321,0.172022,[43 29] ; [56 33],[44.27329193 27.72670807] ; [54.72670807 34.27329193],0
u3,1,0.754929,0.097436,[12 12] ; [28 24],[12.63157895 11.36842105] ; [27.36842105 24.63157895],0
s4,1,0.78699,0.07302,[11 61] ; [15 74],[11.62732919 60.37267081] ; [14.37267081 74.62732919],0
a8,1,0.851812,0.034897,[ 2 65] ; [ 3 82],[ 2.20394737 64.79605263] ; [ 2.79605263 82.20394737],0
n2,1,0.977794,0.000775,[15  8] ; [24 13],[14.95  8.05] ; [24.05 12.95],0
u1,1,0.986323,0.000294,[ 4 68] ; [ 5 84],[ 4.02484472 67.97515528] ; [ 4.97515528 84.02484472],0
