Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001763,9.781488,[5 3] ; [ 5 34],[1.70212766 6.29787234] ; [ 8.29787234 30.70212766],0
p2,1,0.041623,4.150474,[5 3] ; [10 29],[2.55319149 5.44680851] ; [12.44680851 26.55319149],0
r1,1,0.055234,3.675,[5 3] ; [11 29],[2.66666667 5.33333333] ; [13.33333333 26.66666667],0
b4,1,0.109599,2.56,[7 1] ; [23 17],[5. 3.] ; [25. 15.],0
n6,1,0.136189,2.220499,[5 3] ; [13 25],[3.13043478 4.86956522] ; [14.86956522 23.13043478],0
d4,1,0.137638,2.204175,[7 1] ; [24 16],[5.16666667 2.83333333] ; [25.83333333 14.16666667],0
p11,1,0.146515,2.108167,[5 3] ; [14 26],[3.16666667 4.83333333] ; [15.83333333 24.16666667],0
b5,1,0.19043,1.714286,[5 3] ; [15 25],[3.33333333 4.66666667] ; [16.66666667 23.33333333],0
d3,1,0.19043,1.714286,[5 3] ; [15 25],[3.33333333 4.66666667] ; [16.66666667 23.33333333],0
p9,1,0.200328,1.639984,[5 3] ; [14 23],[3.37777778 4.62222222] ; [15.62222222 21.37777778],0
a8,1,0.26924,1.220614,[2 6] ; [ 4 34],[1.04347826 6.95652174] ; [ 4.95652174 33.04347826],0
d1,1,0.344774,0.8926,[4 4] ; [13 27],[2.83333333 5.16666667] ; [14.16666667 25.83333333],0
a5,1,0.36574,0.818087,[3 5] ; [22 18],[4.16666667 3.83333333] ; [20.83333333 19.16666667],0
a7,1,0.36574,0.818087,[5 3] ; [18 22],[3.83333333 4.16666667] ; [19.16666667 20.83333333],0
p7,1,0.371093,0.8,[1 7] ; [11 29],[2. 6.] ; [10. 30.],0
n5,1,0.423711,0.64,[4 4] ; [26 14],[5. 3.] ; [25. 15.],0
s3,1,0.523118,0.407741,[3 5] ; [10 28],[2.26086957 5.73913043] ; [10.73913043 27.26086957],0
s5,1,0.552811,0.352305,[1 6] ; [ 3 37],[0.59574468 6.40425532] ; [ 3.40425532 36.59574468],0
p4,1,0.619796,0.246154,[1 7] ; [ 8 32],[1.5 6.5] ; [ 7.5 32.5],0
n4,1,0.676103,0.174545,[6 2] ; [27 13],[5.5 2.5] ; [27.5 12.5],0
b1,1,0.69627,0.152381,[5 3] ; [22 18],[4.5 3.5] ; [22.5 17.5],0
d2,1,0.739735,0.11036,[4 4] ; [17 22],[3.57446809 4.42553191] ; [17.42553191 21.57446809],0
s7,1,0.770709,0.084942,[1 7] ; [ 6 30],[1.27272727 6.72727273] ; [ 5.72727273 30.27272727],0
p8,1,0.83464,0.043578,[1 7] ; [ 6 33],[1.19148936 6.80851064] ; [ 5.80851064 33.19148936],0
a3,1,0.85315,0.034262,[5 3] ; [23 16],[4.76595745 3.23404255] ; [23.23404255 15.76595745],0
v3,1,0.854883,0.033449,[1 7] ; [ 6 34],[1.16666667 6.83333333] ; [ 5.83333333 34.16666667],0
p10,1,0.859076,0.031524,[3 5] ; [13 25],[2.7826087 5.2173913] ; [13.2173913 24.7826087],0
a6,1,0.89719,0.016696,[4 4] ; [19 21],[3.83333333 4.16666667] ; [19.16666667 20.83333333],0
a4,1,0.93152,0.007384,[3 5] ; [14 25],[2.89361702 5.10638298] ; [14.10638298 24.89361702],0
v1,1,0.969786,0.001435,[2 6] ; [10 29],[2.04255319 5.95744681] ; [ 9.95744681 29.04255319],0
b3,1,0.975287,0.00096,[2 3] ; [11 16],[2.03125 2.96875] ; [10.96875 16.03125],0
b2,1,0.975287,0.00096,[2 3] ; [11 16],[2.03125 2.96875] ; [10.96875 16.03125],0
s2,1,0.980258,0.000612,[1 7] ; [ 5 34],[1.0212766 6.9787234] ; [ 4.9787234 34.0212766],0
