Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.002878,8.882937,[122  23] ; [16 11],[116.3372093  28.6627907] ; [21.6627907  5.3372093],0
p7,1,0.0035,8.526333,[117  27] ; [15 12],[111.15789474  32.84210526] ; [20.84210526  6.15789474],0
p8,1,0.003608,8.471408,[96 48] ; [10 17],[89.26315789 54.73684211] ; [16.73684211 10.26315789],0
p4,1,0.00535,7.757098,[108  39] ; [12 14],[101.96531792  45.03468208] ; [18.03468208  7.96531792],0
p9,1,0.011311,6.415863,[136  10] ; [21  6],[132.49710983  13.50289017] ; [24.50289017  2.49710983],0
n4,1,0.01261,6.223072,[123  24] ; [17 10],[118.27586207  28.72413793] ; [21.72413793  5.27586207],0
p11,1,0.021359,5.297299,[122  26] ; [17 10],[117.55428571  30.44571429] ; [21.44571429  5.55428571],0
v4,1,0.04372,4.067337,[141   4] ; [24  3],[139.09883721   5.90116279] ; [25.90116279  1.09883721],0
a3,1,0.049235,3.86733,[122  25] ; [18  9],[118.27586207  28.72413793] ; [21.72413793  5.27586207],0
p3,1,0.050402,3.828037,[98 50] ; [12 14],[93.56321839 54.43678161] ; [16.43678161  9.56321839],0
p12,1,0.06017,3.532699,[ 18 130] ; [ 7 20],[ 21.14285714 126.85714286] ; [ 3.85714286 23.14285714],0
n6,1,0.062454,3.470978,[133  11] ; [21  5],[130.44705882  13.55294118] ; [23.55294118  2.44705882],0
s7,1,0.068542,3.317591,[103  38] ; [15 12],[99.03571429 41.96428571] ; [18.96428571  8.03571429],0
n2,1,0.072998,3.214286,[25  3] ; [5 3],[23.33333333  4.66666667] ; [6.66666667 1.33333333],0
s4,1,0.074337,3.184555,[ 28 119] ; [ 9 17],[ 31.43930636 115.56069364] ; [ 5.56069364 20.43930636],0
p10,1,0.075504,3.159125,[133  15] ; [21  6],[130.24  17.76] ; [23.76  3.24],0
v3,1,0.10874,2.572444,[93 55] ; [12 14],[89.31034483 58.68965517] ; [15.68965517 10.31034483],0
a2,1,0.110163,2.551879,[ 44 104] ; [ 4 23],[ 40.59428571 107.40571429] ; [ 7.40571429 19.59428571],0
s2,1,0.113848,2.499983,[109  38] ; [16 11],[105.60344828  41.39655172] ; [19.39655172  7.60344828],0
u3,1,0.118826,2.432723,[19  7] ; [4 5],[17.08571429  8.91428571] ; [5.91428571 3.08571429],0
v1,1,0.124331,2.36189,[103  43] ; [15 12],[99.58381503 46.41618497] ; [18.41618497  8.58381503],0
u2,1,0.126752,2.331838,[14 11] ; [2 6],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
u1,1,0.158812,1.985506,[ 41 107] ; [ 4 23],[ 38.05714286 109.94285714] ; [ 6.94285714 20.05714286],0
s3,1,0.190232,1.715818,[98 45] ; [15 12],[95.05294118 47.94705882] ; [17.94705882  9.05294118],0
a6,1,0.20722,1.590742,[98 49] ; [14 12],[95.16763006 51.83236994] ; [16.83236994  9.16763006],0
n3,1,0.224114,1.477833,[23  6] ; [4 3],[21.75  7.25] ; [5.25 1.75],0
d5,1,0.224184,1.477384,[132  16] ; [21  5],[130.13793103  17.86206897] ; [22.86206897  3.13793103],0
p5,1,0.250516,1.320422,[ 37 111] ; [ 4 23],[ 34.67428571 113.32571429] ; [ 6.32571429 20.67428571],0
a7,1,0.264584,1.244613,[108  39] ; [17 10],[105.60344828  41.39655172] ; [19.39655172  7.60344828],0
d3,1,0.266342,1.235491,[107  41] ; [16 10],[104.62068966  43.37931034] ; [18.37931034  7.62068966],0
d1,1,0.324648,0.970131,[102  46] ; [16 11],[99.79428571 48.20571429] ; [18.20571429  8.79428571],0
a1,1,0.341563,0.904557,[  9 139] ; [ 3 24],[ 10.14857143 137.85142857] ; [ 1.85142857 25.14857143],0
s8,1,0.399113,0.710997,[92 55] ; [14 12],[90.06936416 56.93063584] ; [15.93063584 10.06936416],0
r4,1,0.427508,0.629583,[138  10] ; [24  3],[137.00571429  10.99428571] ; [24.99428571  2.00571429],0
b2,1,0.446825,0.578694,[39 49] ; [ 7 13],[37.48148148 50.51851852] ; [ 8.51851852 11.48148148],0
b3,1,0.446825,0.578694,[39 49] ; [ 7 13],[37.48148148 50.51851852] ; [ 8.51851852 11.48148148],0
p1,1,0.468839,0.524711,[ 18 129] ; [ 2 25],[ 16.89655172 130.10344828] ; [ 3.10344828 23.89655172],0
b5,1,0.488587,0.479636,[77 71] ; [16 11],[78.65142857 69.34857143] ; [14.34857143 12.65142857],0
n1,1,0.532251,0.390093,[14 14] ; [3 5],[13.22222222 14.77777778] ; [3.77777778 4.22222222],0
s6,1,0.535184,0.38454,[123  23] ; [24  3],[124.05780347  21.94219653] ; [22.94219653  4.05780347],0
a5,1,0.551768,0.35416,[125  23] ; [24  3],[126.01142857  21.98857143] ; [22.98857143  4.01142857],0
d2,1,0.560308,0.339172,[82 64] ; [13 13],[80.63953488 65.36046512] ; [14.36046512 11.63953488],0
b1,1,0.576809,0.311423,[52 96] ; [11 16],[53.28 94.72] ; [ 9.72 17.28],0
r3,1,0.600469,0.27429,[143   3] ; [26  1],[142.62427746   3.37572254] ; [26.37572254  0.62427746],0
