Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000593,11.799055,[20 26] ; [34  9],[27.91011236 18.08988764] ; [26.08988764 16.91011236],1
s6,1,0.003173,8.704952,[13 33] ; [26 18],[19.93333333 26.06666667] ; [19.06666667 24.93333333],0
v3,1,0.006559,7.389903,[ 7 38] ; [19 27],[12.85714286 32.14285714] ; [13.14285714 32.85714286],0
s2,1,0.009499,6.72651,[10 36] ; [21 23],[15.84444444 30.15555556] ; [15.15555556 28.84444444],0
v1,1,0.014974,5.919506,[12 34] ; [22 21],[17.57303371 28.42696629] ; [16.42696629 26.57303371],0
n1,1,0.024861,5.033549,[10 11] ; [ 3 17],[ 6.65853659 14.34146341] ; [ 6.34146341 13.65853659],0
d1,1,0.05567,3.661916,[23 23] ; [32 14],[27.5 18.5] ; [27.5 18.5],0
b5,1,0.059051,3.563845,[21 25] ; [30 16],[25.5 20.5] ; [25.5 20.5],0
p6,1,0.061419,3.498641,[ 7 38] ; [14 29],[10.73863636 34.26136364] ; [10.26136364 32.73863636],0
n3,1,0.118932,2.431331,[ 7 14] ; [11  8],[ 9.45 11.55] ; [ 8.55 10.45],0
p7,1,0.12497,2.353896,[12 30] ; [20 25],[15.44827586 26.55172414] ; [16.55172414 28.44827586],0
a3,1,0.128102,2.315357,[26 20] ; [33 13],[29.5 16.5] ; [29.5 16.5],0
p11,1,0.139729,2.180939,[23 23] ; [30 16],[26.5 19.5] ; [26.5 19.5],0
r1,1,0.158077,1.99253,[12 34] ; [18 27],[15.16483516 30.83516484] ; [14.83516484 30.16483516],0
s5,1,0.170637,1.877335,[ 8 37] ; [13 30],[10.73863636 34.26136364] ; [10.26136364 32.73863636],0
d4,1,0.171885,1.866429,[36 10] ; [40  5],[38.41758242  7.58241758] ; [37.58241758  7.41758242],0
s8,1,0.193077,1.693977,[ 8 38] ; [13 32],[10.61538462 35.38461538] ; [10.38461538 34.61538462],0
a6,1,0.194989,1.679513,[32 14] ; [26 20],[29. 17.] ; [29. 17.],0
b4,1,0.199934,1.642857,[25 21] ; [31 15],[28. 18.] ; [28. 18.],0
s4,1,0.245631,1.347985,[ 9 37] ; [ 5 41],[ 7. 39.] ; [ 7. 39.],0
n2,1,0.262305,1.25655,[10 11] ; [13  7],[11.7804878  9.2195122] ; [11.2195122  8.7804878],0
b1,1,0.297032,1.08747,[26 20] ; [21 25],[23.5 22.5] ; [23.5 22.5],0
n6,1,0.317438,0.999472,[25 20] ; [29 15],[27.30337079 17.69662921] ; [26.69662921 17.30337079],0
a7,1,0.319955,0.98913,[26 20] ; [30 15],[28.30769231 17.69230769] ; [27.69230769 17.30769231],0
s7,1,0.397555,0.71571,[15 28] ; [18 23],[16.89285714 26.10714286] ; [16.10714286 24.89285714],0
d2,1,0.398959,0.711462,[21 24] ; [25 20],[23. 22.] ; [23. 22.],0
p3,1,0.411409,0.674725,[17 28] ; [13 31],[15.16853933 29.83146067] ; [14.83146067 29.16853933],0
u1,1,0.502915,0.44878,[ 4 42] ; [ 6 40],[ 5. 41.] ; [ 5. 41.],0
b2,1,0.511561,0.430872,[ 8 20] ; [11 19],[ 9.17241379 18.82758621] ; [ 9.82758621 20.17241379],0
b3,1,0.511561,0.430872,[ 8 20] ; [11 19],[ 9.17241379 18.82758621] ; [ 9.82758621 20.17241379],0
u3,1,0.513328,0.427276,[ 8 11] ; [7 6],[ 8.90625 10.09375] ; [6.09375 6.90625],0
p2,1,0.54108,0.373542,[24 19] ; [28 17],[25.40909091 17.59090909] ; [26.59090909 18.40909091],0
a8,1,0.567597,0.32672,[ 2 42] ; [ 3 37],[ 2.61904762 41.38095238] ; [ 2.38095238 37.61904762],0
u2,1,0.580912,0.304762,[12  8] ; [6 6],[11.25  8.75] ; [6.75 5.25],0
a2,1,0.582237,0.302632,[ 7 39] ; [ 9 37],[ 8. 38.] ; [ 8. 38.],0
