Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000406,12.505103,[111  47] ; [12 20],[102.28421053  55.71578947] ; [20.71578947 11.28421053],1
p11,1,0.0069,7.298912,[116  44] ; [16 17],[109.43005181  50.56994819] ; [22.56994819 10.43005181],0
b1,1,0.006947,7.286547,[61 99] ; [21 12],[67.97927461 92.02072539] ; [14.02072539 18.97927461],0
a2,1,0.007937,7.047678,[ 51 109] ; [ 3 30],[ 44.76683938 115.23316062] ; [ 9.23316062 23.76683938],0
p4,1,0.008054,7.021391,[89 71] ; [10 23],[82.07253886 77.92746114] ; [16.92746114 16.07253886],0
p9,1,0.008154,6.999341,[134  26] ; [21 12],[128.49740933  31.50259067] ; [26.50259067  6.49740933],0
p10,1,0.014143,6.020183,[127  31] ; [20 13],[121.60209424  36.39790576] ; [25.39790576  7.60209424],0
a6,1,0.036714,4.363636,[115  45] ; [17 15],[110.  50.] ; [22. 10.],0
u1,1,0.07015,3.279506,[ 37 123] ; [ 3 30],[ 33.16062176 126.83937824] ; [ 6.83937824 26.16062176],0
b5,1,0.08834,2.904372,[96 64] ; [25  8],[100.31088083  59.68911917] ; [20.68911917 12.31088083],0
s3,1,0.130282,2.289141,[92 65] ; [24  9],[95.85263158 61.14736842] ; [20.14736842 12.85263158],0
v4,1,0.131493,2.274791,[149   8] ; [29  4],[147.08421053   9.91578947] ; [30.91578947  2.08421053],0
s5,1,0.13982,2.179941,[ 52 107] ; [ 6 25],[ 48.53684211 110.46315789] ; [ 9.46315789 21.53684211],0
a5,1,0.164025,1.936726,[112  48] ; [19 14],[108.60103627  51.39896373] ; [22.39896373 10.60103627],0
a1,1,0.185207,1.75534,[  6 154] ; [ 3 30],[  7.4611399 152.5388601] ; [ 1.5388601 31.4611399],0
n6,1,0.243128,1.362364,[129  29] ; [24  9],[126.56544503  31.43455497] ; [26.43455497  6.56544503],0
